"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia ALTO AMAZONAS (000)",104667,100215,3760,692
"Hombres (001)",53459,51455,1645,359
"Mujeres (002)",51208,48760,2115,333
"Menores de 1 año (003)",2999,1966,864,169
"Hombres (004)",1494,990,416,88
"Mujeres (005)",1505,976,448,81
"De 1 a 5 años (006)",15619,13130,2030,459
"Hombres (007)",7956,6711,997,248
"Mujeres (008)",7663,6419,1033,211
"De 6 a 14 años (009)",25130,24861,235,34
"Hombres (010)",12793,12678,102,13
"Mujeres (011)",12337,12183,133,21
"De 15 a 29 años (012)",26545,26406,130,9
"Hombres (013)",13229,13193,33,3
"Mujeres (014)",13316,13213,97,6
"De 30 a 44 años (015)",18120,17994,117,9
"Hombres (016)",9337,9319,15,3
"Mujeres (017)",8783,8675,102,6
"De 45 a 64 años (018)",12504,12308,187,9
"Hombres (019)",6765,6729,35,1
"Mujeres (020)",5739,5579,152,8
"De 65 a más años (021)",3750,3550,197,3
"Hombres (022)",1885,1835,47,3
"Mujeres (023)",1865,1715,150,
,,,,
"URBANA (024)",62782,61375,1064,343
"Hombres (025)",31419,30763,470,186
"Mujeres (026)",31363,30612,594,157
"Menores de 1 año (027)",1553,1183,296,74
"Hombres (028)",776,595,142,39
"Mujeres (029)",777,588,154,35
"De 1 a 5 años (030)",8033,7199,574,260
"Hombres (031)",4115,3690,283,142
"Mujeres (032)",3918,3509,291,118
"De 6 a 14 años (033)",14029,13998,28,3
"Hombres (034)",7087,7073,13,1
"Mujeres (035)",6942,6925,15,2
"De 15 a 29 años (036)",16615,16599,15,1
"Hombres (037)",8099,8092,6,1
"Mujeres (038)",8516,8507,9,
"De 30 a 44 años (039)",11505,11492,12,1
"Hombres (040)",5659,5657,1,1
"Mujeres (041)",5846,5835,11,
"De 45 a 64 años (042)",8289,8262,25,2
"Hombres (043)",4348,4345,3,
"Mujeres (044)",3941,3917,22,2
"De 65 a más años (045)",2758,2642,114,2
"Hombres (046)",1335,1311,22,2
"Mujeres (047)",1423,1331,92,
,,,,
"RURAL (048)",41885,38840,2696,349
"Hombres (049)",22040,20692,1175,173
"Mujeres (050)",19845,18148,1521,176
"Menores de 1 año (051)",1446,783,568,95
"Hombres (052)",718,395,274,49
"Mujeres (053)",728,388,294,46
"De 1 a 5 años (054)",7586,5931,1456,199
"Hombres (055)",3841,3021,714,106
"Mujeres (056)",3745,2910,742,93
"De 6 a 14 años (057)",11101,10863,207,31
"Hombres (058)",5706,5605,89,12
"Mujeres (059)",5395,5258,118,19
"De 15 a 29 años (060)",9930,9807,115,8
"Hombres (061)",5130,5101,27,2
"Mujeres (062)",4800,4706,88,6
"De 30 a 44 años (063)",6615,6502,105,8
"Hombres (064)",3678,3662,14,2
"Mujeres (065)",2937,2840,91,6
"De 45 a 64 años (066)",4215,4046,162,7
"Hombres (067)",2417,2384,32,1
"Mujeres (068)",1798,1662,130,6
"De 65 a más años (069)",992,908,83,1
"Hombres (070)",550,524,25,1
"Mujeres (071)",442,384,58,
