"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia GRAN CHIMU (000)",10214,812,47,5140,2691,260,548,129,587
"Agric., ganadería, caza y silvicultura (001)",6398,651,38,4012,1448,72,100,28,49
"Explotación de minas y canteras (003)",1205,18,3,326,515,56,84,29,174
"Industrias manufactureras (004)",170,7,,84,51,8,12,4,4
"Suministro de electricidad, gas y agua (005)",13,,,6,7,,,,
"Construcción (006)",236,9,3,113,87,6,7,,11
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",551,22,1,209,176,29,62,16,36
"Venta, mant.y rep. veh.autom.y motoc. (008)",28,,,6,8,3,8,2,1
"Comercio al por mayor (009)",35,,,12,11,1,6,3,2
"Comercio al por menor (010)",488,22,1,191,157,25,48,11,33
"Hoteles y restaurantes (011)",189,11,,73,64,16,11,6,8
"Trans., almac. y comunicaciones (012)",175,4,1,54,86,11,9,2,8
"Intermediación financiera (013)",2,,,1,,,1,,
"Activid.inmobil., empres. y de alquiler (014)",56,,,6,18,6,11,4,11
"Admin.pub. y defensa; p. segur.soc.afil (015)",122,,,15,37,5,35,9,21
"Enseñanza (016)",487,,,,41,34,169,23,220
"Servicios sociales y de salud (017)",70,,,2,6,3,29,1,29
"Otras activ. serv.comun.soc y personales (018)",86,7,,20,36,6,4,4,9
"Hogares privados con servicio doméstico (019)",209,42,1,99,59,2,2,1,3
"Actividad economica no especificada (021)",245,41,,120,60,6,12,2,4
"Hombres (022)",8757,662,45,4636,2376,192,364,101,381
"Agric., ganadería, caza y silvicultura (023)",6232,616,38,3917,1418,71,96,28,48
"Explotación de minas y canteras (025)",1142,16,3,310,503,53,81,28,148
"Industrias manufactureras (026)",118,2,,59,38,6,7,3,3
"Suministro de electricidad, gas y agua (027)",12,,,6,6,,,,
"Construcción (028)",234,9,3,111,87,6,7,,11
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",292,6,,107,103,15,37,11,13
"Venta, mant.y rep. veh.autom.y motoc. (030)",25,,,5,7,3,7,2,1
"Comercio al por mayor (031)",26,,,11,7,1,4,2,1
"Comercio al por menor (032)",241,6,,91,89,11,26,7,11
"Hoteles y restaurantes (033)",49,,,13,21,5,3,4,3
"Trans., almac. y comunicaciones (034)",169,4,1,54,81,11,9,2,7
"Intermediación financiera (035)",1,,,1,,,,,
"Activid.inmobil., empres. y de alquiler (036)",45,,,5,17,6,7,4,6
"Admin.pub. y defensa; p. segur.soc.afil (037)",91,,,13,25,3,26,8,16
"Enseñanza (038)",210,,,,14,7,74,8,107
"Servicios sociales y de salud (039)",30,,,,6,2,11,1,10
"Otras activ. serv.comun.soc y personales (040)",50,,,6,27,5,2,3,7
"Hogares privados con servicio doméstico (041)",12,1,,7,4,,,,
"Actividad economica no especificada (043)",70,8,,27,26,2,4,1,2
"Mujeres (044)",1457,150,2,504,315,68,184,28,206
"Agric., ganadería, caza y silvicultura (045)",166,35,,95,30,1,4,,1
"Explotación de minas y canteras (047)",63,2,,16,12,3,3,1,26
"Industrias manufactureras (048)",52,5,,25,13,2,5,1,1
