"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia TUMBES (000)",51729,866,69,11710,21273,3141,7050,2352,5268
"Agric., ganadería, caza y silvicultura (001)",8180,321,16,3655,3416,205,294,111,162
"Pesca (002)",2438,37,2,806,1204,90,98,48,153
"Explotación de minas y canteras (003)",46,1,,10,26,,5,1,3
"Industrias manufactureras (004)",3698,57,4,867,1929,226,331,110,174
"Suministro de electricidad, gas y agua (005)",110,1,,23,41,9,15,7,14
"Construcción (006)",2987,34,1,732,1587,170,188,102,173
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",9525,160,19,2331,4416,657,1057,373,512
"Venta, mant.y rep. veh.autom.y motoc. (008)",1036,12,1,146,494,99,185,36,63
"Comercio al por mayor (009)",572,7,,92,270,45,77,26,55
"Comercio al por menor (010)",7917,141,18,2093,3652,513,795,311,394
"Hoteles y restaurantes (011)",2756,64,8,784,1280,182,234,117,87
"Trans., almac. y comunicaciones (012)",6069,51,8,1058,3420,457,540,275,260
"Intermediación financiera (013)",266,,,5,22,8,56,57,118
"Activid.inmobil., empres. y de alquiler (014)",2476,17,3,194,767,245,415,276,559
"Admin.pub. y defensa; p. segur.soc.afil (015)",3358,17,,128,767,241,1080,292,833
"Enseñanza (016)",4226,4,,9,296,254,2009,264,1390
"Servicios sociales y de salud (017)",920,,,28,107,58,215,81,431
"Otras activ. serv.comun.soc y personales (018)",1914,32,3,321,726,176,290,150,216
"Hogares privados con servicio doméstico (019)",1230,41,3,425,606,64,63,13,15
"Organiz. y organos extraterritoriales (020)",1,,,,,,,,1
"Actividad economica no especificada (021)",1529,29,2,334,663,99,160,75,167
"Hombres (022)",36729,630,51,8875,16320,2090,3958,1574,3231
"Agric., ganadería, caza y silvicultura (023)",7973,312,16,3566,3346,200,281,107,145
"Pesca (024)",2326,36,2,779,1154,87,89,47,132
"Explotación de minas y canteras (025)",43,1,,10,24,,4,1,3
"Industrias manufactureras (026)",2666,37,4,610,1425,165,214,78,133
"Suministro de electricidad, gas y agua (027)",105,1,,23,41,9,14,5,12
"Construcción (028)",2924,34,,719,1566,166,184,98,157
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",5631,83,11,1302,2722,365,579,244,325
"Venta, mant.y rep. veh.autom.y motoc. (030)",941,11,1,131,444,88,175,35,56
"Comercio al por mayor (031)",372,3,,55,183,27,48,18,38
"Comercio al por menor (032)",4318,69,10,1116,2095,250,356,191,231
"Hoteles y restaurantes (033)",980,19,4,228,473,70,79,65,42
"Trans., almac. y comunicaciones (034)",5800,48,8,1042,3346,423,477,246,210
"Intermediación financiera (035)",151,,,3,12,3,33,34,66
"Activid.inmobil., empres. y de alquiler (036)",1880,14,2,151,652,191,274,200,396
"Admin.pub. y defensa; p. segur.soc.afil (037)",2392,10,,73,577,152,769,194,617
"Enseñanza (038)",1589,1,,5,110,81,706,96,590
"Servicios sociales y de salud (039)",343,,,9,39,27,62,23,183
"Otras activ. serv.comun.soc y personales (040)",1063,17,3,171,424,107,125,91,125
