"CUADRO Nº 21: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia CAÑETE (000)",85048,19064,28698,27018,1627,3454,2227,2960
"Agric., ganadería, caza y silvicultura (001)",26632,443,17055,6580,774,1780,,
"Pesca (002)",562,5,233,302,5,17,,
"Explotación de minas y canteras (003)",1017,171,813,24,9,,,
"Industrias manufactureras (004)",3767,364,1892,1374,90,47,,
"Suministro de electricidad, gas y agua (005)",207,104,90,13,,,,
"Construcción (006)",6807,308,5213,1155,105,26,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",13996,2596,522,9331,322,1225,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",1486,213,301,876,50,46,,
"Comercio al por mayor (009)",921,353,82,377,41,68,,
"Comercio al por menor (010)",11589,2030,139,8078,231,1111,,
"Hoteles y restaurantes (011)",3880,1288,256,2077,117,142,,
"Trans., almac. y comunicaciones (012)",6962,1448,1268,4083,97,66,,
"Intermediación financiera (013)",299,281,6,8,1,3,,
"Activid.inmobil., empres. y alquileres (014)",3651,2735,384,473,37,22,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",2742,2530,212,,,,,
"Enseñanza (016)",4345,4163,2,164,11,5,,
"Servicios sociales y de salud (017)",1431,1196,41,177,11,6,,
"Otras activ. serv.comun.soc y personales (018)",2490,1110,414,914,32,20,,
"Hogares privados con servicio doméstico (019)",2227,,,,,,2227,
"Organiz. y organos extraterritoriales (020)",1,1,,,,,,
"Actividad economica no especificada (021)",1072,321,297,343,16,95,,
"Desocupado (022)",2960,,,,,,,2960
"Hombres (023)",54635,10575,21648,17672,1269,1387,111,1973
"Agric., ganadería, caza y silvicultura (024)",18484,403,11102,5406,684,889,,
"Pesca (025)",535,5,223,287,5,15,,
"Explotación de minas y canteras (026)",983,159,794,21,9,,,
"Industrias manufactureras (027)",2896,252,1516,1038,70,20,,
"Suministro de electricidad, gas y agua (028)",172,71,88,13,,,,
"Construcción (029)",6698,279,5153,1136,104,26,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",6474,1316,492,4180,195,291,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",1355,153,297,837,47,21,,
"Comercio al por mayor (032)",550,225,66,215,26,18,,
"Comercio al por menor (033)",4569,938,129,3128,122,252,,
"Hoteles y restaurantes (034)",1075,448,77,468,45,37,,
"Trans., almac. y comunicaciones (035)",6521,1232,1194,3956,87,52,,
"Intermediación financiera (036)",144,132,3,5,1,3,,
"Activid.inmobil., empres. y alquileres (037)",2807,2081,312,368,31,15,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",1632,1488,144,,,,,
"Enseñanza (039)",1663,1586,,71,3,3,,
"Servicios sociales y de salud (040)",429,304,12,106,7,,,
"Otras activ. serv.comun.soc y personales (041)",1551,700,352,466,22,11,,
"Hogares privados con servicio doméstico (042)",111,,,,,,111,
"Organiz. y organos extraterritoriales (043)",1,1,,,,,,
"Actividad economica no especificada (044)",486,118,186,151,6,25,,
"Desocupado (045)",1973,,,,,,,1973
"Mujeres (046)",30413,8489,7050,9346,358,2067,2116,987
"Agric., ganadería, caza y silvicultura (047)",8148,40,5953,1174,90,891,,
"Pesca (048)",27,,10,15,,2,,
"Explotación de minas y canteras (049)",34,12,19,3,,,,
"Industrias manufactureras (050)",871,112,376,336,20,27,,
"Suministro de electricidad, gas y agua (051)",35,33,2,,,,,
"Construcción (052)",109,29,60,19,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",7522,1280,30,5151,127,934,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",131,60,4,39,3,25,,
"Comercio al por mayor (055)",371,128,16,162,15,50,,
"Comercio al por menor (056)",7020,1092,10,4950,109,859,,
"Hoteles y restaurantes (057)",2805,840,179,1609,72,105,,
"Trans., almac. y comunicaciones (058)",441,216,74,127,10,14,,
"Intermediación financiera (059)",155,149,3,3,,,,
"Activid.inmobil., empres. y alquileres (060)",844,654,72,105,6,7,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",1110,1042,68,,,,,
"Enseñanza (062)",2682,2577,2,93,8,2,,
"Servicios sociales y de salud (063)",1002,892,29,71,4,6,,
"Otras activ. serv.comun.soc y personales (064)",939,410,62,448,10,9,,
"Hogares privados con servicio doméstico (065)",2116,,,,,,2116,
"Actividad economica no especificada (067)",586,203,111,192,10,70,,
,,,,,,,,
"URBANA (068)",71105,17187,21891,23524,1167,2713,1979,2644
"Agric., ganadería, caza y silvicultura (069)",18212,298,11804,4580,400,1130,,
"Pesca (070)",475,5,215,237,5,13,,
"Explotación de minas y canteras (071)",951,157,764,21,9,,,
"Industrias manufactureras (072)",3275,305,1587,1256,85,42,,
"Suministro de electricidad, gas y agua (073)",181,98,75,8,,,,
"Construcción (074)",5858,177,4496,1064,95,26,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (075)",13049,2441,471,8674,291,1172,,
"Venta, mant.y rep. veh.autom.y motoc. (076)",1376,194,267,830,42,43,,
"Comercio al por mayor (077)",864,334,80,350,34,66,,
"Comercio al por menor (078)",10809,1913,124,7494,215,1063,,
"Hoteles y restaurantes (079)",3583,1186,208,1948,109,132,,
"Trans., almac. y comunicaciones (080)",6406,1327,1133,3810,80,56,,
"Intermediación financiera (081)",292,276,5,7,1,3,,
"Activid.inmobil., empres. y alquileres (082)",3132,2316,319,444,31,22,,
"Admin.pub. y defensa; p. segur.soc.afil (083)",2552,2360,192,,,,,
"Enseñanza (084)",4074,3905,1,153,10,5,,
"Servicios sociales y de salud (085)",1322,1108,37,162,11,4,,
"Otras activ. serv.comun.soc y personales (086)",2164,924,343,850,28,19,,
"Hogares privados con servicio doméstico (087)",1979,,,,,,1979,
"Organiz. y organos extraterritoriales (088)",1,1,,,,,,
"Actividad economica no especificada (089)",955,303,241,310,12,89,,
"Desocupado (090)",2644,,,,,,,2644
"Hombres (091)",44814,9293,16634,15139,861,1034,94,1759
"Agric., ganadería, caza y silvicultura (092)",12389,266,7496,3720,341,566,,
"Pesca (093)",460,5,208,230,5,12,,
"Explotación de minas y canteras (094)",920,147,746,18,9,,,
"Industrias manufactureras (095)",2510,209,1268,952,65,16,,
"Suministro de electricidad, gas y agua (096)",147,66,73,8,,,,
"Construcción (097)",5763,156,4441,1046,94,26,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (098)",6072,1232,445,3944,172,279,,
"Venta, mant.y rep. veh.autom.y motoc. (099)",1256,139,264,794,39,20,,
"Comercio al por mayor (100)",515,213,64,201,19,18,,
"Comercio al por menor (101)",4301,880,117,2949,114,241,,
"Hoteles y restaurantes (102)",981,412,48,443,42,36,,
"Trans., almac. y comunicaciones (103)",6011,1130,1075,3691,71,44,,
"Intermediación financiera (104)",140,129,2,5,1,3,,
"Activid.inmobil., empres. y alquileres (105)",2366,1725,255,345,26,15,,
