"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Hogares privados con servicio doméstico (041)",65,65,,,
"Actividad economica no especificada (043)",1322,980,126,121,95
"Mujeres (044)",14868,11645,1156,1109,958
"Agric., ganadería, caza y silvicultura (045)",3130,2956,139,31,4
"Pesca (046)",2,1,,1,
"Explotación de minas y canteras (047)",5,2,1,,2
"Industrias manufactureras (048)",559,489,44,21,5
"Suministro de electricidad, gas y agua (049)",10,3,2,5,
"Construcción (050)",42,25,9,5,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",3208,2968,178,60,2
"Venta, mant.y rep. veh.autom y motoc. (052)",94,83,11,,
"Comercio al por mayor (053)",126,95,15,14,2
"Comercio al por menor (054)",2988,2790,152,46,
"Hoteles y restaurantes (055)",1154,1012,117,22,3
"Trans., almac. y comunicaciones (056)",196,160,19,10,7
"Intermediación financiera (057)",58,12,5,36,5
"Activid.inmobil., empres. y alquileres (058)",501,256,84,94,67
"Admin.pub. y defensa; p. segur soc.afil (059)",256,,,,256
"Enseñanza (060)",2066,689,427,700,250
"Servicios sociales y de salud (061)",526,170,32,23,301
"Otras activ. serv.comun.soc y personales (062)",527,467,21,30,9
"Hogares privados con servicio doméstico (063)",1395,1395,,,
"Actividad economica no especificada (065)",1233,1040,78,71,44
,,,,,
"URBANA (066)",33711,24793,3560,2794,2564
"Agric., ganadería, caza y silvicultura (067)",6567,5701,680,161,25
"Pesca (068)",7,5,,2,
"Explotación de minas y canteras (069)",32,14,3,4,11
"Industrias manufactureras (070)",2037,1759,197,61,20
"Suministro de electricidad, gas y agua (071)",75,11,4,41,19
"Construcción (072)",1870,1311,322,184,53
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",6754,5996,546,186,26
"Venta, mant.y rep. veh.autom y motoc. (074)",898,726,153,13,6
"Comercio al por mayor (075)",365,243,48,54,20
"Comercio al por menor (076)",5491,5027,345,119,
"Hoteles y restaurantes (077)",1659,1395,217,44,3
"Trans., almac. y comunicaciones (078)",3776,3148,305,171,152
"Intermediación financiera (079)",134,24,12,85,13
"Activid.inmobil., empres. y alquileres (080)",1271,658,201,229,183
"Admin.pub. y defensa; p. segur soc.afil (081)",956,,,,956
"Enseñanza (082)",3202,750,675,1303,474
"Servicios sociales y de salud (083)",842,272,54,37,479
"Otras activ. serv.comun.soc y personales (084)",1236,950,153,98,35
"Hogares privados con servicio doméstico (085)",1171,1171,,,
"Actividad economica no especificada (087)",2122,1628,191,188,115
"Hombres (088)",22644,16657,2581,1730,1676
"Agric., ganadería, caza y silvicultura (089)",5826,5060,607,138,21
"Pesca (090)",5,4,,1,
"Explotación de minas y canteras (091)",27,12,2,4,9
"Industrias manufactureras (092)",1523,1309,154,44,16
"Suministro de electricidad, gas y agua (093)",65,8,2,36,19
"Construcción (094)",1831,1289,313,179,50
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",3809,3281,377,127,24
"Venta, mant.y rep. veh.autom y motoc. (096)",806,645,142,13,6
"Comercio al por mayor (097)",243,151,34,40,18
"Comercio al por menor (098)",2760,2485,201,74,
"Hoteles y restaurantes (099)",606,477,106,22,1
"Trans., almac. y comunicaciones (100)",3585,2993,286,161,145
"Intermediación financiera (101)",78,12,8,49,9
"Activid.inmobil., empres. y alquileres (102)",783,408,121,136,118
"Admin.pub. y defensa; p. segur soc.afil (103)",712,,,,712
"Enseñanza (104)",1483,269,331,632,251
"Servicios sociales y de salud (105)",365,126,23,14,202
"Otras activ. serv.comun.soc y personales (106)",739,511,132,69,27
"Hogares privados con servicio doméstico (107)",54,54,,,
"Actividad economica no especificada (109)",1153,844,119,118,72
"Mujeres (110)",11067,8136,979,1064,888
"Agric., ganadería, caza y silvicultura (111)",741,641,73,23,4
"Pesca (112)",2,1,,1,
"Explotación de minas y canteras (113)",5,2,1,,2
"Industrias manufactureras (114)",514,450,43,17,4
"Suministro de electricidad, gas y agua (115)",10,3,2,5,
"Construcción (116)",39,22,9,5,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",2945,2715,169,59,2
"Venta, mant.y rep. veh.autom y motoc. (118)",92,81,11,,
"Comercio al por mayor (119)",122,92,14,14,2
"Comercio al por menor (120)",2731,2542,144,45,
"Hoteles y restaurantes (121)",1053,918,111,22,2
"Trans., almac. y comunicaciones (122)",191,155,19,10,7
"Intermediación financiera (123)",56,12,4,36,4
"Activid.inmobil., empres. y alquileres (124)",488,250,80,93,65
"Admin.pub. y defensa; p. segur soc.afil (125)",244,,,,244
"Enseñanza (126)",1719,481,344,671,223
"Servicios sociales y de salud (127)",477,146,31,23,277
"Otras activ. serv.comun.soc y personales (128)",497,439,21,29,8
"Hogares privados con servicio doméstico (129)",1117,1117,,,
"Actividad economica no especificada (131)",969,784,72,70,43
,,,,,
"RURAL (132)",28473,26576,1247,220,430
"Agric., ganadería, caza y silvicultura (133)",25043,24038,919,72,14
"Explotación de minas y canteras (135)",34,3,1,,30
"Industrias manufactureras (136)",232,192,6,12,22
"Suministro de electricidad, gas y agua (137)",13,4,2,6,1
"Construcción (138)",323,189,25,24,85
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",664,626,31,4,3
"Venta, mant.y rep. veh.autom y motoc. (140)",43,36,5,,2
"Comercio al por mayor (141)",21,16,4,,1
"Comercio al por menor (142)",600,574,22,4,
"Hoteles y restaurantes (143)",165,129,13,12,11
"Trans., almac. y comunicaciones (144)",317,270,21,5,21
"Intermediación financiera (145)",2,,1,,1
"Activid.inmobil., empres. y alquileres (146)",63,21,11,8,23
"Admin.pub. y defensa; p. segur soc.afil (147)",87,,,,87
"Enseñanza (148)",641,317,192,71,61
"Servicios sociales y de salud (149)",87,43,3,,41
"Otras activ. serv.comun.soc y personales (150)",80,63,9,2,6
"Hogares privados con servicio doméstico (151)",289,289,,,
"Actividad economica no especificada (153)",433,392,13,4,24
"Hombres (154)",24672,23067,1070,175,360
"Agric., ganadería, caza y silvicultura (155)",22654,21723,853,64,14
"Explotación de minas y canteras (157)",34,3,1,,30
"Industrias manufactureras (158)",187,153,5,8,21
"Suministro de electricidad, gas y agua (159)",13,4,2,6,1
"Construcción (160)",320,186,25,24,85
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",401,373,22,3,3
"Venta, mant.y rep. veh.autom y motoc. (162)",41,34,5,,2
"Comercio al por mayor (163)",17,13,3,,1
"Comercio al por menor (164)",343,326,14,3,
"Hoteles y restaurantes (165)",64,35,7,12,10
"Trans., almac. y comunicaciones (166)",312,265,21,5,21
"Activid.inmobil., empres. y alquileres (168)",50,15,7,7,21
"Admin.pub. y defensa; p. segur soc.afil (169)",75,,,,75
"Enseñanza (170)",294,109,109,42,34
"Servicios sociales y de salud (171)",38,19,2,,17
"Otras activ. serv.comun.soc y personales (172)",50,35,9,1,5
"Hogares privados con servicio doméstico (173)",11,11,,,
"Actividad economica no especificada (175)",169,136,7,3,23
"Mujeres (176)",3801,3509,177,45,70
"Agric., ganadería, caza y silvicultura (177)",2389,2315,66,8,
"Industrias manufactureras (180)",45,39,1,4,1
"Construcción (182)",3,3,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",263,253,9,1,
"Venta, mant.y rep. veh.autom y motoc. (184)",2,2,,,
"Comercio al por mayor (185)",4,3,1,,
"Comercio al por menor (186)",257,248,8,1,
"Hoteles y restaurantes (187)",101,94,6,,1
"Trans., almac. y comunicaciones (188)",5,5,,,
"Intermediación financiera (189)",2,,1,,1
"Activid.inmobil., empres. y alquileres (190)",13,6,4,1,2
"Admin.pub. y defensa; p. segur soc.afil (191)",12,,,,12
"Enseñanza (192)",347,208,83,29,27
"Servicios sociales y de salud (193)",49,24,1,,24
"Otras activ. serv.comun.soc y personales (194)",30,28,,1,1
"Hogares privados con servicio doméstico (195)",278,278,,,
"Actividad economica no especificada (197)",264,256,6,1,1
