"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia LA UNION (000)",14660,854,1940,1914,1163,1684,2030,3488,1587
"Sabe leer y escribir (001)",10996,,1237,1875,1130,1559,1740,2584,871
"No sabe leer y escribir (002)",3664,854,703,39,33,125,290,904,716
"Hombres (004)",7304,431,970,999,638,844,969,1755,698
"Sabe leer y escribir (005)",6073,,608,982,624,811,906,1581,561
"No sabe leer y escribir (006)",1231,431,362,17,14,33,63,174,137
"Mujeres (008)",7356,423,970,915,525,840,1061,1733,889
"Sabe leer y escribir (009)",4923,,629,893,506,748,834,1003,310
"No sabe leer y escribir (010)",2433,423,341,22,19,92,227,730,579
,,,,,,,,,
"URBANA (012)",7118,371,888,990,682,820,1019,1647,701
"Sabe leer y escribir (013)",5706,,591,979,676,779,936,1326,419
"No sabe leer y escribir (014)",1412,371,297,11,6,41,83,321,282
"Hombres (016)",3506,182,450,513,367,410,458,832,294
"Sabe leer y escribir (017)",3037,,285,507,364,400,442,788,251
"No sabe leer y escribir (018)",469,182,165,6,3,10,16,44,43
"Mujeres (020)",3612,189,438,477,315,410,561,815,407
"Sabe leer y escribir (021)",2669,,306,472,312,379,494,538,168
"No sabe leer y escribir (022)",943,189,132,5,3,31,67,277,239
,,,,,,,,,
"RURAL (024)",7542,483,1052,924,481,864,1011,1841,886
"Sabe leer y escribir (025)",5290,,646,896,454,780,804,1258,452
"No sabe leer y escribir (026)",2252,483,406,28,27,84,207,583,434
"Hombres (028)",3798,249,520,486,271,434,511,923,404
"Sabe leer y escribir (029)",3036,,323,475,260,411,464,793,310
"No sabe leer y escribir (030)",762,249,197,11,11,23,47,130,94
"Mujeres (032)",3744,234,532,438,210,430,500,918,482
"Sabe leer y escribir (033)",2254,,323,421,194,369,340,465,142
"No sabe leer y escribir (034)",1490,234,209,17,16,61,160,453,340
