"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CONTRALMIRANTE VILLAR (000)",15812,764,1620,1724,1607,2989,2454,3613,1041
"Sabe leer y escribir (001)",14232,,1249,1700,1593,2954,2392,3489,855
"No sabe leer y escribir (002)",1580,764,371,24,14,35,62,124,186
"Hombres (004)",8361,387,846,902,848,1533,1281,2006,558
"Sabe leer y escribir (005)",7590,,651,892,841,1519,1247,1964,476
"No sabe leer y escribir (006)",771,387,195,10,7,14,34,42,82
"Mujeres (008)",7451,377,774,822,759,1456,1173,1607,483
"Sabe leer y escribir (009)",6642,,598,808,752,1435,1145,1525,379
"No sabe leer y escribir (010)",809,377,176,14,7,21,28,82,104
,,,,,,,,,
"URBANA (012)",12349,629,1282,1387,1325,2407,1891,2758,670
"Sabe leer y escribir (013)",11141,,992,1367,1313,2380,1851,2669,569
"No sabe leer y escribir (014)",1208,629,290,20,12,27,40,89,101
"Hombres (016)",6468,317,666,724,694,1219,978,1526,344
"Sabe leer y escribir (017)",5892,,517,715,689,1210,958,1498,305
"No sabe leer y escribir (018)",576,317,149,9,5,9,20,28,39
"Mujeres (020)",5881,312,616,663,631,1188,913,1232,326
"Sabe leer y escribir (021)",5249,,475,652,624,1170,893,1171,264
"No sabe leer y escribir (022)",632,312,141,11,7,18,20,61,62
,,,,,,,,,
"RURAL (024)",3463,135,338,337,282,582,563,855,371
"Sabe leer y escribir (025)",3091,,257,333,280,574,541,820,286
"No sabe leer y escribir (026)",372,135,81,4,2,8,22,35,85
"Hombres (028)",1893,70,180,178,154,314,303,480,214
"Sabe leer y escribir (029)",1698,,134,177,152,309,289,466,171
"No sabe leer y escribir (030)",195,70,46,1,2,5,14,14,43
"Mujeres (032)",1570,65,158,159,128,268,260,375,157
"Sabe leer y escribir (033)",1393,,123,156,128,265,252,354,115
"No sabe leer y escribir (034)",177,65,35,3,,3,8,21,42
