"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Secundaria (034)",59253,,,7061,12383,13736,11311,13015,1747
"Superior no univ. incompleto (035)",10244,,,,1836,4178,2111,1912,207
"Superior no univ. completo (036)",12781,,,,,4472,3806,3980,523
"Superior univ. incompleto (037)",6334,,,,1330,2511,1062,1279,152
"Superior univ. completo (038)",8396,,,,,1871,2406,3546,573
"Hombres (040)",78545,3526,8571,9086,8317,14213,11797,17386,5649
"Sin nivel (041)",5256,3526,600,85,67,91,132,338,417
"Educación inicial (042)",2327,,2234,38,20,19,16,,
"Primaria (043)",20766,,5737,5450,491,825,1137,3886,3240
"Secundaria (044)",31771,,,3513,6369,7284,6103,7429,1073
"Superior no univ. incompleto (045)",4958,,,,768,1932,1038,1079,141
"Superior no univ. completo (046)",5824,,,,,2020,1638,1882,284
"Superior univ. incompleto (047)",3330,,,,602,1242,572,805,109
"Superior univ. completo (048)",4313,,,,,800,1161,1967,385
"Mujeres (050)",79580,3378,8228,8826,8327,14750,12573,17931,5567
"Sin nivel (051)",7522,3378,538,64,53,113,396,1582,1398
"Educación inicial (052)",2296,,2169,59,16,21,31,,
"Primaria (053)",22950,,5521,5155,448,1126,1962,5779,2959
"Secundaria (054)",27482,,,3548,6014,6452,5208,5586,674
"Superior no univ. incompleto (055)",5286,,,,1068,2246,1073,833,66
"Superior no univ. completo (056)",6957,,,,,2452,2168,2098,239
"Superior univ. incompleto (057)",3004,,,,728,1269,490,474,43
"Superior univ. completo (058)",4083,,,,,1071,1245,1579,188
,,,,,,,,,
"RURAL (060)",30168,1267,3059,3210,2996,5475,4693,6911,2557
"Sin nivel (061)",3078,1267,260,19,28,71,154,657,622
"Educación inicial (062)",725,,705,6,5,7,2,,
"Primaria (063)",9999,,2094,1970,236,636,980,2600,1483
"Secundaria (064)",11376,,,1215,2256,2938,2354,2353,260
"Superior no univ. incompleto (065)",1553,,,,324,639,293,269,28
"Superior no univ. completo (066)",1683,,,,,692,501,423,67
"Superior univ. incompleto (067)",806,,,,147,268,152,209,30
"Superior univ. completo (068)",948,,,,,224,257,400,67
"Hombres (070)",15771,680,1541,1663,1477,2873,2477,3709,1351
"Sin nivel (071)",1185,680,114,11,15,24,51,123,167
"Educación inicial (072)",386,,372,5,4,4,1,,
"Primaria (073)",4952,,1055,1026,125,284,391,1203,868
"Secundaria (074)",6480,,,621,1115,1647,1379,1543,175
"Superior no univ. incompleto (075)",851,,,,154,312,178,184,23
"Superior no univ. completo (076)",856,,,,,333,246,233,44
"Superior univ. incompleto (077)",477,,,,64,145,87,158,23
"Superior univ. completo (078)",584,,,,,124,144,265,51
"Mujeres (080)",14397,587,1518,1547,1519,2602,2216,3202,1206
"Sin nivel (081)",1893,587,146,8,13,47,103,534,455
"Educación inicial (082)",339,,333,1,1,3,1,,
"Primaria (083)",5047,,1039,944,111,352,589,1397,615
"Secundaria (084)",4896,,,594,1141,1291,975,810,85
"Superior no univ. incompleto (085)",702,,,,170,327,115,85,5
"Superior no univ. completo (086)",827,,,,,359,255,190,23
"Superior univ. incompleto (087)",329,,,,83,123,65,51,7
"Superior univ. completo (088)",364,,,,,100,113,135,16
