"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CASTILLA (000)",13638,39287,35270,,613,89.8,1.6
"De 12 a 14 años (001)",1152,10,10,,,100,
"De 15 a 19 años (002)",1524,259,246,81,95,31.3,
"De 20 a 24 años (003)",1381,1272,1234,178,97,14,
"De 25 a 29 años (004)",1394,2250,2192,137,97.4,6.1,
"De 30 a 34 años (005)",1358,3029,2929,110,96.7,3.6,
"De 35 a 39 años (006)",1349,3947,3770,64,95.5,1.6,
"De 40 a 44 años (007)",1126,4209,3945,36,93.7,0.9,
"De 45 a 49 años (008)",928,4230,3835,7,90.7,0.2,
"De 50 y más años (009)",3426,20081,17109,,85.2,,
"Conviviente (010)",3457,8954,8391,393,93.7,4.4,
"De 12 a 14 años (011)",7,6,6,,100,,
"De 15 a 19 años (012)",222,169,158,59,93.5,34.9,
"De 20 a 24 años (013)",710,932,903,140,96.9,15,
"De 25 a 29 años (014)",693,1276,1247,89,97.7,7,
"De 30 a 34 años (015)",564,1403,1364,58,97.2,4.1,
"De 35 a 39 años (016)",458,1372,1317,32,96,2.3,
"De 40 a 44 años (017)",286,1096,1039,13,94.8,1.2,
"De 45 a 49 años (018)",189,919,832,2,90.5,0.2,
"De 50 y más años (019)",328,1781,1525,,85.6,,
"Separado(a) (020)",434,1558,1428,11,91.7,0.7,
"De 12 a 14 años (021)",1,,,,,,
"De 15 a 19 años (022)",9,7,7,2,100,28.6,
"De 20 a 24 años (023)",32,39,39,4,100,10.3,
"De 25 a 29 años (024)",39,66,65,3,98.5,4.5,
"De 30 a 34 años (025)",39,97,91,1,93.8,1,
"De 35 a 39 años (026)",58,152,143,,94.1,,
"De 40 a 44 años (027)",60,218,208,,95.4,,
"De 45 a 49 años (028)",49,216,194,1,89.8,0.5,
"De 50 y más años (029)",147,763,681,,89.3,,
"Casado(a) (030)",4779,21567,19344,151,89.7,0.7,
"De 15 a 19 años (032)",18,15,15,1,100,6.7,
"De 20 a 24 años (033)",96,167,162,20,97,12,
"De 25 a 29 años (034)",333,706,680,32,96.3,4.5,
"De 30 a 34 años (035)",509,1306,1259,43,96.4,3.3,
"De 35 a 39 años (036)",684,2217,2112,30,95.3,1.4,
"De 40 a 44 años (037)",645,2586,2407,21,93.1,0.8,
"De 45 a 49 años (038)",572,2725,2475,4,90.8,0.1,
