"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia HUANCAVELICA (000)",47753,105,4495,1308,1395,3167,14817,2795,1804,13552,243,754,3318
"Agric., ganadería, caza y silvicultura (001)",24076,,13,15,3,,14804,2,,9239,,,
"Pesca (002)",18,,1,,1,,13,,,3,,,
"Explotación de minas y canteras (003)",938,,54,34,16,,,562,29,243,,,
"Industrias manufactureras (004)",2097,1,6,31,11,4,,1941,75,28,,,
"Suministro de electricidad, gas y agua (005)",64,1,11,12,12,,,9,4,15,,,
"Construcción (006)",1679,2,53,58,16,,,60,831,659,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",3831,,35,71,8,2442,,192,14,1069,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",205,,2,5,1,44,,134,11,8,,,
"Comercio al por mayor (009)",136,,4,12,,113,,,1,6,,,
"Comercio al por menor (010)",3490,,29,54,7,2285,,58,2,1055,,,
"Hoteles y restaurantes (011)",989,1,5,29,20,486,,,,448,,,
"Trans., almac. y comunicaciones (012)",1176,1,14,40,38,2,,6,729,346,,,
"Intermediación financiera (013)",77,,27,8,38,,,,,4,,,
"Activid.inmobil., empres. y alquileres (014)",811,1,245,208,165,127,,3,13,49,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",2205,67,294,249,744,28,,13,87,480,243,,
"Enseñanza (016)",3577,27,3285,42,155,,,1,4,63,,,
"Servicios sociales y de salud (017)",979,,366,339,89,33,,4,13,135,,,
"Otras activ. serv.comun.soc y personales (018)",691,3,80,157,56,45,,2,5,343,,,
"Hogares privados con servicio doméstico (019)",428,,,,,,,,,428,,,
"Actividad economica no especificada (021)",799,1,6,15,23,,,,,,,754,
"Desocupado (022)",3318,,,,,,,,,,,,3318
"Hombres (023)",29648,89,2464,855,750,1284,12097,1557,1769,5734,221,464,2364
"Agric., ganadería, caza y silvicultura (024)",15517,,10,10,3,,12087,2,,3405,,,
"Pesca (025)",15,,1,,1,,10,,,3,,,
"Explotación de minas y canteras (026)",923,,51,31,15,,,557,28,241,,,
"Industrias manufactureras (027)",826,1,5,27,6,2,,716,54,15,,,
"Suministro de electricidad, gas y agua (028)",59,1,10,12,8,,,9,4,15,,,
"Construcción (029)",1612,2,49,53,12,,,60,821,615,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",1621,,23,51,6,900,,191,13,437,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",183,,1,4,1,28,,133,10,6,,,
"Comercio al por mayor (032)",79,,3,8,,62,,,1,5,,,
"Comercio al por menor (033)",1359,,19,39,5,810,,58,2,426,,,
"Hoteles y restaurantes (034)",369,1,2,14,12,204,,,,136,,,
"Trans., almac. y comunicaciones (035)",1106,1,10,27,26,2,,6,727,307,,,
"Intermediación financiera (036)",48,,17,4,23,,,,,4,,,
"Activid.inmobil., empres. y alquileres (037)",615,1,189,174,76,123,,3,13,36,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",1563,58,215,169,420,26,,11,87,356,221,,
"Enseñanza (039)",1859,20,1687,26,80,,,1,4,41,,,
"Servicios sociales y de salud (040)",316,,128,122,29,6,,1,13,17,,,
"Otras activ. serv.comun.soc y personales (041)",319,3,64,126,20,21,,,5,80,,,
"Hogares privados con servicio doméstico (042)",26,,,,,,,,,26,,,
"Actividad economica no especificada (044)",490,1,3,9,13,,,,,,,464,
"Desocupado (045)",2364,,,,,,,,,,,,2364
"Mujeres (046)",18105,16,2031,453,645,1883,2720,1238,35,7818,22,290,954
"Agric., ganadería, caza y silvicultura (047)",8559,,3,5,,,2717,,,5834,,,
"Pesca (048)",3,,,,,,3,,,,,,
"Explotación de minas y canteras (049)",15,,3,3,1,,,5,1,2,,,
"Industrias manufactureras (050)",1271,,1,4,5,2,,1225,21,13,,,
"Suministro de electricidad, gas y agua (051)",5,,1,,4,,,,,,,,
"Construcción (052)",67,,4,5,4,,,,10,44,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",2210,,12,20,2,1542,,1,1,632,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",22,,1,1,,16,,1,1,2,,,
"Comercio al por mayor (055)",57,,1,4,,51,,,,1,,,
"Comercio al por menor (056)",2131,,10,15,2,1475,,,,629,,,
"Hoteles y restaurantes (057)",620,,3,15,8,282,,,,312,,,
"Trans., almac. y comunicaciones (058)",70,,4,13,12,,,,2,39,,,
"Intermediación financiera (059)",29,,10,4,15,,,,,,,,
"Activid.inmobil., empres. y alquileres (060)",196,,56,34,89,4,,,,13,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",642,9,79,80,324,2,,2,,124,22,,
"Enseñanza (062)",1718,7,1598,16,75,,,,,22,,,
"Servicios sociales y de salud (063)",663,,238,217,60,27,,3,,118,,,
"Otras activ. serv.comun.soc y personales (064)",372,,16,31,36,24,,2,,263,,,
"Hogares privados con servicio doméstico (065)",402,,,,,,,,,402,,,
"Actividad economica no especificada (067)",309,,3,6,10,,,,,,,290,
"Desocupado (068)",954,,,,,,,,,,,,954
,,,,,,,,,,,,,
"URBANA (069)",20071,83,4116,1182,1301,2743,1543,1413,1399,3907,240,403,1741
"Agric., ganadería, caza y silvicultura (070)",2205,,11,13,2,,1536,1,,642,,,
"Pesca (071)",11,,1,,1,,7,,,2,,,
"Explotación de minas y canteras (072)",629,,49,27,15,,,365,24,149,,,
"Industrias manufactureras (073)",938,,5,26,11,4,,802,65,25,,,
"Suministro de electricidad, gas y agua (074)",52,1,11,12,10,,,4,3,11,,,
"Construcción (075)",1191,2,48,54,14,,,50,620,403,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",3179,,35,70,8,2079,,163,13,811,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",184,,2,5,1,40,,118,10,8,,,
"Comercio al por mayor (078)",102,,4,12,,79,,,1,6,,,
"Comercio al por menor (079)",2893,,29,53,7,1960,,45,2,797,,,
"Hoteles y restaurantes (080)",880,1,5,29,20,443,,,,382,,,
"Trans., almac. y comunicaciones (081)",931,1,14,39,32,1,,6,564,274,,,
"Intermediación financiera (082)",76,,26,8,38,,,,,4,,,
"Activid.inmobil., empres. y alquileres (083)",768,1,233,197,157,121,,2,13,44,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",1983,48,292,243,686,26,,13,75,360,240,,
"Enseñanza (085)",3236,25,2967,40,143,,,1,4,56,,,
"Servicios sociales y de salud (086)",869,,336,292,87,27,,4,13,110,,,
"Otras activ. serv.comun.soc y personales (087)",603,3,77,118,55,42,,2,5,301,,,
"Hogares privados con servicio doméstico (088)",333,,,,,,,,,333,,,
"Actividad economica no especificada (090)",446,1,6,14,22,,,,,,,403,
"Desocupado (091)",1741,,,,,,,,,,,,1741
"Hombres (092)",12130,69,2205,754,681,1051,1253,1170,1369,1946,219,250,1163
"Agric., ganadería, caza y silvicultura (093)",1618,,8,9,2,,1247,1,,351,,,
"Pesca (094)",10,,1,,1,,6,,,2,,,
"Explotación de minas y canteras (095)",617,,46,24,14,,,362,24,147,,,
"Industrias manufactureras (096)",662,,4,23,6,2,,569,46,12,,,
"Suministro de electricidad, gas y agua (097)",47,1,10,12,6,,,4,3,11,,,
"Construcción (098)",1145,2,44,49,10,,,50,612,378,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",1245,,23,50,6,698,,163,12,293,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",164,,1,4,1,25,,118,9,6,,,
"Comercio al por mayor (101)",51,,3,8,,34,,,1,5,,,
"Comercio al por menor (102)",1030,,19,38,5,639,,45,2,282,,,
"Hoteles y restaurantes (103)",324,1,2,14,12,184,,,,111,,,
"Trans., almac. y comunicaciones (104)",863,1,10,26,22,1,,6,562,235,,,
"Intermediación financiera (105)",47,,16,4,23,,,,,4,,,
"Activid.inmobil., empres. y alquileres (106)",584,1,181,164,74,117,,2,13,32,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",1368,41,213,164,377,24,,11,75,244,219,,
"Enseñanza (108)",1620,18,1469,24,69,,,1,4,35,,,
"Servicios sociales y de salud (109)",271,,114,94,28,5,,1,13,16,,,
"Otras activ. serv.comun.soc y personales (110)",253,3,61,88,19,20,,,5,57,,,
"Hogares privados con servicio doméstico (111)",18,,,,,,,,,18,,,
"Actividad economica no especificada (113)",275,1,3,9,12,,,,,,,250,
"Desocupado (114)",1163,,,,,,,,,,,,1163
"Mujeres (115)",7941,14,1911,428,620,1692,290,243,30,1961,21,153,578
"Agric., ganadería, caza y silvicultura (116)",587,,3,4,,,289,,,291,,,
"Pesca (117)",1,,,,,,1,,,,,,
"Explotación de minas y canteras (118)",12,,3,3,1,,,3,,2,,,
"Industrias manufactureras (119)",276,,1,3,5,2,,233,19,13,,,
"Suministro de electricidad, gas y agua (120)",5,,1,,4,,,,,,,,
"Construcción (121)",46,,4,5,4,,,,8,25,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",1934,,12,20,2,1381,,,1,518,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",20,,1,1,,15,,,1,2,,,
"Comercio al por mayor (124)",51,,1,4,,45,,,,1,,,
"Comercio al por menor (125)",1863,,10,15,2,1321,,,,515,,,
"Hoteles y restaurantes (126)",556,,3,15,8,259,,,,271,,,
"Trans., almac. y comunicaciones (127)",68,,4,13,10,,,,2,39,,,
"Intermediación financiera (128)",29,,10,4,15,,,,,,,,
"Activid.inmobil., empres. y alquileres (129)",184,,52,33,83,4,,,,12,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",615,7,79,79,309,2,,2,,116,21,,
"Enseñanza (131)",1616,7,1498,16,74,,,,,21,,,
"Servicios sociales y de salud (132)",598,,222,198,59,22,,3,,94,,,
"Otras activ. serv.comun.soc y personales (133)",350,,16,30,36,22,,2,,244,,,
"Hogares privados con servicio doméstico (134)",315,,,,,,,,,315,,,
"Actividad economica no especificada (136)",171,,3,5,10,,,,,,,153,
"Desocupado (137)",578,,,,,,,,,,,,578
,,,,,,,,,,,,,
"RURAL (138)",27682,22,379,126,94,424,13274,1382,405,9645,3,351,1577
"Agric., ganadería, caza y silvicultura (139)",21871,,2,2,1,,13268,1,,8597,,,
"Pesca (140)",7,,,,,,6,,,1,,,
