"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. completo (036)",1668,,,,,627,613,349,79
"Superior univ. incompleto (037)",265,,,,48,89,54,60,14
"Superior univ. completo (038)",722,,,,,157,235,276,54
"Hombres (040)",9766,392,1004,1351,995,1512,1420,2222,870
"Sin nivel (041)",944,392,141,11,28,37,64,156,115
"Educación inicial (042)",225,,207,6,3,5,4,,
"Primaria (043)",4284,,656,848,179,349,470,1197,585
"Secundaria (044)",2476,,,486,663,507,361,403,56
"Superior no univ. incompleto (045)",501,,,,105,242,72,74,8
"Superior no univ. completo (046)",818,,,,,263,306,192,57
"Superior univ. incompleto (047)",138,,,,17,37,32,41,11
"Superior univ. completo (048)",380,,,,,72,111,159,38
"Mujeres (050)",10259,407,1027,1245,987,1603,1555,2407,1028
"Sin nivel (051)",1857,407,119,28,24,74,184,543,478
"Educación inicial (052)",267,,246,7,6,6,2,,
"Primaria (053)",4481,,662,782,226,457,602,1275,477
"Secundaria (054)",1871,,,428,535,352,257,269,30
"Superior no univ. incompleto (055)",464,,,,165,213,57,27,2
"Superior no univ. completo (056)",850,,,,,364,307,157,22
"Superior univ. incompleto (057)",127,,,,31,52,22,19,3
"Superior univ. completo (058)",342,,,,,85,124,117,16
,,,,,,,,,
"RURAL (060)",62665,3319,8023,8987,6488,10146,8487,12330,4885
"Sin nivel (061)",14244,3319,2020,257,311,794,1489,3613,2441
"Educación inicial (062)",1385,,1269,43,13,34,26,,
"Primaria (063)",39180,,4734,7415,3825,7119,5849,7882,2356
"Secundaria (064)",6951,,,1272,2239,1830,915,638,57
"Superior no univ. incompleto (065)",327,,,,82,152,52,38,3
"Superior no univ. completo (066)",304,,,,,149,82,63,10
"Superior univ. incompleto (067)",116,,,,18,34,28,25,11
"Superior univ. completo (068)",158,,,,,34,46,71,7
"Hombres (070)",31880,1657,4032,4651,3379,5163,4324,6273,2401
"Sin nivel (071)",5270,1657,989,105,120,215,488,987,709
"Educación inicial (072)",676,,634,22,9,11,,,
"Primaria (073)",20980,,2409,3788,1830,3546,3093,4697,1617
"Secundaria (074)",4390,,,736,1353,1185,621,447,48
"Superior no univ. incompleto (075)",203,,,,53,93,29,26,2
"Superior no univ. completo (076)",184,,,,,78,50,46,10
"Superior univ. incompleto (077)",89,,,,14,20,20,24,11
"Superior univ. completo (078)",88,,,,,15,23,46,4
"Mujeres (080)",30785,1662,3991,4336,3109,4983,4163,6057,2484
"Sin nivel (081)",8974,1662,1031,152,191,579,1001,2626,1732
"Educación inicial (082)",709,,635,21,4,23,26,,
"Primaria (083)",18200,,2325,3627,1995,3573,2756,3185,739
"Secundaria (084)",2561,,,536,886,645,294,191,9
"Superior no univ. incompleto (085)",124,,,,29,59,23,12,1
"Superior no univ. completo (086)",120,,,,,71,32,17,
"Superior univ. incompleto (087)",27,,,,4,14,8,1,
"Superior univ. completo (088)",70,,,,,19,23,25,3
