"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia HUARAZ (000)",147463,72215,75248,109376,53383,55993,38087,18832,19255
"Menores de 1 año (001)",2600,1338,1262,1913,979,934,687,359,328
"Menores de 1 mes (002)",203,105,98,154,78,76,49,27,22
"De 1 a 11 meses (003)",2397,1233,1164,1759,901,858,638,332,306
"De 1 a 4 años (004)",11010,5577,5433,7852,4021,3831,3158,1556,1602
"1 año (005)",2655,1385,1270,1886,1008,878,769,377,392
"2 años (006)",2831,1439,1392,2068,1044,1024,763,395,368
"3 años (007)",2857,1431,1426,2003,1031,972,854,400,454
"4 años (008)",2667,1322,1345,1895,938,957,772,384,388
"De 5 a 9 años (009)",14549,7355,7194,10145,5161,4984,4404,2194,2210
"5 años (010)",2827,1432,1395,1993,1016,977,834,416,418
"6 años (011)",2633,1340,1293,1860,959,901,773,381,392
"7 años (012)",3094,1551,1543,2099,1044,1055,995,507,488
"8 años (013)",2999,1483,1516,2098,1045,1053,901,438,463
"9 años (014)",2996,1549,1447,2095,1097,998,901,452,449
"De 10 a 14 años (015)",15635,8007,7628,10792,5492,5300,4843,2515,2328
"10 años (016)",3191,1659,1532,2167,1130,1037,1024,529,495
"11 años (017)",3025,1533,1492,2080,1055,1025,945,478,467
"12 años (018)",3292,1690,1602,2224,1137,1087,1068,553,515
"13 años (019)",3035,1527,1508,2120,1038,1082,915,489,426
"14 años (020)",3092,1598,1494,2201,1132,1069,891,466,425
"De 15 a 19 años (021)",14033,6963,7070,10495,5139,5356,3538,1824,1714
"15 años (022)",2940,1473,1467,2115,1063,1052,825,410,415
"16 años (023)",2723,1312,1411,2021,941,1080,702,371,331
"17 años (024)",2792,1408,1384,2046,1025,1021,746,383,363
"18 años (025)",2849,1433,1416,2166,1072,1094,683,361,322
"19 años (026)",2729,1337,1392,2147,1038,1109,582,299,283
"De 20 a 24 años (027)",13976,6800,7176,10898,5269,5629,3078,1531,1547
"20 años (028)",3009,1438,1571,2312,1096,1216,697,342,355
"21 años (029)",2427,1179,1248,1930,932,998,497,247,250
"22 años (030)",2855,1441,1414,2223,1108,1115,632,333,299
"23 años (031)",2821,1369,1452,2163,1043,1120,658,326,332
"24 años (032)",2864,1373,1491,2270,1090,1180,594,283,311
"De 25 a 29 años (033)",12820,6213,6607,10231,4899,5332,2589,1314,1275
"25 años (034)",2830,1368,1462,2228,1054,1174,602,314,288
"26 años (035)",2583,1211,1372,2052,948,1104,531,263,268
"27 años (036)",2731,1352,1379,2174,1057,1117,557,295,262
"28 años (037)",2423,1178,1245,1950,948,1002,473,230,243
"29 años (038)",2253,1104,1149,1827,892,935,426,212,214
"De 30 a 34 años (039)",11559,5602,5957,9182,4423,4759,2377,1179,1198
