"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CHEPEN (000)",26640,4943,10212,9150,671,1058,606
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",51,49,,,2,,
"Profes., científicos e intelectuales (002)",1832,1568,,239,21,4,
"Técnicos de nivel medio y trab. asimilados (003)",891,530,,307,46,7,1
"Jefes y empleados de oficina (004)",757,749,,4,,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",3770,946,52,2368,67,337,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",2366,3,10,1900,453,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",1316,,393,870,31,22,
"Obreros construc.,conf.,papel, fab., instr. (008)",2851,335,736,1732,36,12,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",12329,574,8930,1585,10,625,605
"Otra (010)",73,73,,,,,
"Ocupación no especificada (011)",404,116,91,145,5,47,
"Hombres (012)",18992,2674,8552,6577,604,569,16
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",34,32,,,2,,
"Profes., científicos e intelectuales (014)",802,630,,150,20,2,
"Técnicos de nivel medio y trab. asimilados (015)",578,312,,229,33,3,1
"Jefes y empleados de oficina (016)",355,352,,2,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",1868,564,20,1157,42,85,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",2228,3,10,1775,440,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",1129,,365,726,25,13,
"Obreros construc.,conf.,papel, fab., instr. (020)",2802,334,717,1706,36,9,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",8991,345,7400,778,4,449,15
"Otra (022)",71,71,,,,,
"Ocupación no especificada (023)",134,31,40,54,2,7,
"Mujeres (024)",7648,2269,1660,2573,67,489,590
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",17,17,,,,,
"Profes., científicos e intelectuales (026)",1030,938,,89,1,2,
"Técnicos de nivel medio y trab. asimilados (027)",313,218,,78,13,4,
"Jefes y empleados de oficina (028)",402,397,,2,,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",1902,382,32,1211,25,252,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",138,,,125,13,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",187,,28,144,6,9,
"Obreros construc.,conf.,papel, fab., instr. (032)",49,1,19,26,,3,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",3338,229,1530,807,6,176,590
"Otra (034)",2,2,,,,,
"Ocupación no especificada (035)",270,85,51,91,3,40,
,,,,,,,
"URBANA (036)",22281,4763,7537,8053,592,765,571
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",51,49,,,2,,
"Profes., científicos e intelectuales (038)",1772,1525,,224,20,3,
"Técnicos de nivel medio y trab. asimilados (039)",854,503,,298,45,7,1
"Jefes y empleados de oficina (040)",736,728,,4,,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",3656,914,46,2302,65,329,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1503,3,7,1113,380,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",1253,,361,839,31,22,
"Obreros construc.,conf.,papel, fab., instr. (044)",2637,311,671,1609,35,11,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",9375,546,6371,1534,10,344,570
"Otra (046)",73,73,,,,,
"Ocupación no especificada (047)",371,111,81,130,4,45,
"Hombres (048)",15338,2554,6265,5620,526,357,16
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",34,32,,,2,,
"Profes., científicos e intelectuales (050)",776,612,,144,19,1,
"Técnicos de nivel medio y trab. asimilados (051)",556,299,,221,32,3,1
"Jefes y empleados de oficina (052)",342,339,,2,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",1805,539,17,1125,40,84,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1418,3,7,1040,368,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",1074,,334,702,25,13,
"Obreros construc.,conf.,papel, fab., instr. (056)",2590,310,652,1585,35,8,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",6552,320,5219,753,4,241,15
"Otra (058)",71,71,,,,,
"Ocupación no especificada (059)",120,29,36,48,1,6,
"Mujeres (060)",6943,2209,1272,2433,66,408,555
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",17,17,,,,,
"Profes., científicos e intelectuales (062)",996,913,,80,1,2,
"Técnicos de nivel medio y trab. asimilados (063)",298,204,,77,13,4,
"Jefes y empleados de oficina (064)",394,389,,2,,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1851,375,29,1177,25,245,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",85,,,73,12,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",179,,27,137,6,9,
"Obreros construc.,conf.,papel, fab., instr. (068)",47,1,19,24,,3,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",2823,226,1152,781,6,103,555
"Otra (070)",2,2,,,,,
"Ocupación no especificada (071)",251,82,45,82,3,39,
,,,,,,,
"RURAL (072)",4359,180,2675,1097,79,293,35
"Profes., científicos e intelectuales (074)",60,43,,15,1,1,
"Técnicos de nivel medio y trab. asimilados (075)",37,27,,9,1,,
"Jefes y empleados de oficina (076)",21,21,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",114,32,6,66,2,8,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",863,,3,787,73,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",63,,32,31,,,
"Obreros construc.,conf.,papel, fab., instr. (080)",214,24,65,123,1,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",2954,28,2559,51,,281,35
"Ocupación no especificada (083)",33,5,10,15,1,2,
"Hombres (084)",3654,120,2287,957,78,212,
"Profes., científicos e intelectuales (086)",26,18,,6,1,1,
"Técnicos de nivel medio y trab. asimilados (087)",22,13,,8,1,,
"Jefes y empleados de oficina (088)",13,13,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",63,25,3,32,2,1,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",810,,3,735,72,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",55,,31,24,,,
"Obreros construc.,conf.,papel, fab., instr. (092)",212,24,65,121,1,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2439,25,2181,25,,208,
"Ocupación no especificada (095)",14,2,4,6,1,1,
"Mujeres (096)",705,60,388,140,1,81,35
"Profes., científicos e intelectuales (098)",34,25,,9,,,
"Técnicos de nivel medio y trab. asimilados (099)",15,14,,1,,,
"Jefes y empleados de oficina (100)",8,8,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",51,7,3,34,,7,
