"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 25 a 29 años (044)",10705,,,,,347,7372,2986
"De 30 a 34 años (045)",8689,,,,4,1097,5721,1867
"De 35 a 39 años (046)",7322,,,,69,2010,3920,1323
"De 40 a 44 años (047)",6052,,,1,370,2527,1981,1173
"De 45 a 49 años (048)",5020,,,32,903,2330,783,972
"De 50 y más años (049)",19284,556,2104,3850,4943,2630,126,5075
,,,,,,,,
"URBANA (060)",103192,576,2271,4892,10002,19146,37056,29249
"De 12 a 14 años (061)",234,,,,,,29,205
"De 15 a 19 años (062)",4486,,,,,,2532,1954
"De 20 a 24 años (063)",13611,,,,,41,7866,5704
"De 25 a 29 años (064)",14693,,,,,614,9117,4962
"De 30 a 34 años (065)",13279,,,,7,1965,7928,3379
"De 35 a 39 años (066)",11968,,,,158,3702,5511,2597
"De 40 a 44 años (067)",11042,,,3,808,4953,2952,2326
"De 45 a 49 años (068)",9001,,,72,1926,4217,959,1827
"De 50 y más años (069)",24878,576,2271,4817,7103,3654,162,6295
"PEA (070)",42912,44,334,1445,4602,10212,14145,12130
"De 12 a 14 años (071)",30,,,,,,7,23
"De 15 a 19 años (072)",905,,,,,,503,402
"De 20 a 24 años (073)",4329,,,,,19,2245,2065
"De 25 a 29 años (074)",5900,,,,,302,3293,2305
"De 30 a 34 años (075)",6134,,,,3,1022,3387,1722
"De 35 a 39 años (076)",6113,,,,93,2002,2597,1421
"De 40 a 44 años (077)",6087,,,2,465,2778,1540,1302
"De 45 a 49 años (078)",4923,,,40,1082,2337,490,974
"De 50 y más años (079)",8491,44,334,1403,2959,1752,83,1916
"Ocupada (080)",41046,43,324,1428,4507,9933,13373,11438
"De 12 a 14 años (081)",26,,,,,,7,19
"De 15 a 19 años (082)",782,,,,,,430,352
"De 20 a 24 años (083)",3906,,,,,15,2032,1859
"De 25 a 29 años (084)",5485,,,,,284,3091,2110
"De 30 a 34 años (085)",5885,,,,3,977,3259,1646
"De 35 a 39 años (086)",5901,,,,91,1945,2504,1361
"De 40 a 44 años (087)",5922,,,2,446,2709,1501,1264
"De 45 a 49 años (088)",4795,,,38,1059,2283,469,946
"De 50 y más años (089)",8344,43,324,1388,2908,1720,80,1881
"Desocupada (090)",1866,1,10,17,95,279,772,692
"De 12 a 14 años (091)",4,,,,,,,4
"De 15 a 19 años (092)",123,,,,,,73,50
"De 20 a 24 años (093)",423,,,,,4,213,206
"De 25 a 29 años (094)",415,,,,,18,202,195
"De 30 a 34 años (095)",249,,,,,45,128,76
"De 35 a 39 años (096)",212,,,,2,57,93,60
"De 40 a 44 años (097)",165,,,,19,69,39,38
"De 45 a 49 años (098)",128,,,2,23,54,21,28
"De 50 y más años (099)",147,1,10,15,51,32,3,35
"No PEA (100)",60280,532,1937,3447,5400,8934,22911,17119
"De 12 a 14 años (101)",204,,,,,,22,182
"De 15 a 19 años (102)",3581,,,,,,2029,1552
"De 20 a 24 años (103)",9282,,,,,22,5621,3639
"De 25 a 29 años (104)",8793,,,,,312,5824,2657
"De 30 a 34 años (105)",7145,,,,4,943,4541,1657
"De 35 a 39 años (106)",5855,,,,65,1700,2914,1176
"De 40 a 44 años (107)",4955,,,1,343,2175,1412,1024
"De 45 a 49 años (108)",4078,,,32,844,1880,469,853
"De 50 y más años (109)",16387,532,1937,3414,4144,1902,79,4379
,,,,,,,,
"RURAL (120)",21261,35,242,686,1480,3625,10990,4203
"De 12 a 14 años (121)",102,,,,,,21,81
"De 15 a 19 años (122)",1799,,,,,,1161,638
"De 20 a 24 años (123)",3222,,,,,7,2350,865
"De 25 a 29 años (124)",2926,,,,,62,2356,508
"De 30 a 34 años (125)",2510,,,,,251,1927,332
"De 35 a 39 años (126)",2418,,,,6,519,1638,255
"De 40 a 44 años (127)",1907,,,,62,651,943,251
"De 45 a 49 años (128)",1632,,,4,111,806,510,201
"De 50 y más años (129)",4745,35,242,682,1301,1329,84,1072
"PEA (130)",7708,11,75,250,591,1594,3763,1424
"De 12 a 14 años (131)",16,,,,,,3,13
"De 15 a 19 años (132)",421,,,,,,277,144
"De 20 a 24 años (133)",992,,,,,5,689,298
"De 25 a 29 años (134)",1014,,,,,27,808,179
"De 30 a 34 años (135)",966,,,,,97,747,122
"De 35 a 39 años (136)",951,,,,2,209,632,108
"De 40 a 44 años (137)",810,,,,35,299,374,102
"De 45 a 49 años (138)",690,,,4,52,356,196,82
"De 50 y más años (139)",1848,11,75,246,502,601,37,376
"Ocupada (140)",7577,11,75,249,587,1586,3685,1384
"De 12 a 14 años (141)",15,,,,,,3,12
"De 15 a 19 años (142)",400,,,,,,265,135
"De 20 a 24 años (143)",961,,,,,5,673,283
"De 25 a 29 años (144)",991,,,,,26,791,174
"De 30 a 34 años (145)",949,,,,,97,734,118
"De 35 a 39 años (146)",940,,,,2,208,624,106
"De 40 a 44 años (147)",797,,,,35,295,366,101
"De 45 a 49 años (148)",684,,,3,51,356,193,81
"De 50 y más años (149)",1840,11,75,246,499,599,36,374
"Desocupada (150)",131,,,1,4,8,78,40
"De 12 a 14 años (151)",1,,,,,,,1
"De 15 a 19 años (152)",21,,,,,,12,9
"De 20 a 24 años (153)",31,,,,,,16,15
"De 25 a 29 años (154)",23,,,,,1,17,5
"De 30 a 34 años (155)",17,,,,,,13,4
"De 35 a 39 años (156)",11,,,,,1,8,2
"De 40 a 44 años (157)",13,,,,,4,8,1
"De 45 a 49 años (158)",6,,,1,1,,3,1
"De 50 y más años (159)",8,,,,3,2,1,2
"No PEA (160)",13553,24,167,436,889,2031,7227,2779
"De 12 a 14 años (161)",86,,,,,,18,68
"De 15 a 19 años (162)",1378,,,,,,884,494
"De 20 a 24 años (163)",2230,,,,,2,1661,567
"De 25 a 29 años (164)",1912,,,,,35,1548,329
"De 30 a 34 años (165)",1544,,,,,154,1180,210
"De 35 a 39 años (166)",1467,,,,4,310,1006,147
"De 40 a 44 años (167)",1097,,,,27,352,569,149
"De 45 a 49 años (168)",942,,,,59,450,314,119
"De 50 y más años (169)",2897,24,167,436,799,728,47,696
