"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Actividad economica no especificada (043)",306,3,126,94,65,18
"Mujeres (045)",3077,126,913,1028,753,257
"Agric., ganadería, caza y silvicultura (046)",1567,103,418,417,444,185
"Explotación de minas y canteras (048)",12,,6,5,1,
"Industrias manufactureras (049)",31,,12,15,2,2
"Suministro de electricidad, gas y agua (050)",2,,1,1,,
"Construcción (051)",9,,3,6,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",432,7,106,167,120,32
"Venta, mant.y rep. veh.autom.y motoc. (053)",3,,1,2,,
"Comercio al por mayor (054)",10,,1,7,1,1
"Comercio al por menor (055)",419,7,104,158,119,31
"Hoteles y restaurantes (056)",153,4,47,57,35,10
"Trans., almac. y comunicaciones (057)",13,,8,4,1,
"Intermediación financiera (058)",1,,1,,,
"Activid.inmobil., empres. y alquileres (059)",36,,16,14,5,1
"Admin.pub. y defensa; p. segur.soc.afil (060)",42,,19,16,7,
"Enseñanza (061)",318,,82,181,54,1
"Servicios sociales y de salud (062)",83,,31,42,9,1
"Otras activ. serv.comun.soc y personales (063)",77,8,35,23,11,
"Hogares privados con servicio doméstico (064)",76,3,49,16,7,1
"Actividad economica no especificada (066)",225,1,79,64,57,24
,,,,,,
"URBANA (067)",4719,150,1286,1690,1257,336
"Agric., ganadería, caza y silvicultura (068)",1840,114,418,509,564,235
"Pesca (069)",2,,1,1,,
"Explotación de minas y canteras (070)",268,,94,123,51,
"Industrias manufactureras (071)",95,,30,32,29,4
"Suministro de electricidad, gas y agua (072)",20,,8,6,4,2
"Construcción (073)",159,,52,67,38,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",591,13,153,211,166,48
"Venta, mant.y rep. veh.autom.y motoc. (075)",33,1,16,9,7,
"Comercio al por mayor (076)",20,,3,8,7,2
"Comercio al por menor (077)",538,12,134,194,152,46
"Hoteles y restaurantes (078)",153,6,52,50,34,11
"Trans., almac. y comunicaciones (079)",136,1,59,46,28,2
"Intermediación financiera (080)",2,,2,,,
"Activid.inmobil., empres. y alquileres (081)",115,1,36,50,25,3
"Admin.pub. y defensa; p. segur.soc.afil (082)",212,,61,90,61,
"Enseñanza (083)",596,,106,337,149,4
"Servicios sociales y de salud (084)",97,,35,47,14,1
"Otras activ. serv.comun.soc y personales (085)",103,9,47,32,12,3
"Hogares privados con servicio doméstico (086)",58,3,35,14,5,1
"Actividad economica no especificada (088)",272,3,97,75,77,20
"Hombres (089)",2970,72,794,1057,845,202
"Agric., ganadería, caza y silvicultura (090)",1270,58,293,368,395,156
"Pesca (091)",2,,1,1,,
"Explotación de minas y canteras (092)",258,,88,120,50,
"Industrias manufactureras (093)",71,,21,20,28,2
"Suministro de electricidad, gas y agua (094)",18,,7,5,4,2
"Construcción (095)",154,,50,64,38,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",238,6,67,71,75,19
"Venta, mant.y rep. veh.autom.y motoc. (097)",31,1,15,8,7,
"Comercio al por mayor (098)",11,,2,2,6,1
"Comercio al por menor (099)",196,5,50,61,62,18
"Hoteles y restaurantes (100)",46,3,21,11,8,3
"Trans., almac. y comunicaciones (101)",125,1,52,43,27,2
"Intermediación financiera (102)",1,,1,,,
"Activid.inmobil., empres. y alquileres (103)",82,1,23,36,20,2
"Admin.pub. y defensa; p. segur.soc.afil (104)",177,,47,76,54,
"Enseñanza (105)",324,,45,176,100,3
"Servicios sociales y de salud (106)",28,,11,12,5,
"Otras activ. serv.comun.soc y personales (107)",31,1,13,13,1,3
"Hogares privados con servicio doméstico (108)",1,,1,,,
"Actividad economica no especificada (110)",144,2,53,41,40,8
"Mujeres (112)",1749,78,492,633,412,134
"Agric., ganadería, caza y silvicultura (113)",570,56,125,141,169,79
"Explotación de minas y canteras (115)",10,,6,3,1,
"Industrias manufactureras (116)",24,,9,12,1,2
"Suministro de electricidad, gas y agua (117)",2,,1,1,,
"Construcción (118)",5,,2,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",353,7,86,140,91,29
"Venta, mant.y rep. veh.autom.y motoc. (120)",2,,1,1,,
"Comercio al por mayor (121)",9,,1,6,1,1
"Comercio al por menor (122)",342,7,84,133,90,28
"Hoteles y restaurantes (123)",107,3,31,39,26,8
"Trans., almac. y comunicaciones (124)",11,,7,3,1,
"Intermediación financiera (125)",1,,1,,,
"Activid.inmobil., empres. y alquileres (126)",33,,13,14,5,1
"Admin.pub. y defensa; p. segur.soc.afil (127)",35,,14,14,7,
"Enseñanza (128)",272,,61,161,49,1
"Servicios sociales y de salud (129)",69,,24,35,9,1
"Otras activ. serv.comun.soc y personales (130)",72,8,34,19,11,
"Hogares privados con servicio doméstico (131)",57,3,34,14,5,1
"Actividad economica no especificada (133)",128,1,44,34,37,12
,,,,,,
"RURAL (134)",6247,108,1905,2058,1661,515
"Agric., ganadería, caza y silvicultura (135)",4763,104,1352,1484,1346,477
"Explotación de minas y canteras (137)",465,,175,209,80,1
"Industrias manufactureras (138)",45,,15,18,10,2
"Suministro de electricidad, gas y agua (139)",16,,7,8,1,
"Construcción (140)",191,1,58,61,66,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",143,1,41,51,46,4
"Venta, mant.y rep. veh.autom.y motoc. (142)",3,,,2,1,
"Comercio al por mayor (143)",2,,1,1,,
"Comercio al por menor (144)",138,1,40,48,45,4
"Hoteles y restaurantes (145)",52,1,20,20,9,2
"Trans., almac. y comunicaciones (146)",68,,37,25,6,
"Activid.inmobil., empres. y alquileres (148)",13,,5,3,5,
"Admin.pub. y defensa; p. segur.soc.afil (149)",52,,18,24,9,1
"Enseñanza (150)",125,,39,52,33,1
"Servicios sociales y de salud (151)",21,,8,12,1,
"Otras activ. serv.comun.soc y personales (152)",15,,7,6,2,
"Hogares privados con servicio doméstico (153)",19,,15,2,2,
"Actividad economica no especificada (155)",259,1,108,83,45,22
"Hombres (156)",4919,60,1484,1663,1320,392
"Agric., ganadería, caza y silvicultura (157)",3766,57,1059,1208,1071,371
"Explotación de minas y canteras (159)",463,,175,207,80,1
"Industrias manufactureras (160)",38,,12,15,9,2
"Suministro de electricidad, gas y agua (161)",16,,7,8,1,
"Construcción (162)",187,1,57,58,66,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",64,1,21,24,17,1
"Venta, mant.y rep. veh.autom.y motoc. (164)",2,,,1,1,
"Comercio al por mayor (165)",1,,1,,,
"Comercio al por menor (166)",61,1,20,23,16,1
"Hoteles y restaurantes (167)",6,,4,2,,
"Trans., almac. y comunicaciones (168)",66,,36,24,6,
"Activid.inmobil., empres. y alquileres (170)",10,,2,3,5,
"Admin.pub. y defensa; p. segur.soc.afil (171)",45,,13,22,9,1
"Enseñanza (172)",79,,18,32,28,1
"Servicios sociales y de salud (173)",7,,1,5,1,
"Otras activ. serv.comun.soc y personales (174)",10,,6,2,2,
"Actividad economica no especificada (177)",162,1,73,53,25,10
"Mujeres (179)",1328,48,421,395,341,123
"Agric., ganadería, caza y silvicultura (180)",997,47,293,276,275,106
"Explotación de minas y canteras (182)",2,,,2,,
"Industrias manufactureras (183)",7,,3,3,1,
"Construcción (185)",4,,1,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",79,,20,27,29,3
"Venta, mant.y rep. veh.autom.y motoc. (187)",1,,,1,,
"Comercio al por mayor (188)",1,,,1,,
"Comercio al por menor (189)",77,,20,25,29,3
"Hoteles y restaurantes (190)",46,1,16,18,9,2
"Trans., almac. y comunicaciones (191)",2,,1,1,,
"Activid.inmobil., empres. y alquileres (193)",3,,3,,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",7,,5,2,,
"Enseñanza (195)",46,,21,20,5,
"Servicios sociales y de salud (196)",14,,7,7,,
"Otras activ. serv.comun.soc y personales (197)",5,,1,4,,
"Hogares privados con servicio doméstico (198)",19,,15,2,2,
"Actividad economica no especificada (200)",97,,35,30,20,12
