"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia BARRANCA (000)",39073,35325,82,8754,8700,5894,6827,3277,1343,448,3748,110845
"De 12 a 14 años (001)",52,18,1,16,1,,,,,,34,18
"De 15 a 19 años (002)",971,781,4,697,68,9,3,,,,190,872
"De 20 a 24 años (003)",4047,2923,15,2133,665,88,17,5,,,1124,3831
"De 25 a 29 años (004)",5028,4034,10,2004,1465,447,99,8,1,,994,6743
"De 30 a 34 años (005)",4722,4259,12,1271,1706,829,401,30,3,7,463,9152
"De 35 a 39 años (006)",4551,4269,7,867,1488,1004,746,138,15,4,282,11068
"De 40 a 44 años (007)",4034,3829,6,558,1116,931,919,247,40,12,205,11617
"De 45 a 49 años (008)",3329,3185,3,341,697,734,930,365,99,16,144,11377
"De 50 y más años (009)",12339,12027,24,867,1494,1852,3712,2484,1185,409,312,56167
"Conviviente (010)",13696,13199,32,4259,3759,2193,1912,728,237,79,497,34169
"De 12 a 14 años (011)",36,11,1,10,,,,,,,25,10
"De 15 a 19 años (012)",713,565,2,501,55,7,,,,,148,632
"De 20 a 24 años (013)",2160,1989,11,1412,481,65,16,4,,,171,2661
"De 25 a 29 años (014)",2611,2526,5,1140,990,319,65,6,1,,85,4392
"De 30 a 34 años (015)",2283,2256,3,525,909,531,264,19,1,4,27,5224
"De 35 a 39 años (016)",1921,1906,3,314,614,493,385,83,10,4,15,5313
"De 40 a 44 años (017)",1410,1402,2,144,359,360,388,124,20,5,8,4637
"De 45 a 49 años (018)",922,916,1,74,154,192,294,146,43,12,6,3703
"De 50 y más años (019)",1640,1628,4,139,197,226,500,346,162,54,12,7597
"Separado(a) (020)",2956,2888,4,934,697,454,484,205,87,23,68,8095
"De 12 a 14 años (021)",3,2,,2,,,,,,,1,2
