"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CANCHIS (000)",1659,21,800,554,234,50
"Conviviente (001)",533,,251,240,37,5
"Separado(a) (002)",57,,25,19,11,2
"Casado(a) (003)",370,1,18,173,151,27
"Viudo(a) (004)",44,,1,12,18,13
"Divorciado(a) (005)",8,,2,5,,1
"Soltero(a) (006)",647,20,503,105,17,2
"Hombres (008)",1106,8,490,383,188,37
"Conviviente (009)",345,,139,173,29,4
"Separado(a) (010)",22,,9,5,7,1
"Casado(a) (011)",290,,12,125,129,24
"Viudo(a) (012)",22,,1,4,11,6
"Divorciado(a) (013)",6,,1,4,,1
"Soltero(a) (014)",421,8,328,72,12,1
"Mujeres (016)",553,13,310,171,46,13
"Conviviente (017)",188,,112,67,8,1
"Separado(a) (018)",35,,16,14,4,1
"Casado(a) (019)",80,1,6,48,22,3
"Viudo(a) (020)",22,,,8,7,7
"Divorciado(a) (021)",2,,1,1,,
"Soltero(a) (022)",226,12,175,33,5,1
,,,,,,
"AREA URBANA (024)",1279,16,611,447,169,36
"Conviviente (025)",450,,212,204,30,4
"Separado(a) (026)",46,,19,15,10,2
"Casado(a) (027)",266,1,11,132,104,18
"Viudo(a) (028)",29,,,9,11,9
"Divorciado(a) (029)",8,,2,5,,1
"Soltero(a) (030)",480,15,367,82,14,2
"Hombres (032)",820,6,359,297,133,25
"Conviviente (033)",279,,112,140,24,3
"Separado(a) (034)",20,,7,5,7,1
"Casado(a) (035)",196,,6,88,87,15
"Viudo(a) (036)",14,,,4,6,4
"Divorciado(a) (037)",6,,1,4,,1
"Soltero(a) (038)",305,6,233,56,9,1
"Mujeres (040)",459,10,252,150,36,11
"Conviviente (041)",171,,100,64,6,1
"Separado(a) (042)",26,,12,10,3,1
"Casado(a) (043)",70,1,5,44,17,3
"Viudo(a) (044)",15,,,5,5,5
"Divorciado(a) (045)",2,,1,1,,
"Soltero(a) (046)",175,9,134,26,5,1
,,,,,,
"AREA RURAL (048)",380,5,189,107,65,14
"Conviviente (049)",83,,39,36,7,1
"Separado(a) (050)",11,,6,4,1,
"Casado(a) (051)",104,,7,41,47,9
"Viudo(a) (052)",15,,1,3,7,4
"Soltero(a) (054)",167,5,136,23,3,
"Hombres (056)",286,2,131,86,55,12
"Conviviente (057)",66,,27,33,5,1
"Separado(a) (058)",2,,2,,,
"Casado(a) (059)",94,,6,37,42,9
"Viudo(a) (060)",8,,1,,5,2
"Soltero(a) (062)",116,2,95,16,3,
"Mujeres (064)",94,3,58,21,10,2
"Conviviente (065)",17,,12,3,2,
"Separado(a) (066)",9,,4,4,1,
"Casado(a) (067)",10,,1,4,5,
"Viudo(a) (068)",7,,,3,2,2
"Soltero(a) (070)",51,3,41,7,,
