"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CANGALLO (000)",9509,8160,587,394,368
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",25,,1,2,22
"Profes., científicos e intelectuales (002)",606,188,165,162,91
"Técnicos de nivel medio y trab. asimilados (003)",136,54,19,17,46
"Jefes y empleados de oficina (004)",140,16,8,23,93
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",517,478,30,4,5
"Agricult.trabaj.calif.agrop.y pesqueros (006)",4166,4084,79,3,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",204,153,26,22,3
"Obreros construc.,conf.,papel, fab., instr. (008)",244,158,34,35,17
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",2971,2611,186,115,59
"Otra (010)",30,,,,30
"Ocupación no especificada (011)",470,418,39,11,2
"Hombres (012)",6127,5132,444,282,269
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",18,,1,2,15
"Profes., científicos e intelectuales (014)",359,106,114,90,49
"Técnicos de nivel medio y trab. asimilados (015)",78,32,10,10,26
"Jefes y empleados de oficina (016)",103,12,4,13,74
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",179,156,18,1,4
"Agricult.trabaj.calif.agrop.y pesqueros (018)",3269,3200,67,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",182,133,24,22,3
"Obreros construc.,conf.,papel, fab., instr. (020)",237,151,34,35,17
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",1470,1174,148,98,50
"Otra (022)",29,,,,29
"Ocupación no especificada (023)",203,168,24,9,2
"Mujeres (024)",3382,3028,143,112,99
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",7,,,,7
"Profes., científicos e intelectuales (026)",247,82,51,72,42
"Técnicos de nivel medio y trab. asimilados (027)",58,22,9,7,20
"Jefes y empleados de oficina (028)",37,4,4,10,19
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",338,322,12,3,1
"Agricult.trabaj.calif.agrop.y pesqueros (030)",897,884,12,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",22,20,2,,
"Obreros construc.,conf.,papel, fab., instr. (032)",7,7,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",1501,1437,38,17,9
"Otra (034)",1,,,,1
