"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 25 a 29 años (024)",51,51,,30,13,7,1,,,,,81
"De 30 a 34 años (025)",60,60,,19,20,14,5,2,,,,135
"De 35 a 39 años (026)",39,39,,9,10,9,9,2,,,,110
"De 40 a 44 años (027)",38,38,,9,8,5,11,5,,,,124
"De 45 a 49 años (028)",25,25,,6,,9,6,1,3,,,91
"De 50 y más años (029)",94,93,2,15,23,13,22,8,10,,1,331
"Casado(a) (030)",2257,2237,5,136,211,282,693,564,263,83,20,11215
"De 12 a 14 años (031)",1,,,,,,,,,,1,
"De 15 a 19 años (032)",8,7,,6,1,,,,,,1,8
"De 20 a 24 años (033)",80,77,,32,26,15,3,1,,,3,148
"De 25 a 29 años (034)",141,138,,27,42,38,24,6,1,,3,375
"De 30 a 34 años (035)",218,216,,17,38,52,82,25,2,,2,788
"De 35 a 39 años (036)",241,238,,6,22,42,95,55,15,3,3,1103
"De 40 a 44 años (037)",255,254,,2,18,35,96,71,26,6,1,1313
"De 45 a 49 años (038)",292,292,,10,7,27,83,97,53,15,,1706
"De 50 y más años (039)",1021,1015,5,36,57,73,310,309,166,59,6,5774
"Viudo(a) (040)",793,779,3,62,78,103,258,184,70,21,14,3668
"De 15 a 19 años (042)",2,1,,1,,,,,,,1,1
"De 20 a 24 años (043)",5,5,1,2,1,,,1,,,,10
"De 25 a 29 años (044)",5,5,,3,1,1,,,,,,8
"De 30 a 34 años (045)",10,10,,1,2,2,2,3,,,,37
"De 35 a 39 años (046)",29,29,,5,3,7,8,4,1,1,,113
"De 40 a 44 años (047)",34,34,,2,4,2,15,9,1,1,,157
"De 45 a 49 años (048)",44,44,,,2,4,16,17,4,1,,242
"De 50 y más años (049)",664,651,2,48,65,87,217,150,64,18,13,3100
"Divorciado(a) (050)",31,30,2,10,7,5,3,2,1,,1,76
"De 15 a 19 años (052)",1,,,,,,,,,,1,
"De 20 a 24 años (053)",3,3,,3,,,,,,,,3
"De 25 a 29 años (054)",4,4,,2,1,1,,,,,,7
"De 30 a 34 años (055)",6,6,,4,2,,,,,,,8
"De 35 a 39 años (056)",2,2,,,1,1,,,,,,5
"De 40 a 44 años (057)",3,3,,1,,2,,,,,,7
"De 45 a 49 años (058)",1,1,,,1,,,,,,,2
"De 50 y más años (059)",11,11,2,,2,1,3,2,1,,,44
"Soltero(a) (060)",303,138,2,76,33,17,10,,,,165,233
"De 15 a 19 años (062)",9,9,,9,,,,,,,,9
"De 20 a 24 años (063)",108,28,,19,8,,1,,,,80,39
"De 25 a 29 años (064)",61,23,,11,8,4,,,,,38,39
"De 30 a 34 años (065)",31,14,,8,3,2,1,,,,17,24
"De 35 a 39 años (066)",24,11,,6,4,1,,,,,13,17
"De 40 a 44 años (067)",11,6,,3,,2,1,,,,5,13
"De 45 a 49 años (068)",8,7,,2,3,1,1,,,,1,15
"De 50 y más años (069)",51,40,2,18,7,7,6,,,,11,77
,,,,,,,,,,,,
"URBANA (080)",797,754,1,142,151,131,194,90,37,8,43,2650
"De 12 a 14 años (081)",2,,,,,,,,,,2,
"De 15 a 19 años (082)",12,10,,10,,,,,,,2,10
"De 20 a 24 años (083)",74,59,,35,18,5,1,,,,15,90
"De 25 a 29 años (084)",88,77,,37,25,12,3,,,,11,136
"De 30 a 34 años (085)",104,100,,17,28,34,21,,,,4,263
"De 35 a 39 años (086)",97,95,,10,22,21,34,7,1,,2,314
"De 40 a 44 años (087)",79,79,,6,12,24,30,7,,,,275
"De 45 a 49 años (088)",67,66,,10,8,11,20,16,1,,1,260
"De 50 y más años (089)",274,268,1,17,38,24,85,60,35,8,6,1302
"Conviviente (090)",280,268,,69,75,51,58,11,3,1,12,734
"De 12 a 14 años (091)",2,,,,,,,,,,2,
"De 15 a 19 años (092)",9,7,,7,,,,,,,2,7
"De 20 a 24 años (093)",46,43,,24,15,4,,,,,3,66
"De 25 a 29 años (094)",60,56,,26,19,9,2,,,,4,100
"De 30 a 34 años (095)",50,49,,4,18,17,10,,,,1,132
"De 35 a 39 años (096)",45,45,,3,8,10,22,2,,,,156
"De 40 a 44 años (097)",21,21,,2,4,8,6,1,,,,69
"De 45 a 49 años (098)",17,17,,2,4,1,5,4,1,,,71
"De 50 y más años (099)",30,30,,1,7,2,13,4,2,1,,133
"Separado(a) (100)",50,50,,18,11,6,10,3,2,,,138
"De 15 a 19 años (102)",1,1,,1,,,,,,,,1
"De 20 a 24 años (103)",5,5,,4,1,,,,,,,6
"De 25 a 29 años (104)",1,1,,1,,,,,,,,1
"De 30 a 34 años (105)",8,8,,3,3,1,1,,,,,17
"De 35 a 39 años (106)",7,7,,3,3,,1,,,,,13
"De 40 a 44 años (107)",7,7,,2,2,,3,,,,,20
"De 45 a 49 años (108)",6,6,,2,,2,2,,,,,18
"De 50 y más años (109)",15,15,,2,2,3,3,3,2,,,62
"Casado(a) (110)",323,319,,34,37,62,98,59,24,5,4,1342
"De 15 a 19 años (112)",1,1,,1,,,,,,,,1
"De 20 a 24 años (113)",7,6,,4,,1,1,,,,1,11
"De 25 a 29 años (114)",17,15,,7,4,3,1,,,,2,28
"De 30 a 34 años (115)",41,41,,8,7,16,10,,,,,112
"De 35 a 39 años (116)",35,35,,2,6,10,11,5,1,,,130
"De 40 a 44 años (117)",45,45,,1,6,14,18,6,,,,165
"De 45 a 49 años (118)",39,39,,5,2,8,12,12,,,,162
"De 50 y más años (119)",138,137,,6,12,10,45,36,23,5,1,733
"Viudo(a) (120)",82,80,,4,15,9,26,17,7,2,2,367
"De 20 a 24 años (123)",1,1,,,1,,,,,,,2
"De 35 a 39 años (126)",2,2,,,1,1,,,,,,5
"De 40 a 44 años (127)",5,5,,1,,1,3,,,,,18
"De 45 a 49 años (128)",1,1,,,,,1,,,,,4
"De 50 y más años (129)",73,71,,3,13,7,22,17,7,2,2,338
"Divorciado(a) (130)",1,1,,,,,,,1,,,9
"De 50 y más años (139)",1,1,,,,,,,1,,,9
"Soltero(a) (140)",61,36,1,17,13,3,2,,,,25,60
"De 15 a 19 años (142)",1,1,,1,,,,,,,,1
"De 20 a 24 años (143)",15,4,,3,1,,,,,,11,5
"De 25 a 29 años (144)",10,5,,3,2,,,,,,5,7
"De 30 a 34 años (145)",5,2,,2,,,,,,,3,2
"De 35 a 39 años (146)",8,6,,2,4,,,,,,2,10
"De 40 a 44 años (147)",1,1,,,,1,,,,,,3
"De 45 a 49 años (148)",4,3,,1,2,,,,,,1,5
"De 50 y más años (149)",17,14,1,5,4,2,2,,,,3,27
,,,,,,,,,,,,
"RURAL (160)",5194,4971,23,767,707,715,1319,923,402,115,223,20728
"De 12 a 14 años (161)",12,,,,,,,,,,12,
"De 15 a 19 años (162)",142,126,2,113,11,,,,,,16,135
"De 20 a 24 años (163)",593,501,4,276,157,43,16,5,,,92,819
"De 25 a 29 años (164)",568,531,2,139,165,137,76,10,2,,37,1280
"De 30 a 34 años (165)",581,563,1,66,124,136,179,52,5,,18,1882
"De 35 a 39 años (166)",505,491,,25,56,103,189,87,25,6,14,2111
"De 40 a 44 años (167)",455,449,,16,28,57,154,139,44,11,6,2321
"De 45 a 49 años (168)",435,435,,13,14,44,125,137,84,18,,2511
"De 50 y más años (169)",1903,1875,14,119,152,195,580,493,242,80,28,9669
"Conviviente (170)",1935,1885,10,400,368,330,436,234,89,18,50,6481
"De 12 a 14 años (171)",10,,,,,,,,,,10,
"De 15 a 19 años (172)",100,87,2,75,10,,,,,,13,95
"De 20 a 24 años (173)",366,347,3,188,113,28,12,3,,,19,569
"De 25 a 29 años (174)",334,331,2,77,106,89,52,4,1,,3,806
"De 30 a 34 años (175)",310,308,1,30,69,83,100,22,3,,2,1021
"De 35 a 39 años (176)",222,222,,6,30,54,89,31,10,2,,921
"De 40 a 44 años (177)",172,172,,3,6,27,55,60,17,4,,913
"De 45 a 49 años (178)",115,115,,3,5,13,34,34,24,2,,644
"De 50 y más años (179)",306,303,2,18,29,36,94,80,34,10,3,1512
"Separado(a) (180)",342,338,2,138,75,52,45,15,11,,4,833
"De 12 a 14 años (181)",1,,,,,,,,,,1,
"De 15 a 19 años (182)",24,24,,24,,,,,,,,24
"De 20 a 24 años (183)",54,52,,39,11,1,1,,,,2,68
"De 25 a 29 años (184)",50,50,,29,13,7,1,,,,,80
"De 30 a 34 años (185)",52,52,,16,17,13,4,2,,,,118
"De 35 a 39 años (186)",32,32,,6,7,9,8,2,,,,97
"De 40 a 44 años (187)",31,31,,7,6,5,8,5,,,,104
"De 45 a 49 años (188)",19,19,,4,,7,4,1,3,,,73
"De 50 y más años (189)",79,78,2,13,21,10,19,5,8,,1,269
"Casado(a) (190)",1934,1918,5,102,174,220,595,505,239,78,16,9873
"De 12 a 14 años (191)",1,,,,,,,,,,1,
"De 15 a 19 años (192)",7,6,,5,1,,,,,,1,7
"De 20 a 24 años (193)",73,71,,28,26,14,2,1,,,2,137
"De 25 a 29 años (194)",124,123,,20,38,35,23,6,1,,1,347
"De 30 a 34 años (195)",177,175,,9,31,36,72,25,2,,2,676
"De 35 a 39 años (196)",206,203,,4,16,32,84,50,14,3,3,973
"De 40 a 44 años (197)",210,209,,1,12,21,78,65,26,6,1,1148
"De 45 a 49 años (198)",253,253,,5,5,19,71,85,53,15,,1544
"De 50 y más años (199)",883,878,5,30,45,63,265,273,143,54,5,5041
"Viudo(a) (200)",711,699,3,58,63,94,232,167,63,19,12,3301
"De 15 a 19 años (202)",2,1,,1,,,,,,,1,1
"De 20 a 24 años (203)",4,4,1,2,,,,1,,,,8
"De 25 a 29 años (204)",5,5,,3,1,1,,,,,,8
"De 30 a 34 años (205)",10,10,,1,2,2,2,3,,,,37
"De 35 a 39 años (206)",27,27,,5,2,6,8,4,1,1,,108
"De 40 a 44 años (207)",29,29,,1,4,1,12,9,1,1,,139
"De 45 a 49 años (208)",43,43,,,2,4,15,17,4,1,,238
"De 50 y más años (209)",591,580,2,45,52,80,195,133,57,16,11,2762
"Divorciado(a) (210)",30,29,2,10,7,5,3,2,,,1,67
"De 15 a 19 años (212)",1,,,,,,,,,,1,
"De 20 a 24 años (213)",3,3,,3,,,,,,,,3
"De 25 a 29 años (214)",4,4,,2,1,1,,,,,,7
"De 30 a 34 años (215)",6,6,,4,2,,,,,,,8
"De 35 a 39 años (216)",2,2,,,1,1,,,,,,5
"De 40 a 44 años (217)",3,3,,1,,2,,,,,,7
"De 45 a 49 años (218)",1,1,,,1,,,,,,,2
"De 50 y más años (219)",10,10,2,,2,1,3,2,,,,35
"Soltero(a) (220)",242,102,1,59,20,14,8,,,,140,173
"De 15 a 19 años (222)",8,8,,8,,,,,,,,8
"De 20 a 24 años (223)",93,24,,16,7,,1,,,,69,34
"De 25 a 29 años (224)",51,18,,8,6,4,,,,,33,32
"De 30 a 34 años (225)",26,12,,6,3,2,1,,,,14,22
"De 35 a 39 años (226)",16,5,,4,,1,,,,,11,7
"De 40 a 44 años (227)",10,5,,3,,1,1,,,,5,10
"De 45 a 49 años (228)",4,4,,1,1,1,1,,,,,10
"De 50 y más años (229)",34,26,1,13,3,5,4,,,,8,50
