"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia PUERTO INCA (000)",10885,16,429,99,76,462,4894,287,261,3579,26,165,591
"Agric., ganadería, caza y silvicultura (001)",7977,,4,5,,,4890,,4,3074,,,
"Pesca (002)",6,,,,,,4,,,2,,,
"Explotación de minas y canteras (003)",78,,,,,,,71,,7,,,
"Industrias manufactureras (004)",194,,1,3,1,,,177,2,10,,,
"Suministro de electricidad, gas y agua (005)",2,,,,,,,,,2,,,
"Construcción (006)",165,,3,1,3,,,5,95,58,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",442,,3,10,1,319,,34,1,74,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",41,,,2,,12,,26,1,,,,
"Comercio al por mayor (009)",18,,,,,15,,,,3,,,
"Comercio al por menor (010)",383,,3,8,1,292,,8,,71,,,
"Hoteles y restaurantes (011)",192,,,7,,120,,,,65,,,
"Trans., almac. y comunicaciones (012)",165,,1,5,6,,,,139,14,,,
"Intermediación financiera (013)",2,,,,2,,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",29,,7,5,1,11,,,2,3,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",177,12,14,13,51,5,,,17,39,26,,
"Enseñanza (016)",355,4,347,,2,,,,,2,,,
"Servicios sociales y de salud (017)",87,,46,33,3,,,,,5,,,
"Otras activ. serv.comun.soc y personales (018)",54,,3,15,1,7,,,,28,,,
"Hogares privados con servicio doméstico (019)",197,,,1,,,,,,196,,,
"Actividad economica no especificada (021)",172,,,1,5,,,,1,,,165,
"Desocupado (022)",591,,,,,,,,,,,,591
"Hombres (023)",8849,13,238,68,47,192,4585,269,259,2660,26,40,452
"Agric., ganadería, caza y silvicultura (024)",6950,,4,5,,,4581,,4,2356,,,
"Pesca (025)",5,,,,,,4,,,1,,,
"Explotación de minas y canteras (026)",74,,,,,,,67,,7,,,
"Industrias manufactureras (027)",178,,1,3,1,,,163,2,8,,,
"Suministro de electricidad, gas y agua (028)",2,,,,,,,,,2,,,
"Construcción (029)",163,,2,1,2,,,5,95,58,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",248,,2,10,1,155,,34,1,45,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",36,,,2,,7,,26,1,,,,
"Comercio al por mayor (032)",14,,,,,11,,,,3,,,
"Comercio al por menor (033)",198,,2,8,1,137,,8,,42,,,
"Hoteles y restaurantes (034)",29,,,5,,18,,,,6,,,
"Trans., almac. y comunicaciones (035)",155,,1,4,5,,,,137,8,,,
"Intermediación financiera (036)",1,,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (037)",23,,5,3,1,11,,,2,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",153,9,13,13,33,5,,,17,37,26,,
"Enseñanza (039)",191,4,184,,1,,,,,2,,,
"Servicios sociales y de salud (040)",40,,24,13,,,,,,3,,,
"Otras activ. serv.comun.soc y personales (041)",24,,2,10,,3,,,,9,,,
"Hogares privados con servicio doméstico (042)",117,,,,,,,,,117,,,
"Actividad economica no especificada (044)",44,,,1,2,,,,1,,,40,
"Desocupado (045)",452,,,,,,,,,,,,452
"Mujeres (046)",2036,3,191,31,29,270,309,18,2,919,,125,139
"Agric., ganadería, caza y silvicultura (047)",1027,,,,,,309,,,718,,,
"Pesca (048)",1,,,,,,,,,1,,,
"Explotación de minas y canteras (049)",4,,,,,,,4,,,,,
"Industrias manufactureras (050)",16,,,,,,,14,,2,,,
"Construcción (052)",2,,1,,1,,,,,,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",194,,1,,,164,,,,29,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",5,,,,,5,,,,,,,
"Comercio al por mayor (055)",4,,,,,4,,,,,,,
"Comercio al por menor (056)",185,,1,,,155,,,,29,,,
"Hoteles y restaurantes (057)",163,,,2,,102,,,,59,,,
"Trans., almac. y comunicaciones (058)",10,,,1,1,,,,2,6,,,
"Intermediación financiera (059)",1,,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (060)",6,,2,2,,,,,,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",24,3,1,,18,,,,,2,,,
"Enseñanza (062)",164,,163,,1,,,,,,,,
"Servicios sociales y de salud (063)",47,,22,20,3,,,,,2,,,
"Otras activ. serv.comun.soc y personales (064)",30,,1,5,1,4,,,,19,,,
"Hogares privados con servicio doméstico (065)",80,,,1,,,,,,79,,,
"Actividad economica no especificada (067)",128,,,,3,,,,,,,125,
"Desocupado (068)",139,,,,,,,,,,,,139
,,,,,,,,,,,,,
"URBANA (069)",2319,12,194,71,66,319,431,159,185,595,26,62,199
"Agric., ganadería, caza y silvicultura (070)",796,,2,1,,,428,,3,362,,,
"Pesca (071)",5,,,,,,3,,,2,,,
"Explotación de minas y canteras (072)",10,,,,,,,9,,1,,,
"Industrias manufactureras (073)",132,,1,1,1,,,121,1,7,,,
"Construcción (075)",110,,3,,3,,,4,68,32,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",297,,3,9,1,215,,25,,44,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",31,,,2,,12,,17,,,,,
"Comercio al por mayor (078)",12,,,,,10,,,,2,,,
"Comercio al por menor (079)",254,,3,7,1,193,,8,,42,,,
"Hoteles y restaurantes (080)",127,,,6,,86,,,,35,,,
"Trans., almac. y comunicaciones (081)",120,,1,4,4,,,,99,12,,,
"Intermediación financiera (082)",1,,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (083)",20,,6,4,1,6,,,,3,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",149,9,13,11,46,5,,,14,25,26,,
"Enseñanza (085)",145,3,138,,2,,,,,2,,,
"Servicios sociales y de salud (086)",52,,24,21,3,,,,,4,,,
"Otras activ. serv.comun.soc y personales (087)",41,,3,13,1,7,,,,17,,,
"Hogares privados con servicio doméstico (088)",50,,,1,,,,,,49,,,
"Actividad economica no especificada (090)",65,,,,3,,,,,,,62,
"Desocupado (091)",199,,,,,,,,,,,,199
"Hombres (092)",1679,10,110,49,41,127,387,147,184,417,26,19,162
"Agric., ganadería, caza y silvicultura (093)",689,,2,1,,,384,,3,299,,,
"Pesca (094)",4,,,,,,3,,,1,,,
"Explotación de minas y canteras (095)",10,,,,,,,9,,1,,,
"Industrias manufactureras (096)",118,,1,1,1,,,109,1,5,,,
"Construcción (098)",108,,2,,2,,,4,68,32,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",160,,2,9,1,99,,25,,24,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",26,,,2,,7,,17,,,,,
"Comercio al por mayor (101)",8,,,,,6,,,,2,,,
"Comercio al por menor (102)",126,,2,7,1,86,,8,,22,,,
"Hoteles y restaurantes (103)",19,,,4,,14,,,,1,,,
"Trans., almac. y comunicaciones (104)",111,,1,3,3,,,,98,6,,,
"Intermediación financiera (105)",1,,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (106)",14,,4,2,1,6,,,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",128,7,12,11,30,5,,,14,23,26,,
"Enseñanza (108)",78,3,72,,1,,,,,2,,,
"Servicios sociales y de salud (109)",25,,12,10,,,,,,3,,,
"Otras activ. serv.comun.soc y personales (110)",15,,2,8,,3,,,,2,,,
"Hogares privados con servicio doméstico (111)",17,,,,,,,,,17,,,
"Actividad economica no especificada (113)",20,,,,1,,,,,,,19,
"Desocupado (114)",162,,,,,,,,,,,,162
"Mujeres (115)",640,2,84,22,25,192,44,12,1,178,,43,37
"Agric., ganadería, caza y silvicultura (116)",107,,,,,,44,,,63,,,
"Pesca (117)",1,,,,,,,,,1,,,
"Industrias manufactureras (119)",14,,,,,,,12,,2,,,
"Construcción (121)",2,,1,,1,,,,,,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",137,,1,,,116,,,,20,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",5,,,,,5,,,,,,,
"Comercio al por mayor (124)",4,,,,,4,,,,,,,
"Comercio al por menor (125)",128,,1,,,107,,,,20,,,
"Hoteles y restaurantes (126)",108,,,2,,72,,,,34,,,
"Trans., almac. y comunicaciones (127)",9,,,1,1,,,,1,6,,,
"Activid.inmobil., empres. y alquileres (129)",6,,2,2,,,,,,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",21,2,1,,16,,,,,2,,,
"Enseñanza (131)",67,,66,,1,,,,,,,,
"Servicios sociales y de salud (132)",27,,12,11,3,,,,,1,,,
"Otras activ. serv.comun.soc y personales (133)",26,,1,5,1,4,,,,15,,,
"Hogares privados con servicio doméstico (134)",33,,,1,,,,,,32,,,
"Actividad economica no especificada (136)",45,,,,2,,,,,,,43,
"Desocupado (137)",37,,,,,,,,,,,,37
,,,,,,,,,,,,,
"RURAL (138)",8566,4,235,28,10,143,4463,128,76,2984,,103,392
"Agric., ganadería, caza y silvicultura (139)",7181,,2,4,,,4462,,1,2712,,,
"Pesca (140)",1,,,,,,1,,,,,,
"Explotación de minas y canteras (141)",68,,,,,,,62,,6,,,
"Industrias manufactureras (142)",62,,,2,,,,56,1,3,,,
"Suministro de electricidad, gas y agua (143)",2,,,,,,,,,2,,,
"Construcción (144)",55,,,1,,,,1,27,26,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (145)",145,,,1,,104,,9,1,30,,,
"Venta, mant.y rep. veh.autom.y motoc. (146)",10,,,,,,,9,1,,,,
"Comercio al por mayor (147)",6,,,,,5,,,,1,,,
"Comercio al por menor (148)",129,,,1,,99,,,,29,,,
"Hoteles y restaurantes (149)",65,,,1,,34,,,,30,,,
"Trans., almac. y comunicaciones (150)",45,,,1,2,,,,40,2,,,
"Intermediación financiera (151)",1,,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (152)",9,,1,1,,5,,,2,,,,
"Admin.pub. y defensa; p. segur.soc.afil (153)",28,3,1,2,5,,,,3,14,,,
"Enseñanza (154)",210,1,209,,,,,,,,,,
"Servicios sociales y de salud (155)",35,,22,12,,,,,,1,,,
"Otras activ. serv.comun.soc y personales (156)",13,,,2,,,,,,11,,,
