"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
"Ocupación no especificada (095)",47,4,27,10,,6,
"Mujeres (096)",2195,211,215,864,9,708,188
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,1,,,,,
"Profes., científicos e intelectuales (098)",88,84,,4,,,
"Técnicos de nivel medio y trab. asimilados (099)",24,18,,4,1,1,
"Jefes y empleados de oficina (100)",28,27,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",219,36,3,165,,15,
"Agricult.trabaj. calif.agrop. y pesqueros (102)",467,,,460,7,,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",41,,5,31,1,4,
"Obreros construc.,conf., papel, fab., instr. (104)",7,,3,4,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (105)",1219,29,195,154,,653,188
"Ocupación no especificada (107)",101,16,9,42,,34,
