"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",171,11,,46,80,13,8,5,8
"Agricult.trabaj. calif.agrop. y pesquros (042)",471,29,,208,179,13,13,15,14
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",67,1,,7,44,7,5,2,1
"Obreros. construc., conf., papel, fab., instr (044)",61,,,8,43,,4,4,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",517,39,,221,215,14,10,11,7
"Otra (046)",12,,,,,1,4,,7
"Ocupación no especificada (047)",57,5,1,26,16,1,1,,7
"Hombres (048)",1142,29,1,313,472,44,75,49,159
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",10,,,1,2,,2,1,4
"Profes., científicos e intelectuales (050)",142,,,,1,4,28,9,100
"Técnicos de nivel medio ytrab.asimilados (051)",26,,,,4,4,7,2,9
"Jefes y empleados de oficina (052)",34,,,,10,4,6,5,9
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",60,,,10,36,5,3,2,4
"Agricult.trabaj. calif.agrop. y pesquros (054)",388,15,,160,161,13,12,15,12
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",61,1,,5,40,7,5,2,1
"Obreros. construc., conf., papel, fab., instr (056)",61,,,8,43,,4,4,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",323,13,,118,168,7,4,9,4
"Otra (058)",11,,,,,,4,,7
"Ocupación no especificada (059)",26,,1,11,7,,,,7
"Mujeres (060)",592,56,,204,132,33,48,19,100
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",3,,,,1,1,1,,
"Profes., científicos e intelectuales (062)",119,,,,1,3,25,10,80
"Técnicos de nivel medio ytrab.asimilados (063)",8,,,,,2,3,2,1
"Jefes y empleados de oficina (064)",36,,,,8,10,6,2,10
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",111,11,,36,44,8,5,3,4
"Agricult.trabaj. calif.agrop. y pesquros (066)",83,14,,48,18,,1,,2
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",6,,,2,4,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",194,26,,103,47,7,6,2,3
"Otra (070)",1,,,,,1,,,
"Ocupación no especificada (071)",31,5,,15,9,1,1,,
,,,,,,,,,
"RURAL (072)",1130,55,,503,326,47,62,32,105
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",4,,,,1,1,,,2
"Profes., científicos e intelectuales (074)",87,,,,4,5,12,8,58
"Técnicos de nivel medio ytrab.asimilados (075)",12,,,,5,2,4,,1
"Jefes y empleados de oficina (076)",12,,,1,3,1,1,2,4
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",39,6,,16,12,2,1,,2
"Agricult.trabaj. calif.agrop. y pesquros (078)",503,20,,299,157,6,5,6,10
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",98,3,,18,14,14,27,5,17
"Obreros. construc., conf., papel, fab., instr (080)",29,,,8,9,3,3,3,3
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",330,26,,150,117,13,8,8,8
"Ocupación no especificada (083)",16,,,11,4,,1,,
"Hombres (084)",943,24,,436,288,45,52,27,71
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",4,,,,1,1,,,2
"Profes., científicos e intelectuales (086)",44,,,,1,4,6,5,28
"Técnicos de nivel medio ytrab.asimilados (087)",10,,,,5,2,3,,
"Jefes y empleados de oficina (088)",11,,,1,2,1,1,2,4
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",21,1,,9,8,1,1,,1
"Agricult.trabaj. calif.agrop. y pesquros (090)",470,13,,280,151,6,5,6,9
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",96,2,,17,14,14,27,5,17
"Obreros. construc., conf., papel, fab., instr (092)",29,,,8,9,3,3,3,3
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",248,8,,114,95,13,5,6,7
"Ocupación no especificada (095)",10,,,7,2,,1,,
"Mujeres (096)",187,31,,67,38,2,10,5,34
"Profes., científicos e intelectuales (098)",43,,,,3,1,6,3,30
"Técnicos de nivel medio ytrab.asimilados (099)",2,,,,,,1,,1
"Jefes y empleados de oficina (100)",1,,,,1,,,,
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",18,5,,7,4,1,,,1
"Agricult.trabaj. calif.agrop. y pesquros (102)",33,7,,19,6,,,,1
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",2,1,,1,,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",82,18,,36,22,,3,2,1
"Ocupación no especificada (107)",6,,,4,2,,,,
