"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 45 a 49 años (038)",11,30,29,,96.7,,
"De 50 y más años (039)",7,35,29,,82.9,,
"No PEA (040)",7124,18360,17017,334,92.7,1.8,
"De 12 a 14 años (041)",900,4,4,1,100,25,
"De 15 a 19 años (042)",1039,149,148,47,99.3,31.5,
"De 20 a 24 años (043)",778,730,719,116,98.5,15.9,
"De 25 a 29 años (044)",652,1085,1069,68,98.5,6.3,
"De 30 a 34 años (045)",633,1488,1462,52,98.3,3.5,
"De 35 a 39 años (046)",592,1725,1670,44,96.8,2.6,
"De 40 a 44 años (047)",380,1360,1321,4,97.1,0.3,
"De 45 a 49 años (048)",371,1567,1502,2,95.9,0.1,
"De 50 y más años (049)",1779,10252,9122,,89,,
,,,,,,,
"URBANA (060)",7976,19162,17953,304,93.7,1.6,
"De 12 a 14 años (061)",723,3,3,,100,,
"De 15 a 19 años (062)",945,114,114,34,100,29.8,
"De 20 a 24 años (063)",878,701,692,94,98.7,13.4,
"De 25 a 29 años (064)",794,1136,1119,64,98.5,5.6,
"De 30 a 34 años (065)",852,1722,1696,58,98.5,3.4,
"De 35 a 39 años (066)",840,2113,2063,42,97.6,2,
"De 40 a 44 años (067)",598,1837,1787,11,97.3,0.6,
"De 45 a 49 años (068)",486,1787,1699,1,95.1,0.1,
"De 50 y más años (069)",1860,9749,8780,,90.1,,
"PEA (070)",2670,6378,6032,63,94.6,1,
"De 12 a 14 años (071)",17,,,,,,
"De 15 a 19 años (072)",149,20,20,2,100,10,
"De 20 a 24 años (073)",326,205,205,16,100,7.8,
"De 25 a 29 años (074)",325,386,377,10,97.7,2.6,
"De 30 a 34 años (075)",385,689,673,17,97.7,2.5,
"De 35 a 39 años (076)",390,913,896,9,98.1,1,
"De 40 a 44 años (077)",333,968,946,9,97.7,0.9,
"De 45 a 49 años (078)",227,779,726,,93.2,,
"De 50 y más años (079)",518,2418,2189,,90.5,,
"Ocupada (080)",2539,6168,5836,59,94.6,1,
"De 12 a 14 años (081)",16,,,,,,
"De 15 a 19 años (082)",128,17,17,2,100,11.8,
"De 20 a 24 años (083)",296,190,190,13,100,6.8,
"De 25 a 29 años (084)",306,362,353,10,97.5,2.8,
"De 30 a 34 años (085)",368,660,648,16,98.2,2.4,
"De 35 a 39 años (086)",376,876,860,9,98.2,1,
"De 40 a 44 años (087)",322,931,911,9,97.9,1,
"De 45 a 49 años (088)",216,749,697,,93.1,,
"De 50 y más años (089)",511,2383,2160,,90.6,,
"Desocupada (090)",131,210,196,4,93.3,1.9,
"De 12 a 14 años (091)",1,,,,,,
"De 15 a 19 años (092)",21,3,3,,100,,
"De 20 a 24 años (093)",30,15,15,3,100,20,
"De 25 a 29 años (094)",19,24,24,,100,,
"De 30 a 34 años (095)",17,29,25,1,86.2,3.4,
"De 35 a 39 años (096)",14,37,36,,97.3,,
"De 40 a 44 años (097)",11,37,35,,94.6,,
"De 45 a 49 años (098)",11,30,29,,96.7,,
"De 50 y más años (099)",7,35,29,,82.9,,
"No PEA (100)",5306,12784,11921,241,93.2,1.9,
"De 12 a 14 años (101)",706,3,3,,100,,
"De 15 a 19 años (102)",796,94,94,32,100,34,
"De 20 a 24 años (103)",552,496,487,78,98.2,15.7,
"De 25 a 29 años (104)",469,750,742,54,98.9,7.2,
"De 30 a 34 años (105)",467,1033,1023,41,99,4,
"De 35 a 39 años (106)",450,1200,1167,33,97.3,2.8,
"De 40 a 44 años (107)",265,869,841,2,96.8,0.2,
"De 45 a 49 años (108)",259,1008,973,1,96.5,0.1,
"De 50 y más años (109)",1342,7331,6591,,89.9,,
,,,,,,,
"RURAL (120)",2225,6786,6203,106,91.4,1.6,
"De 12 a 14 años (121)",203,2,2,1,100,50,
"De 15 a 19 años (122)",281,64,63,16,98.4,25,
"De 20 a 24 años (123)",272,262,260,40,99.2,15.3,
"De 25 a 29 años (124)",245,441,430,17,97.5,3.9,
"De 30 a 34 años (125)",224,591,568,14,96.1,2.4,
"De 35 a 39 años (126)",187,658,630,15,95.7,2.3,
"De 40 a 44 años (127)",157,656,634,2,96.6,0.3,
"De 45 a 49 años (128)",134,651,616,1,94.6,0.2,
"De 50 y más años (129)",522,3461,3000,,86.7,,
"PEA (130)",407,1210,1107,14,91.5,1.2,
"De 12 a 14 años (131)",9,1,1,,100,,
"De 15 a 19 años (132)",38,9,9,1,100,11.1,
"De 20 a 24 años (133)",46,28,28,2,100,7.1,
"De 25 a 29 años (134)",62,106,103,3,97.2,2.8,
"De 30 a 34 años (135)",58,136,129,4,94.9,2.9,
"De 35 a 39 años (136)",45,133,127,4,95.5,3,
"De 40 a 44 años (137)",42,165,154,,93.3,,
"De 45 a 49 años (138)",22,92,87,,94.6,,
"De 50 y más años (139)",85,540,469,,86.9,,
"Ocupada (140)",387,1199,1096,13,91.4,1.1,
"De 12 a 14 años (141)",8,1,1,,100,,
"De 15 a 19 años (142)",33,9,9,1,100,11.1,
"De 20 a 24 años (143)",40,27,27,2,100,7.4,
"De 25 a 29 años (144)",56,100,97,3,97,3,
"De 30 a 34 años (145)",56,132,125,3,94.7,2.3,
"De 35 a 39 años (146)",45,133,127,4,95.5,3,
"De 40 a 44 años (147)",42,165,154,,93.3,,
"De 45 a 49 años (148)",22,92,87,,94.6,,
"De 50 y más años (149)",85,540,469,,86.9,,
"Desocupada (150)",20,11,11,1,100,9.1,
"De 12 a 14 años (151)",1,,,,,,
"De 15 a 19 años (152)",5,,,,,,
"De 20 a 24 años (153)",6,1,1,,100,,
"De 25 a 29 años (154)",6,6,6,,100,,
"De 30 a 34 años (155)",2,4,4,1,100,25,
"No PEA (160)",1818,5576,5096,92,91.4,1.6,
"De 12 a 14 años (161)",194,1,1,1,100,100,
"De 15 a 19 años (162)",243,55,54,15,98.2,27.3,
"De 20 a 24 años (163)",226,234,232,38,99.1,16.2,
"De 25 a 29 años (164)",183,335,327,14,97.6,4.2,
"De 30 a 34 años (165)",166,455,439,10,96.5,2.2,
"De 35 a 39 años (166)",142,525,503,11,95.8,2.1,
"De 40 a 44 años (167)",115,491,480,2,97.8,0.4,
"De 45 a 49 años (168)",112,559,529,1,94.6,0.2,
"De 50 y más años (169)",437,2921,2531,,86.6,,
