"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia JAUJA (000)",28936,5304,6702,12245,483,3799,403
"Sin nivel (001)",1164,31,352,511,9,233,28
"Educación inicial (002)",14,1,2,,,9,2
"Primaria (003)",7466,185,2091,3412,110,1556,112
"Secundaria (004)",11513,991,3299,5295,181,1551,196
"Superior no univ. incompleta (005)",1736,385,322,841,33,129,26
"Superior no univ. completa (006)",3006,1421,374,969,51,165,26
"Superior univ. incompleta (007)",1132,417,120,487,32,71,5
"Superior univ. completa (008)",2905,1873,142,730,67,85,8
"Hombres (010)",17920,2873,4961,7889,354,1818,25
"Sin nivel (011)",289,6,111,121,3,45,3
"Educación inicial (012)",7,,1,,,6,
"Primaria (013)",4197,104,1320,2036,77,655,5
"Secundaria (014)",8172,677,2729,3711,143,897,15
"Superior no univ. incompleta (015)",1166,222,273,580,22,69,
"Superior no univ. completa (016)",1590,624,307,558,35,64,2
"Superior univ. incompleta (017)",770,249,99,360,22,40,
"Superior univ. completa (018)",1729,991,121,523,52,42,
"Mujeres (020)",11016,2431,1741,4356,129,1981,378
"Sin nivel (021)",875,25,241,390,6,188,25
"Educación inicial (022)",7,1,1,,,3,2
"Primaria (023)",3269,81,771,1376,33,901,107
"Secundaria (024)",3341,314,570,1584,38,654,181
"Superior no univ. incompleta (025)",570,163,49,261,11,60,26
"Superior no univ. completa (026)",1416,797,67,411,16,101,24
"Superior univ. incompleta (027)",362,168,21,127,10,31,5
"Superior univ. completa (028)",1176,882,21,207,15,43,8
,,,,,,,
"URBANA (030)",20631,4819,4325,8887,358,1914,328
"Sin nivel (031)",703,26,208,327,7,114,21
"Educación inicial (032)",11,1,2,,,6,2
"Primaria (033)",4081,150,1178,1983,70,622,78
"Secundaria (034)",7919,840,2121,3841,132,821,164
"Superior no univ. incompleta (035)",1539,359,273,750,28,103,26
"Superior no univ. completa (036)",2690,1306,313,883,38,125,25
"Superior univ. incompleta (037)",1002,379,95,440,26,57,5
"Superior univ. completa (038)",2686,1758,135,663,57,66,7
"Hombres (040)",12296,2557,3220,5389,262,849,19
"Sin nivel (041)",176,3,74,73,2,22,2
"Educación inicial (042)",5,,1,,,4,
"Primaria (043)",2136,85,725,1029,51,242,4
"Secundaria (044)",5333,566,1745,2488,102,421,11
"Superior no univ. incompleta (045)",1014,205,230,509,18,52,
"Superior no univ. completa (046)",1377,558,251,497,25,44,2
"Superior univ. incompleta (047)",674,223,79,325,18,29,
"Superior univ. completa (048)",1581,917,115,468,46,35,
"Mujeres (050)",8335,2262,1105,3498,96,1065,309
"Sin nivel (051)",527,23,134,254,5,92,19
"Educación inicial (052)",6,1,1,,,2,2
"Primaria (053)",1945,65,453,954,19,380,74
"Secundaria (054)",2586,274,376,1353,30,400,153
"Superior no univ. incompleta (055)",525,154,43,241,10,51,26
"Superior no univ. completa (056)",1313,748,62,386,13,81,23
"Superior univ. incompleta (057)",328,156,16,115,8,28,5
"Superior univ. completa (058)",1105,841,20,195,11,31,7
,,,,,,,
"RURAL (060)",8305,485,2377,3358,125,1885,75
"Sin nivel (061)",461,5,144,184,2,119,7
"Educación inicial (062)",3,,,,,3,
"Primaria (063)",3385,35,913,1429,40,934,34
"Secundaria (064)",3594,151,1178,1454,49,730,32
"Superior no univ. incompleta (065)",197,26,49,91,5,26,
"Superior no univ. completa (066)",316,115,61,86,13,40,1
"Superior univ. incompleta (067)",130,38,25,47,6,14,
"Superior univ. completa (068)",219,115,7,67,10,19,1
"Hombres (070)",5624,316,1741,2500,92,969,6
"Sin nivel (071)",113,3,37,48,1,23,1
"Educación inicial (072)",2,,,,,2,
"Primaria (073)",2061,19,595,1007,26,413,1
"Secundaria (074)",2839,111,984,1223,41,476,4
"Superior no univ. incompleta (075)",152,17,43,71,4,17,
"Superior no univ. completa (076)",213,66,56,61,10,20,
"Superior univ. incompleta (077)",96,26,20,35,4,11,
"Superior univ. completa (078)",148,74,6,55,6,7,
"Mujeres (080)",2681,169,636,858,33,916,69
"Sin nivel (081)",348,2,107,136,1,96,6
"Educación inicial (082)",1,,,,,1,
"Primaria (083)",1324,16,318,422,14,521,33
"Secundaria (084)",755,40,194,231,8,254,28
"Superior no univ. incompleta (085)",45,9,6,20,1,9,
"Superior no univ. completa (086)",103,49,5,25,3,20,1
"Superior univ. incompleta (087)",34,12,5,12,2,3,
"Superior univ. completa (088)",71,41,1,12,4,12,1
