"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia JORGE BASADRE (000)",5571,1527,2371,984,178,426,85
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",29,28,,,1,,
"Profes., científicos e intelectuales (002)",462,433,,24,4,1,
"Técnicos de nivel medio y trab. asimilados (003)",220,195,,19,6,,
"Jefes y empleados de oficina (004)",302,302,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",307,117,15,152,15,8,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",778,1,1,634,142,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",468,,427,35,1,5,
"Obreros construc.,conf.,papel, fab., instr. (008)",609,75,443,71,6,14,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",2106,136,1456,40,,389,85
"Otra (010)",200,200,,,,,
"Ocupación no especificada (011)",90,40,29,9,3,9,
"Hombres (012)",4053,1095,2070,593,128,159,8
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",26,25,,,1,,
"Profes., científicos e intelectuales (014)",297,281,,12,4,,
"Técnicos de nivel medio y trab. asimilados (015)",161,141,,14,6,,
"Jefes y empleados de oficina (016)",170,170,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",131,89,9,25,6,2,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",552,1,1,446,104,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",444,,411,29,,4,
"Obreros construc.,conf.,papel, fab., instr. (020)",566,73,430,51,6,6,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",1451,87,1199,12,,145,8
"Otra (022)",198,198,,,,,
"Ocupación no especificada (023)",57,30,20,4,1,2,
"Mujeres (024)",1518,432,301,391,50,267,77
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",3,3,,,,,
"Profes., científicos e intelectuales (026)",165,152,,12,,1,
"Técnicos de nivel medio y trab. asimilados (027)",59,54,,5,,,
"Jefes y empleados de oficina (028)",132,132,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",176,28,6,127,9,6,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",226,,,188,38,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",24,,16,6,1,1,
"Obreros construc.,conf.,papel, fab., instr. (032)",43,2,13,20,,8,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",655,49,257,28,,244,77
"Otra (034)",2,2,,,,,
"Ocupación no especificada (035)",33,10,9,5,2,7,
,,,,,,,
"URBANA (036)",3363,1264,1488,384,37,113,77
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",27,26,,,1,,
"Profes., científicos e intelectuales (038)",422,399,,19,4,,
"Técnicos de nivel medio y trab. asimilados (039)",173,152,,16,5,,
"Jefes y empleados de oficina (040)",238,238,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",215,85,11,105,9,5,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",175,,,163,12,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",418,,389,26,1,2,
"Obreros construc.,conf.,papel, fab., instr. (044)",434,57,346,26,3,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1006,84,725,21,,99,77
"Otra (046)",191,191,,,,,
"Ocupación no especificada (047)",64,32,17,8,2,5,
"Hombres (048)",2552,936,1358,190,25,39,4
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",24,23,,,1,,
"Profes., científicos e intelectuales (050)",278,266,,8,4,,
"Técnicos de nivel medio y trab. asimilados (051)",129,113,,11,5,,
"Jefes y empleados de oficina (052)",143,143,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",91,67,9,10,3,2,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",116,,,108,8,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",404,,379,23,,2,
"Obreros construc.,conf.,papel, fab., instr. (056)",415,55,337,18,3,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",719,52,622,9,,32,4
"Otra (058)",189,189,,,,,
"Ocupación no especificada (059)",44,28,11,3,1,1,
"Mujeres (060)",811,328,130,194,12,74,73
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",3,3,,,,,
"Profes., científicos e intelectuales (062)",144,133,,11,,,
"Técnicos de nivel medio y trab. asimilados (063)",44,39,,5,,,
"Jefes y empleados de oficina (064)",95,95,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",124,18,2,95,6,3,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",59,,,55,4,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",14,,10,3,1,,
"Obreros construc.,conf.,papel, fab., instr. (068)",19,2,9,8,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",287,32,103,12,,67,73
"Otra (070)",2,2,,,,,
"Ocupación no especificada (071)",20,4,6,5,1,4,
,,,,,,,
"RURAL (072)",2208,263,883,600,141,313,8
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",2,2,,,,,
"Profes., científicos e intelectuales (074)",40,34,,5,,1,
"Técnicos de nivel medio y trab. asimilados (075)",47,43,,3,1,,
"Jefes y empleados de oficina (076)",64,64,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",92,32,4,47,6,3,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",603,1,1,471,130,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",50,,38,9,,3,
"Obreros construc.,conf.,papel, fab., instr. (080)",175,18,97,45,3,12,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",1100,52,731,19,,290,8
"Otra (082)",9,9,,,,,
"Ocupación no especificada (083)",26,8,12,1,1,4,
"Hombres (084)",1501,159,712,403,103,120,4
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",2,2,,,,,
"Profes., científicos e intelectuales (086)",19,15,,4,,,
"Técnicos de nivel medio y trab. asimilados (087)",32,28,,3,1,,
"Jefes y empleados de oficina (088)",27,27,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",40,22,,15,3,,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",436,1,1,338,96,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",40,,32,6,,2,
"Obreros construc.,conf.,papel, fab., instr. (092)",151,18,93,33,3,4,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",732,35,577,3,,113,4
"Otra (094)",9,9,,,,,
"Ocupación no especificada (095)",13,2,9,1,,1,
"Mujeres (096)",707,104,171,197,38,193,4
"Profes., científicos e intelectuales (098)",21,19,,1,,1,
"Técnicos de nivel medio y trab. asimilados (099)",15,15,,,,,
"Jefes y empleados de oficina (100)",37,37,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",52,10,4,32,3,3,
