"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Enseñanza (016)",1546,28,1478,6,23,,,,1,10,,
"Servicios sociales y de salud (017)",362,,167,129,32,5,,6,5,18,,
"Otras activ. serv.comun.soc y personales (018)",400,,49,51,22,39,,,5,234,,
"Hogares privados con servicio doméstico (019)",482,,,1,,,,,,481,,
"Actividad economica no especificada (021)",838,,3,8,82,,,,,1,,744
"Hombres (022)",17294,40,998,295,233,914,6541,614,1381,5909,70,299
"Agric., ganadería, caza y silvicultura (023)",11649,1,9,8,,,6538,3,13,5077,,
"Pesca (024)",9,,,,,,3,,,6,,
"Explotación de minas y canteras (025)",6,,1,1,,,,1,,3,,
"Industrias manufactureras (026)",424,,7,10,1,2,,385,11,8,,
"Suministro de electricidad, gas y agua (027)",24,,1,3,4,,,5,1,10,,
"Construcción (028)",539,,14,15,2,,,21,339,148,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",1261,,13,47,3,769,,190,17,222,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",219,,1,13,1,34,,148,15,7,,
"Comercio al por mayor (031)",44,,1,3,,38,,,,2,,
"Comercio al por menor (032)",998,,11,31,2,697,,42,2,213,,
"Hoteles y restaurantes (033)",152,1,3,12,5,80,,,,51,,
"Trans., almac. y comunicaciones (034)",1128,,3,5,12,,,1,966,141,,
"Intermediación financiera (035)",17,,3,4,9,,,,,1,,
"Activid.inmobil., empres. y alquileres (036)",283,,76,64,28,44,,1,11,59,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",313,18,23,19,125,3,,1,12,42,70,
"Enseñanza (038)",767,20,725,4,9,,,,1,8,,
"Servicios sociales y de salud (039)",168,,76,58,12,2,,6,5,9,,
"Otras activ. serv.comun.soc y personales (040)",213,,42,38,8,14,,,5,106,,
"Hogares privados con servicio doméstico (041)",18,,,,,,,,,18,,
"Actividad economica no especificada (043)",323,,2,7,15,,,,,,,299
"Mujeres (044)",6473,15,898,168,269,1040,930,101,22,2580,5,445
"Agric., ganadería, caza y silvicultura (045)",2439,,3,2,,,930,,1,1503,,
"Industrias manufactureras (048)",115,,1,3,1,,,100,5,5,,
"Suministro de electricidad, gas y agua (049)",2,,,1,1,,,,,,,
"Construcción (050)",13,,2,,1,,,,5,5,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",964,,5,13,6,741,,1,,198,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",17,,,,1,15,,1,,,,
"Comercio al por mayor (053)",29,,,,1,27,,,,1,,
"Comercio al por menor (054)",918,,5,13,4,699,,,,197,,
"Hoteles y restaurantes (055)",488,,2,14,3,268,,,1,200,,
"Trans., almac. y comunicaciones (056)",61,,,7,15,1,,,10,28,,
"Intermediación financiera (057)",9,,3,2,4,,,,,,,
"Activid.inmobil., empres. y alquileres (058)",109,,19,23,40,2,,,,25,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",134,7,11,15,83,,,,,13,5,
"Enseñanza (060)",779,8,753,2,14,,,,,2,,
"Servicios sociales y de salud (061)",194,,91,71,20,3,,,,9,,
"Otras activ. serv.comun.soc y personales (062)",187,,7,13,14,25,,,,128,,
"Hogares privados con servicio doméstico (063)",464,,,1,,,,,,463,,
"Actividad economica no especificada (065)",515,,1,1,67,,,,,1,,445
,,,,,,,,,,,,
"URBANA (066)",11926,41,1569,412,474,1811,2036,629,1268,3129,73,484
"Agric., ganadería, caza y silvicultura (067)",3522,1,12,9,,,2035,3,12,1450,,
"Pesca (068)",5,,,,,,1,,,4,,
"Explotación de minas y canteras (069)",6,,1,1,,,,1,,3,,
"Industrias manufactureras (070)",458,,8,11,2,2,,412,12,11,,
"Suministro de electricidad, gas y agua (071)",26,,1,4,5,,,5,1,10,,
"Construcción (072)",474,,16,14,1,,,21,308,114,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",2070,,18,57,8,1395,,180,16,396,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",223,,1,13,1,45,,142,14,7,,
"Comercio al por mayor (075)",66,,1,3,1,58,,,,3,,
"Comercio al por menor (076)",1781,,16,41,6,1292,,38,2,386,,
"Hoteles y restaurantes (077)",600,1,5,23,8,324,,,1,238,,
"Trans., almac. y comunicaciones (078)",1064,,3,12,27,1,,1,885,135,,
"Intermediación financiera (079)",25,,5,6,13,,,,,1,,
"Activid.inmobil., empres. y alquileres (080)",377,,92,86,65,43,,1,11,79,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",407,17,33,27,192,3,,1,12,49,73,
"Enseñanza (082)",1244,22,1183,6,22,,,,1,10,,
"Servicios sociales y de salud (083)",301,,144,99,30,5,,4,4,15,,
"Otras activ. serv.comun.soc y personales (084)",381,,45,49,21,38,,,5,223,,
"Hogares privados con servicio doméstico (085)",390,,,,,,,,,390,,
"Actividad economica no especificada (087)",576,,3,8,80,,,,,1,,484
"Hombres (088)",8087,30,797,260,214,840,1885,535,1246,1941,68,271
"Agric., ganadería, caza y silvicultura (089)",3142,1,9,7,,,1884,3,11,1227,,
"Pesca (090)",5,,,,,,1,,,4,,
"Explotación de minas y canteras (091)",6,,1,1,,,,1,,3,,
"Industrias manufactureras (092)",350,,7,8,1,2,,319,7,6,,
"Suministro de electricidad, gas y agua (093)",24,,1,3,4,,,5,1,10,,
"Construcción (094)",461,,14,14,,,,21,303,109,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1171,,13,46,3,704,,179,16,210,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",208,,1,13,1,31,,141,14,7,,
"Comercio al por mayor (097)",39,,1,3,,33,,,,2,,
"Comercio al por menor (098)",924,,11,30,2,640,,38,2,201,,
"Hoteles y restaurantes (099)",142,1,3,10,5,75,,,,48,,
"Trans., almac. y comunicaciones (100)",1004,,3,5,12,,,1,875,108,,
"Intermediación financiera (101)",17,,3,4,9,,,,,1,,
"Activid.inmobil., empres. y alquileres (102)",271,,73,64,26,41,,1,11,55,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",283,13,23,16,111,3,,1,12,36,68,
"Enseñanza (104)",575,15,538,4,9,,,,1,8,,
"Servicios sociales y de salud (105)",130,,69,34,11,2,,4,4,6,,
"Otras activ. serv.comun.soc y personales (106)",198,,38,37,8,13,,,5,97,,
"Hogares privados con servicio doméstico (107)",13,,,,,,,,,13,,
"Actividad economica no especificada (109)",295,,2,7,15,,,,,,,271
"Mujeres (110)",3839,11,772,152,260,971,151,94,22,1188,5,213
"Agric., ganadería, caza y silvicultura (111)",380,,3,2,,,151,,1,223,,
"Industrias manufactureras (114)",108,,1,3,1,,,93,5,5,,
"Suministro de electricidad, gas y agua (115)",2,,,1,1,,,,,,,
"Construcción (116)",13,,2,,1,,,,5,5,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",899,,5,11,5,691,,1,,186,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",15,,,,,14,,1,,,,
"Comercio al por mayor (119)",27,,,,1,25,,,,1,,
"Comercio al por menor (120)",857,,5,11,4,652,,,,185,,
"Hoteles y restaurantes (121)",458,,2,13,3,249,,,1,190,,
"Trans., almac. y comunicaciones (122)",60,,,7,15,1,,,10,27,,
"Intermediación financiera (123)",8,,2,2,4,,,,,,,
"Activid.inmobil., empres. y alquileres (124)",106,,19,22,39,2,,,,24,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",124,4,10,11,81,,,,,13,5,
"Enseñanza (126)",669,7,645,2,13,,,,,2,,
"Servicios sociales y de salud (127)",171,,75,65,19,3,,,,9,,
"Otras activ. serv.comun.soc y personales (128)",183,,7,12,13,25,,,,126,,
"Hogares privados con servicio doméstico (129)",377,,,,,,,,,377,,
"Actividad economica no especificada (131)",281,,1,1,65,,,,,1,,213
,,,,,,,,,,,,
"RURAL (132)",11841,14,327,51,28,143,5435,86,135,5360,2,260
"Agric., ganadería, caza y silvicultura (133)",10566,,,1,,,5433,,2,5130,,
"Pesca (134)",4,,,,,,2,,,2,,
"Industrias manufactureras (136)",81,,,2,,,,73,4,2,,
"Construcción (138)",78,,,1,2,,,,36,39,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",155,,,3,1,115,,11,1,24,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",13,,,,1,4,,7,1,,,
"Comercio al por mayor (141)",7,,,,,7,,,,,,
"Comercio al por menor (142)",135,,,3,,104,,4,,24,,
"Hoteles y restaurantes (143)",40,,,3,,24,,,,13,,
"Trans., almac. y comunicaciones (144)",125,,,,,,,,91,34,,
"Intermediación financiera (145)",1,,1,,,,,,,,,
"Activid.inmobil., empres. y alquileres (146)",15,,3,1,3,3,,,,5,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",40,8,1,7,16,,,,,6,2,
"Enseñanza (148)",302,6,295,,1,,,,,,,
"Servicios sociales y de salud (149)",61,,23,30,2,,,2,1,3,,
"Otras activ. serv.comun.soc y personales (150)",19,,4,2,1,1,,,,11,,
"Hogares privados con servicio doméstico (151)",92,,,1,,,,,,91,,
"Actividad economica no especificada (153)",262,,,,2,,,,,,,260
"Hombres (154)",9207,10,201,35,19,74,4656,79,135,3968,2,28
"Agric., ganadería, caza y silvicultura (155)",8507,,,1,,,4654,,2,3850,,
"Pesca (156)",4,,,,,,2,,,2,,
"Industrias manufactureras (158)",74,,,2,,,,66,4,2,,
"Construcción (160)",78,,,1,2,,,,36,39,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",90,,,1,,65,,11,1,12,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",11,,,,,3,,7,1,,,
"Comercio al por mayor (163)",5,,,,,5,,,,,,
"Comercio al por menor (164)",74,,,1,,57,,4,,12,,
"Hoteles y restaurantes (165)",10,,,2,,5,,,,3,,
"Trans., almac. y comunicaciones (166)",124,,,,,,,,91,33,,
"Activid.inmobil., empres. y alquileres (168)",12,,3,,2,3,,,,4,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",30,5,,3,14,,,,,6,2,
"Enseñanza (170)",192,5,187,,,,,,,,,
"Servicios sociales y de salud (171)",38,,7,24,1,,,2,1,3,,
"Otras activ. serv.comun.soc y personales (172)",15,,4,1,,1,,,,9,,
"Hogares privados con servicio doméstico (173)",5,,,,,,,,,5,,
"Actividad economica no especificada (175)",28,,,,,,,,,,,28
"Mujeres (176)",2634,4,126,16,9,69,779,7,,1392,,232
"Agric., ganadería, caza y silvicultura (177)",2059,,,,,,779,,,1280,,
"Industrias manufactureras (180)",7,,,,,,,7,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",65,,,2,1,50,,,,12,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",2,,,,1,1,,,,,,
"Comercio al por mayor (185)",2,,,,,2,,,,,,
"Comercio al por menor (186)",61,,,2,,47,,,,12,,
"Hoteles y restaurantes (187)",30,,,1,,19,,,,10,,
"Trans., almac. y comunicaciones (188)",1,,,,,,,,,1,,
"Intermediación financiera (189)",1,,1,,,,,,,,,
"Activid.inmobil., empres. y alquileres (190)",3,,,1,1,,,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",10,3,1,4,2,,,,,,,
"Enseñanza (192)",110,1,108,,1,,,,,,,
"Servicios sociales y de salud (193)",23,,16,6,1,,,,,,,
"Otras activ. serv.comun.soc y personales (194)",4,,,1,1,,,,,2,,
"Hogares privados con servicio doméstico (195)",87,,,1,,,,,,86,,
"Actividad economica no especificada (197)",234,,,,2,,,,,,,232
