"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia YAUYOS (000)",12764,471,1,3625,5180,806,1173,370,1138
"Agric., ganadería, caza y silvicultura (001)",6936,408,1,2938,2887,241,215,67,179
"Pesca (002)",19,,,4,10,,2,2,1
"Explotación de minas y canteras (003)",1569,1,,123,884,166,190,61,144
"Industrias manufactureras (004)",251,7,,67,115,23,19,10,10
"Suministro de electricidad, gas y agua (005)",315,,,11,102,64,74,22,42
"Construcción (006)",516,3,,65,235,66,86,14,47
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",712,16,,165,337,61,75,29,29
"Venta, mant.y rep. veh.autom.y motoc. (008)",18,,,1,2,4,7,1,3
"Comercio al por mayor (009)",24,,,2,11,1,7,1,2
"Comercio al por menor (010)",670,16,,162,324,56,61,27,24
"Hoteles y restaurantes (011)",259,1,,58,124,24,24,15,13
"Trans., almac. y comunicaciones (012)",212,1,,16,118,26,21,12,18
"Intermediación financiera (013)",6,,,1,,,1,2,2
"Activid.inmobil., empres. y de alquiler (014)",88,1,,2,18,12,22,17,16
"Admin.pub. y defensa; p. segur.soc.afil (015)",439,1,,31,110,43,101,46,107
"Enseñanza (016)",837,,,3,28,34,271,47,454
"Servicios sociales y de salud (017)",101,,,,6,10,33,9,43
"Otras activ. serv.comun.soc y personales (018)",104,1,,14,40,8,20,7,14
"Hogares privados con servicio doméstico (019)",123,6,,31,73,9,4,,
"Actividad economica no especificada (021)",277,25,,96,93,19,15,10,19
"Hombres (022)",8543,101,,2006,3871,639,843,288,795
"Agric., ganadería, caza y silvicultura (023)",4372,91,,1628,2085,203,172,56,137
"Pesca (024)",16,,,3,8,,2,2,1
"Explotación de minas y canteras (025)",1560,1,,123,884,165,187,61,139
"Industrias manufactureras (026)",193,4,,46,94,19,14,9,7
"Suministro de electricidad, gas y agua (027)",297,,,10,90,62,74,22,39
"Construcción (028)",505,3,,65,229,64,86,14,44
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",311,,,56,159,30,35,14,17
"Venta, mant.y rep. veh.autom.y motoc. (030)",17,,,1,2,4,7,1,2
"Comercio al por mayor (031)",13,,,1,5,1,4,,2
"Comercio al por menor (032)",281,,,54,152,25,24,13,13
"Hoteles y restaurantes (033)",74,,,8,30,8,14,8,6
"Trans., almac. y comunicaciones (034)",205,1,,15,115,25,21,11,17
"Intermediación financiera (035)",4,,,,,,,2,2
"Activid.inmobil., empres. y de alquiler (036)",74,,,1,14,12,18,15,14
"Admin.pub. y defensa; p. segur.soc.afil (037)",295,,,19,83,18,65,34,76
"Enseñanza (038)",440,,,2,14,14,129,26,255
"Servicios sociales y de salud (039)",46,,,,4,7,10,4,21
"Otras activ. serv.comun.soc y personales (040)",51,,,6,21,3,6,6,9
"Hogares privados con servicio doméstico (041)",6,,,2,4,,,,
"Actividad economica no especificada (043)",94,1,,22,37,9,10,4,11
"Mujeres (044)",4221,370,1,1619,1309,167,330,82,343
"Agric., ganadería, caza y silvicultura (045)",2564,317,1,1310,802,38,43,11,42
"Pesca (046)",3,,,1,2,,,,
