"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia MELGAR (000)",70392,3449,9031,9901,7710,11254,9117,14476,5454
"Sin nivel (001)",10860,3449,1043,51,49,161,317,2671,3119
"Educación inicial (002)",1936,,1867,36,5,17,11,,
"Primaria (003)",28983,,6121,6545,1122,2418,3504,7290,1983
"Secundaria (004)",20623,,,3269,5933,5393,3117,2681,230
"Superior no univ. incompleto (005)",2206,,,,364,1119,400,305,18
"Superior no univ. completo (006)",2455,,,,,991,876,550,38
"Superior univ. incompleto (007)",1390,,,,237,693,232,219,9
"Superior univ. completo (008)",1939,,,,,462,660,760,57
"Hombres (010)",34195,1737,4453,5109,3777,5426,4224,6970,2499
"Sin nivel (011)",3683,1737,520,27,17,49,74,463,796
"Educación inicial (012)",951,,920,20,2,4,5,,
"Primaria (013)",13317,,3013,3365,406,697,1022,3357,1457
"Secundaria (014)",11436,,,1697,3069,2845,1791,1869,165
"Superior no univ. incompleto (015)",1266,,,,159,626,259,212,10
"Superior no univ. completo (016)",1400,,,,,510,505,358,27
"Superior univ. incompleto (017)",880,,,,124,436,148,166,6
"Superior univ. completo (018)",1262,,,,,259,420,545,38
"Mujeres (020)",36197,1712,4578,4792,3933,5828,4893,7506,2955
"Sin nivel (021)",7177,1712,523,24,32,112,243,2208,2323
"Educación inicial (022)",985,,947,16,3,13,6,,
"Primaria (023)",15666,,3108,3180,716,1721,2482,3933,526
"Secundaria (024)",9187,,,1572,2864,2548,1326,812,65
"Superior no univ. incompleto (025)",940,,,,205,493,141,93,8
"Superior no univ. completo (026)",1055,,,,,481,371,192,11
"Superior univ. incompleto (027)",510,,,,113,257,84,53,3
"Superior univ. completo (028)",677,,,,,203,240,215,19
,,,,,,,,,
"URBANA (030)",33572,1489,4217,4883,4013,5592,4704,6473,2201
"Sin nivel (031)",4218,1489,415,29,19,50,116,901,1199
"Educación inicial (032)",878,,852,14,3,5,4,,
"Primaria (033)",11397,,2950,2849,280,650,1270,2633,765
"Secundaria (034)",10961,,,1991,3245,2495,1640,1447,143
"Superior no univ. incompleto (035)",1596,,,,287,792,292,211,14
