"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. completo (036)",1962,,,,,754,698,479,31
"Superior univ. incompleto (037)",1053,,,,179,509,170,186,9
"Superior univ. completo (038)",1507,,,,,337,514,616,40
"Hombres (040)",16089,729,2073,2516,1989,2654,2101,3100,927
"Sin nivel (041)",1414,729,211,21,9,14,20,137,273
"Educación inicial (042)",438,,424,8,2,2,2,,
"Primaria (043)",5091,,1438,1478,107,159,331,1073,505
"Secundaria (044)",5689,,,1009,1665,1217,808,899,91
"Superior no univ. incompleto (045)",849,,,,117,415,173,138,6
"Superior no univ. completo (046)",1036,,,,,358,365,292,21
"Superior univ. incompleto (047)",647,,,,89,313,99,140,6
"Superior univ. completo (048)",925,,,,,176,303,421,25
"Mujeres (050)",17483,760,2144,2367,2024,2938,2603,3373,1274
"Sin nivel (051)",2804,760,204,8,10,36,96,764,926
"Educación inicial (052)",440,,428,6,1,3,2,,
"Primaria (053)",6306,,1512,1371,173,491,939,1560,260
"Secundaria (054)",5272,,,982,1580,1278,832,548,52
"Superior no univ. incompleto (055)",747,,,,170,377,119,73,8
"Superior no univ. completo (056)",926,,,,,396,333,187,10
"Superior univ. incompleto (057)",406,,,,90,196,71,46,3
"Superior univ. completo (058)",582,,,,,161,211,195,15
,,,,,,,,,
"RURAL (060)",36820,1960,4814,5018,3697,5662,4413,8003,3253
"Sin nivel (061)",6642,1960,628,22,30,111,201,1770,1920
"Educación inicial (062)",1058,,1015,22,2,12,7,,
"Primaria (063)",17586,,3171,3696,842,1768,2234,4657,1218
"Secundaria (064)",9662,,,1278,2688,2898,1477,1234,87
"Superior no univ. incompleto (065)",610,,,,77,327,108,94,4
"Superior no univ. completo (066)",493,,,,,237,178,71,7
"Superior univ. incompleto (067)",337,,,,58,184,62,33,
"Superior univ. completo (068)",432,,,,,125,146,144,17
"Hombres (070)",18106,1008,2380,2593,1788,2772,2123,3870,1572
"Sin nivel (071)",2269,1008,309,6,8,35,54,326,523
"Educación inicial (072)",513,,496,12,,2,3,,
"Primaria (073)",8226,,1575,1887,299,538,691,2284,952
"Secundaria (074)",5747,,,688,1404,1628,983,970,74
"Superior no univ. incompleto (075)",417,,,,42,211,86,74,4
"Superior no univ. completo (076)",364,,,,,152,140,66,6
"Superior univ. incompleto (077)",233,,,,35,123,49,26,
"Superior univ. completo (078)",337,,,,,83,117,124,13
"Mujeres (080)",18714,952,2434,2425,1909,2890,2290,4133,1681
"Sin nivel (081)",4373,952,319,16,22,76,147,1444,1397
"Educación inicial (082)",545,,519,10,2,10,4,,
"Primaria (083)",9360,,1596,1809,543,1230,1543,2373,266
"Secundaria (084)",3915,,,590,1284,1270,494,264,13
"Superior no univ. incompleto (085)",193,,,,35,116,22,20,
"Superior no univ. completo (086)",129,,,,,85,38,5,1
"Superior univ. incompleto (087)",104,,,,23,61,13,7,
"Superior univ. completo (088)",95,,,,,42,29,20,4
