"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia HUACAYBAMBA (000)",20408,20054,269,85
"Hombres (001)",10201,10088,67,46
"Mujeres (002)",10207,9966,202,39
"Menores de 1 año (003)",432,391,20,21
"Hombres (004)",214,193,10,11
"Mujeres (005)",218,198,10,10
"De 1 a 5 años (006)",2900,2797,47,56
"Hombres (007)",1475,1430,15,30
"Mujeres (008)",1425,1367,32,26
"De 6 a 14 años (009)",5640,5627,9,4
"Hombres (010)",2878,2869,6,3
"Mujeres (011)",2762,2758,3,1
"De 15 a 29 años (012)",4304,4289,14,1
"Hombres (013)",2177,2172,4,1
"Mujeres (014)",2127,2117,10,
"De 30 a 44 años (015)",3428,3411,16,1
"Hombres (016)",1658,1653,5,
"Mujeres (017)",1770,1758,11,1
"De 45 a 64 años (018)",2494,2438,55,1
"Hombres (019)",1234,1225,8,1
"Mujeres (020)",1260,1213,47,
"De 65 a más años (021)",1210,1101,108,1
"Hombres (022)",565,546,19,
"Mujeres (023)",645,555,89,1
,,,,
"URBANA (024)",3704,3672,14,18
"Hombres (025)",1864,1853,1,10
"Mujeres (026)",1840,1819,13,8
"Menores de 1 año (027)",64,61,2,1
"Hombres (028)",27,27,,
"Mujeres (029)",37,34,2,1
"De 1 a 5 años (030)",420,406,,14
"Hombres (031)",204,195,,9
"Mujeres (032)",216,211,,5
"De 6 a 14 años (033)",953,951,,2
"Hombres (034)",483,482,,1
"Mujeres (035)",470,469,,1
"De 15 a 29 años (036)",831,831,,
"Hombres (037)",418,418,,
"Mujeres (038)",413,413,,
"De 30 a 44 años (039)",745,743,2,
"Hombres (040)",373,372,1,
"Mujeres (041)",372,371,1,
"De 45 a 64 años (042)",489,485,4,
"Hombres (043)",265,265,,
"Mujeres (044)",224,220,4,
"De 65 a más años (045)",202,195,6,1
"Hombres (046)",94,94,,
"Mujeres (047)",108,101,6,1
,,,,
"RURAL (048)",16704,16382,255,67
"Hombres (049)",8337,8235,66,36
"Mujeres (050)",8367,8147,189,31
"Menores de 1 año (051)",368,330,18,20
"Hombres (052)",187,166,10,11
"Mujeres (053)",181,164,8,9
"De 1 a 5 años (054)",2480,2391,47,42
"Hombres (055)",1271,1235,15,21
"Mujeres (056)",1209,1156,32,21
"De 6 a 14 años (057)",4687,4676,9,2
"Hombres (058)",2395,2387,6,2
"Mujeres (059)",2292,2289,3,
"De 15 a 29 años (060)",3473,3458,14,1
"Hombres (061)",1759,1754,4,1
"Mujeres (062)",1714,1704,10,
"De 30 a 44 años (063)",2683,2668,14,1
"Hombres (064)",1285,1281,4,
"Mujeres (065)",1398,1387,10,1
"De 45 a 64 años (066)",2005,1953,51,1
"Hombres (067)",969,960,8,1
"Mujeres (068)",1036,993,43,
"De 65 a más años (069)",1008,906,102,
"Hombres (070)",471,452,19,
"Mujeres (071)",537,454,83,
