"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Primaria (033)",52,2,13,15,18,4
"Secundaria (034)",88,,55,23,7,3
"Superior no univ. incompleta (035)",12,,5,6,1,
"Superior no univ. completa (036)",9,,5,2,2,
"Superior univ. incompleta (037)",2,,,1,1,
"Superior univ. completa (038)",11,,8,2,1,
"No PEA (040)",10331,3968,2359,1529,1260,1215
"Sin nivel (041)",1079,64,66,159,282,508
"Educación inicial (042)",249,241,6,2,,
"Primaria (043)",5297,3042,379,615,670,591
"Secundaria (044)",3182,621,1645,604,234,78
"Superior no univ. incompleta (045)",211,,135,49,22,5
"Superior no univ. completa (046)",155,,64,54,17,20
"Superior univ. incompleta (047)",67,,49,10,7,1
"Superior univ. completa (048)",91,,15,36,28,12
,,,,,,
"URBANA (060)",5503,1061,1538,1368,1000,536
"Sin nivel (061)",232,11,15,24,63,119
"Educación inicial (062)",70,67,2,1,,
"Primaria (063)",1774,771,112,224,363,304
"Secundaria (064)",2145,212,978,562,326,67
"Superior no univ. incompleta (065)",275,,123,105,39,8
"Superior no univ. completa (066)",458,,144,216,78,20
"Superior univ. incompleta (067)",113,,64,34,13,2
"Superior univ. completa (068)",436,,100,202,118,16
"PEA (070)",2715,45,820,1027,663,160
"Sin nivel (071)",58,2,3,3,27,23
"Educación inicial (072)",1,,,1,,
"Primaria (073)",534,29,59,139,211,96
"Secundaria (074)",1130,14,471,392,225,28
"Superior no univ. incompleta (075)",172,,56,85,27,4
"Superior no univ. completa (076)",368,,110,188,66,4
"Superior univ. incompleta (077)",76,,32,31,12,1
"Superior univ. completa (078)",376,,89,188,95,4
"Ocupada (080)",2630,44,778,1005,648,155
"Sin nivel (081)",58,2,3,3,27,23
"Educación inicial (082)",1,,,1,,
"Primaria (083)",517,28,56,135,206,92
"Secundaria (084)",1088,14,444,384,219,27
"Superior no univ. incompleta (085)",163,,53,80,26,4
"Superior no univ. completa (086)",361,,107,186,64,4
"Superior univ. incompleta (087)",75,,32,30,12,1
"Superior univ. completa (088)",367,,83,186,94,4
"Desocupada (090)",85,1,42,22,15,5
"Primaria (093)",17,1,3,4,5,4
"Secundaria (094)",42,,27,8,6,1
"Superior no univ. incompleta (095)",9,,3,5,1,
"Superior no univ. completa (096)",7,,3,2,2,
"Superior univ. incompleta (097)",1,,,1,,
"Superior univ. completa (098)",9,,6,2,1,
"No PEA (100)",2788,1016,718,341,337,376
"Sin nivel (101)",174,9,12,21,36,96
"Educación inicial (102)",69,67,2,,,
"Primaria (103)",1240,742,53,85,152,208
"Secundaria (104)",1015,198,507,170,101,39
"Superior no univ. incompleta (105)",103,,67,20,12,4
"Superior no univ. completa (106)",90,,34,28,12,16
"Superior univ. incompleta (107)",37,,32,3,1,1
"Superior univ. completa (108)",60,,11,14,23,12
,,,,,,
"RURAL (120)",11496,3010,2664,2426,2029,1367
"Sin nivel (121)",1218,55,73,189,362,539
"Educación inicial (122)",182,175,5,2,,
"Primaria (123)",5692,2345,524,948,1139,736
"Secundaria (124)",3645,435,1783,948,399,80
"Superior no univ. incompleta (125)",227,,106,88,31,2
"Superior no univ. completa (126)",275,,96,137,34,8
"Superior univ. incompleta (127)",85,,34,30,21,
"Superior univ. completa (128)",172,,43,84,43,2
"PEA (130)",3953,58,1023,1238,1106,528
"Sin nivel (131)",313,,19,51,116,127
"Educación inicial (132)",2,1,1,,,
"Primaria (133)",1635,45,198,418,621,353
"Secundaria (134)",1478,12,645,514,266,41
"Superior no univ. incompleta (135)",119,,38,59,21,1
"Superior no univ. completa (136)",210,,66,111,29,4
"Superior univ. incompleta (137)",55,,17,23,15,
"Superior univ. completa (138)",141,,39,62,38,2
"Ocupada (140)",3862,57,978,1211,1090,526
"Sin nivel (141)",311,,18,51,115,127
"Educación inicial (142)",2,1,1,,,
"Primaria (143)",1600,44,188,407,608,353
"Secundaria (144)",1432,12,617,499,265,39
"Superior no univ. incompleta (145)",116,,36,58,21,1
"Superior no univ. completa (146)",208,,64,111,29,4
"Superior univ. incompleta (147)",54,,17,23,14,
"Superior univ. completa (148)",139,,37,62,38,2
"Desocupada (150)",91,1,45,27,16,2
"Sin nivel (151)",2,,1,,1,
"Primaria (153)",35,1,10,11,13,
"Secundaria (154)",46,,28,15,1,2
"Superior no univ. incompleta (155)",3,,2,1,,
"Superior no univ. completa (156)",2,,2,,,
"Superior univ. incompleta (157)",1,,,,1,
"Superior univ. completa (158)",2,,2,,,
"No PEA (160)",7543,2952,1641,1188,923,839
"Sin nivel (161)",905,55,54,138,246,412
"Educación inicial (162)",180,174,4,2,,
"Primaria (163)",4057,2300,326,530,518,383
"Secundaria (164)",2167,423,1138,434,133,39
"Superior no univ. incompleta (165)",108,,68,29,10,1
"Superior no univ. completa (166)",65,,30,26,5,4
"Superior univ. incompleta (167)",30,,17,7,6,
"Superior univ. completa (168)",31,,4,22,5,
