"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Sin nivel (031)",21,1,6,4,7,3
"Educación inicial (032)",5,,3,2,,
"Primaria (033)",444,31,155,127,110,21
"Secundaria (034)",351,9,229,90,23,
"Superior no univ. incompleta (035)",46,,27,15,4,
"Superior no univ. completa (036)",67,,48,15,4,
"Superior univ. incompleta (037)",15,,13,1,1,
"Superior univ. completa (038)",30,,16,7,6,1
"No PEA (040)",31618,11621,9671,4783,3389,2154
"Sin nivel (041)",1703,272,187,225,394,625
"Educación inicial (042)",1469,1402,51,16,,
"Primaria (043)",18618,8331,3572,2905,2444,1366
"Secundaria (044)",7585,1616,4327,1163,381,98
"Superior no univ. incompleta (045)",931,,729,146,44,12
"Superior no univ. completa (046)",607,,297,212,68,30
"Superior univ. incompleta (047)",493,,429,45,16,3
"Superior univ. completa (048)",212,,79,71,42,20
,,,,,,
"URBANA (060)",48808,11428,16909,10596,7054,2821
"Sin nivel (061)",1915,248,232,302,496,637
"Educación inicial (062)",1452,1337,81,34,,
"Primaria (063)",25189,8172,5578,4952,4569,1918
"Secundaria (064)",13911,1671,7596,3294,1192,158
"Superior no univ. incompleta (065)",1953,,1280,483,166,24
"Superior no univ. completa (066)",2330,,1086,902,296,46
"Superior univ. incompleta (067)",1055,,720,211,114,10
"Superior univ. completa (068)",1003,,336,418,221,28
"PEA (070)",18970,513,7775,6060,3845,777
"Sin nivel (071)",384,10,64,100,144,66
"Educación inicial (072)",60,10,32,18,,
"Primaria (073)",7742,374,2282,2235,2247,604
"Secundaria (074)",6612,119,3452,2156,823,62
"Superior no univ. incompleta (075)",1058,,580,343,123,12
"Superior no univ. completa (076)",1742,,804,692,229,17
"Superior univ. incompleta (077)",575,,302,166,100,7
"Superior univ. completa (078)",797,,259,350,179,9
"Ocupada (080)",18044,474,7309,5813,3694,754
"Sin nivel (081)",368,9,60,98,137,64
"Educación inicial (082)",55,10,29,16,,
"Primaria (083)",7328,345,2141,2117,2141,584
"Secundaria (084)",6274,110,3233,2069,800,62
"Superior no univ. incompleta (085)",1016,,557,328,119,12
"Superior no univ. completa (086)",1675,,756,677,225,17
"Superior univ. incompleta (087)",560,,289,165,99,7
"Superior univ. completa (088)",768,,244,343,173,8
"Desocupada (090)",926,39,466,247,151,23
"Sin nivel (091)",16,1,4,2,7,2
"Educación inicial (092)",5,,3,2,,
"Primaria (093)",414,29,141,118,106,20
"Secundaria (094)",338,9,219,87,23,
"Superior no univ. incompleta (095)",42,,23,15,4,
"Superior no univ. completa (096)",67,,48,15,4,
"Superior univ. incompleta (097)",15,,13,1,1,
"Superior univ. completa (098)",29,,15,7,6,1
"No PEA (100)",29838,10915,9134,4536,3209,2044
"Sin nivel (101)",1531,238,168,202,352,571
"Educación inicial (102)",1392,1327,49,16,,
"Primaria (103)",17447,7798,3296,2717,2322,1314
"Secundaria (104)",7299,1552,4144,1138,369,96
"Superior no univ. incompleta (105)",895,,700,140,43,12
"Superior no univ. completa (106)",588,,282,210,67,29
"Superior univ. incompleta (107)",480,,418,45,14,3
"Superior univ. completa (108)",206,,77,68,42,19
,,,,,,
"RURAL (120)",3234,762,1165,617,491,199
"Sin nivel (121)",246,35,30,33,73,75
"Educación inicial (122)",79,76,3,,,
"Primaria (123)",2102,577,634,433,342,116
"Secundaria (124)",617,74,372,108,57,6
"Superior no univ. incompleta (125)",72,,51,15,6,
"Superior no univ. completa (126)",82,,54,21,6,1
"Superior univ. incompleta (127)",20,,16,2,2,
"Superior univ. completa (128)",16,,5,5,5,1
"PEA (130)",1454,56,628,370,311,89
"Sin nivel (131)",74,1,11,10,31,21
"Educación inicial (132)",2,1,1,,,
"Primaria (133)",931,44,358,245,220,64
"Secundaria (134)",331,10,189,83,45,4
"Superior no univ. incompleta (135)",36,,22,9,5,
"Superior no univ. completa (136)",63,,39,19,5,
"Superior univ. incompleta (137)",7,,5,2,,
"Superior univ. completa (138)",10,,3,2,5,
"Ocupada (140)",1401,54,597,356,307,87
"Sin nivel (141)",69,1,9,8,31,20
"Educación inicial (142)",2,1,1,,,
"Primaria (143)",901,42,344,236,216,63
"Secundaria (144)",318,10,179,80,45,4
"Superior no univ. incompleta (145)",32,,18,9,5,
"Superior no univ. completa (146)",63,,39,19,5,
"Superior univ. incompleta (147)",7,,5,2,,
"Superior univ. completa (148)",9,,2,2,5,
"Desocupada (150)",53,2,31,14,4,2
"Sin nivel (151)",5,,2,2,,1
"Primaria (153)",30,2,14,9,4,1
"Secundaria (154)",13,,10,3,,
"Superior no univ. incompleta (155)",4,,4,,,
"Superior univ. completa (158)",1,,1,,,
"No PEA (160)",1780,706,537,247,180,110
"Sin nivel (161)",172,34,19,23,42,54
"Educación inicial (162)",77,75,2,,,
"Primaria (163)",1171,533,276,188,122,52
"Secundaria (164)",286,64,183,25,12,2
"Superior no univ. incompleta (165)",36,,29,6,1,
"Superior no univ. completa (166)",19,,15,2,1,1
"Superior univ. incompleta (167)",13,,11,,2,
"Superior univ. completa (168)",6,,2,3,,1
