"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia YAROWILCA (000)",32380,31951,262,167
"Hombres (001)",15658,15487,82,89
"Mujeres (002)",16722,16464,180,78
"Menores de 1 año (003)",596,513,44,39
"Hombres (004)",303,260,21,22
"Mujeres (005)",293,253,23,17
"De 1 a 5 años (006)",4584,4404,62,118
"Hombres (007)",2354,2262,29,63
"Mujeres (008)",2230,2142,33,55
"De 6 a 14 años (009)",8763,8752,6,5
"Hombres (010)",4391,4387,2,2
"Mujeres (011)",4372,4365,4,3
"De 15 a 29 años (012)",7064,7060,4,
"Hombres (013)",3362,3362,,
"Mujeres (014)",3702,3698,4,
"De 30 a 44 años (015)",4949,4942,7,
"Hombres (016)",2267,2264,3,
"Mujeres (017)",2682,2678,4,
"De 45 a 64 años (018)",4384,4355,29,
"Hombres (019)",1999,1993,6,
"Mujeres (020)",2385,2362,23,
"De 65 a más años (021)",2040,1925,110,5
"Hombres (022)",982,959,21,2
"Mujeres (023)",1058,966,89,3
,,,,
"URBANA (024)",7924,7839,41,44
"Hombres (025)",3911,3880,10,21
"Mujeres (026)",4013,3959,31,23
"Menores de 1 año (027)",133,116,9,8
"Hombres (028)",69,61,3,5
"Mujeres (029)",64,55,6,3
"De 1 a 5 años (030)",1070,1019,15,36
"Hombres (031)",546,524,6,16
"Mujeres (032)",524,495,9,20
"De 6 a 14 años (033)",1983,1981,2,
"Hombres (034)",1010,1009,1,
"Mujeres (035)",973,972,1,
"De 15 a 29 años (036)",1923,1923,,
"Hombres (037)",941,941,,
"Mujeres (038)",982,982,,
"De 30 a 44 años (039)",1377,1377,,
"Hombres (040)",655,655,,
"Mujeres (041)",722,722,,
"De 45 a 64 años (042)",1017,1015,2,
"Hombres (043)",486,486,,
"Mujeres (044)",531,529,2,
"De 65 a más años (045)",421,408,13,
"Hombres (046)",204,204,,
"Mujeres (047)",217,204,13,
,,,,
"RURAL (048)",24456,24112,221,123
"Hombres (049)",11747,11607,72,68
"Mujeres (050)",12709,12505,149,55
"Menores de 1 año (051)",463,397,35,31
"Hombres (052)",234,199,18,17
"Mujeres (053)",229,198,17,14
"De 1 a 5 años (054)",3514,3385,47,82
"Hombres (055)",1808,1738,23,47
"Mujeres (056)",1706,1647,24,35
"De 6 a 14 años (057)",6780,6771,4,5
"Hombres (058)",3381,3378,1,2
"Mujeres (059)",3399,3393,3,3
"De 15 a 29 años (060)",5141,5137,4,
"Hombres (061)",2421,2421,,
"Mujeres (062)",2720,2716,4,
"De 30 a 44 años (063)",3572,3565,7,
"Hombres (064)",1612,1609,3,
"Mujeres (065)",1960,1956,4,
"De 45 a 64 años (066)",3367,3340,27,
"Hombres (067)",1513,1507,6,
"Mujeres (068)",1854,1833,21,
"De 65 a más años (069)",1619,1517,97,5
"Hombres (070)",778,755,21,2
"Mujeres (071)",841,762,76,3
