"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia MOYOBAMBA (000)",81900,14263,17352,18131,13769,8681,9704
"Conviviente (001)",26578,648,6025,9263,6035,2770,1837
"Separado(a) (002)",2120,28,313,445,506,419,409
"Casado(a) (003)",21275,68,1171,4633,5649,4540,5214
"Viudo(a) (004)",2172,9,28,70,164,285,1616
"Divorciado(a) (005)",315,,21,39,63,87,105
"Soltero(a) (006)",29440,13510,9794,3681,1352,580,523
"Hombres (008)",42660,7360,8932,9269,7254,4726,5119
"Conviviente (009)",13155,131,2173,4697,3392,1651,1111
"Separado(a) (010)",652,4,45,118,160,163,162
"Casado(a) (011)",10522,26,301,1951,2772,2422,3050
"Viudo(a) (012)",579,3,8,15,51,76,426
"Divorciado(a) (013)",138,,8,14,26,37,53
"Soltero(a) (014)",17614,7196,6397,2474,853,377,317
"Mujeres (016)",39240,6903,8420,8862,6515,3955,4585
"Conviviente (017)",13423,517,3852,4566,2643,1119,726
"Separado(a) (018)",1468,24,268,327,346,256,247
"Casado(a) (019)",10753,42,870,2682,2877,2118,2164
"Viudo(a) (020)",1593,6,20,55,113,209,1190
"Divorciado(a) (021)",177,,13,25,37,50,52
"Soltero(a) (022)",11826,6314,3397,1207,499,203,206
,,,,,,,
"URBANA (024)",51160,8671,9916,10968,9005,5816,6784
"Conviviente (025)",14630,263,2803,5182,3606,1658,1118
"Separado(a) (026)",1534,21,205,325,375,305,303
"Casado(a) (027)",14045,42,500,2682,3879,3203,3739
"Viudo(a) (028)",1463,6,18,35,97,165,1142
"Divorciado(a) (029)",227,,13,28,42,62,82
"Soltero(a) (030)",19261,8339,6377,2716,1006,423,400
"Hombres (032)",25651,4392,4836,5322,4529,3115,3457
"Conviviente (033)",7154,78,952,2493,1985,987,659
"Separado(a) (034)",441,4,29,83,102,104,119
"Casado(a) (035)",6914,21,126,1059,1835,1714,2159
"Viudo(a) (036)",345,2,6,7,25,39,266
"Divorciado(a) (037)",98,,4,8,17,25,44
"Soltero(a) (038)",10699,4287,3719,1672,565,246,210
"Mujeres (040)",25509,4279,5080,5646,4476,2701,3327
"Conviviente (041)",7476,185,1851,2689,1621,671,459
"Separado(a) (042)",1093,17,176,242,273,201,184
"Casado(a) (043)",7131,21,374,1623,2044,1489,1580
"Viudo(a) (044)",1118,4,12,28,72,126,876
"Divorciado(a) (045)",129,,9,20,25,37,38
"Soltero(a) (046)",8562,4052,2658,1044,441,177,190
,,,,,,,
"RURAL (048)",30740,5592,7436,7163,4764,2865,2920
"Conviviente (049)",11948,385,3222,4081,2429,1112,719
"Separado(a) (050)",586,7,108,120,131,114,106
"Casado(a) (051)",7230,26,671,1951,1770,1337,1475
"Viudo(a) (052)",709,3,10,35,67,120,474
"Divorciado(a) (053)",88,,8,11,21,25,23
"Soltero(a) (054)",10179,5171,3417,965,346,157,123
"Hombres (056)",17009,2968,4096,3947,2725,1611,1662
"Conviviente (057)",6001,53,1221,2204,1407,664,452
"Separado(a) (058)",211,,16,35,58,59,43
"Casado(a) (059)",3608,5,175,892,937,708,891
"Viudo(a) (060)",234,1,2,8,26,37,160
"Divorciado(a) (061)",40,,4,6,9,12,9
"Soltero(a) (062)",6915,2909,2678,802,288,131,107
"Mujeres (064)",13731,2624,3340,3216,2039,1254,1258
"Conviviente (065)",5947,332,2001,1877,1022,448,267
"Separado(a) (066)",375,7,92,85,73,55,63
"Casado(a) (067)",3622,21,496,1059,833,629,584
"Viudo(a) (068)",475,2,8,27,41,83,314
"Divorciado(a) (069)",48,,4,5,12,13,14
"Soltero(a) (070)",3264,2262,739,163,58,26,16
