"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. incompleto (035)",3918,,,,630,1440,886,869,93
"Superior no univ. completo (036)",5035,,,,,1514,1614,1730,177
"Superior univ. incompleto (037)",5169,,,,1006,2296,851,959,57
"Superior univ. completo (038)",6874,,,,,1797,2165,2647,265
"Hombres (040)",53764,2083,5004,5934,5696,9553,7922,12897,4675
"Sin nivel (041)",3290,2083,321,37,40,86,87,271,365
"Educación inicial (042)",1408,,1334,37,11,22,4,,
"Primaria (043)",16155,,3349,3572,490,940,986,3767,3051
"Secundaria (044)",22590,,,2288,4424,5228,4327,5467,856
"Superior no univ. incompleto (045)",2030,,,,317,729,416,506,62
"Superior no univ. completo (046)",2253,,,,,645,669,820,119
"Superior univ. incompleto (047)",2597,,,,414,1112,431,595,45
"Superior univ. completo (048)",3441,,,,,791,1002,1471,177
"Mujeres (050)",54354,2069,4905,5862,5611,9706,8438,13401,4362
"Sin nivel (051)",5330,2069,265,31,32,128,174,1238,1393
"Educación inicial (052)",1296,,1228,33,5,19,11,,
"Primaria (053)",17354,,3412,3405,418,980,1456,5326,2357
"Secundaria (054)",19699,,,2393,4251,4809,3799,4024,423
"Superior no univ. incompleto (055)",1888,,,,313,711,470,363,31
"Superior no univ. completo (056)",2782,,,,,869,945,910,58
"Superior univ. incompleto (057)",2572,,,,592,1184,420,364,12
"Superior univ. completo (058)",3433,,,,,1006,1163,1176,88
,,,,,,,,,
"RURAL (060)",18402,786,1754,2111,1993,3526,2751,4060,1421
"Sin nivel (061)",2915,786,132,28,25,118,304,840,682
"Educación inicial (062)",465,,442,8,1,7,7,,
"Primaria (063)",6729,,1180,1403,288,668,797,1796,597
"Secundaria (064)",6806,,,672,1535,2091,1324,1075,109
"Superior no univ. incompleto (065)",395,,,,56,174,80,79,6
"Superior no univ. completo (066)",298,,,,,131,83,77,7
"Superior univ. incompleto (067)",458,,,,88,231,67,65,7
"Superior univ. completo (068)",336,,,,,106,89,128,13
"Hombres (070)",9704,383,924,1108,1058,1868,1475,2122,766
"Sin nivel (071)",1076,383,69,20,11,32,95,246,220
"Educación inicial (072)",233,,222,8,,3,,,
"Primaria (073)",3633,,633,762,170,317,384,933,434
"Secundaria (074)",3935,,,318,795,1193,824,721,84
"Superior no univ. incompleto (075)",231,,,,28,90,51,56,6
"Superior no univ. completo (076)",133,,,,,49,38,41,5
"Superior univ. incompleto (077)",282,,,,54,132,47,42,7
"Superior univ. completo (078)",181,,,,,52,36,83,10
"Mujeres (080)",8698,403,830,1003,935,1658,1276,1938,655
"Sin nivel (081)",1839,403,63,8,14,86,209,594,462
"Educación inicial (082)",232,,220,,1,4,7,,
"Primaria (083)",3096,,547,641,118,351,413,863,163
"Secundaria (084)",2871,,,354,740,898,500,354,25
"Superior no univ. incompleto (085)",164,,,,28,84,29,23,
"Superior no univ. completo (086)",165,,,,,82,45,36,2
"Superior univ. incompleto (087)",176,,,,34,99,20,23,
"Superior univ. completo (088)",155,,,,,54,53,45,3
