"CUADRO Nº 23: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CELENDIN (000)",23866,2766,3391,13533,334,3124,718
"Agric., ganadería, caza y silvicultura (001)",14731,11,2128,9744,233,2615,
"Explotación de minas y canteras (003)",42,6,35,,,1,
"Industrias manufactureras (004)",1534,11,198,1189,18,118,
"Suministro de electricidad, gas y agua (005)",19,7,11,1,,,
"Construcción (006)",779,27,579,135,17,21,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1627,168,17,1240,21,181,
"Venta, mant.y rep. veh.autom.y motoc. (008)",113,6,13,84,4,6,
"Comercio al por mayor (009)",57,8,,39,7,3,
"Comercio al por menor (010)",1457,154,4,1117,10,172,
"Hoteles y restaurantes (011)",398,92,11,250,11,34,
"Trans., almac. y comunicaciones (012)",511,138,51,302,11,9,
"Intermediación financiera (013)",17,15,,1,1,,
"Activid.inmobil., empres. y alquileres (014)",137,86,15,34,2,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",369,259,110,,,,
"Enseñanza (016)",1608,1508,,93,,7,
"Servicios sociales y de salud (017)",169,143,,25,,1,
"Otras activ. serv.comun.soc y personales (018)",362,144,82,119,2,15,
"Hogares privados con servicio doméstico (019)",718,,,,,,718
"Actividad economica no especificada (021)",845,151,154,400,18,122,
"Hombres (022)",18144,1462,2909,11058,287,2397,31
"Agric., ganadería, caza y silvicultura (023)",13733,11,1839,9406,221,2256,
"Explotación de minas y canteras (025)",41,5,35,,,1,
"Industrias manufactureras (026)",426,7,110,274,12,23,
"Suministro de electricidad, gas y agua (027)",15,4,10,1,,,
"Construcción (028)",771,26,575,133,17,20,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",787,67,17,646,14,43,
"Venta, mant.y rep. veh.autom.y motoc. (030)",104,5,13,78,4,4,
"Comercio al por mayor (031)",36,2,,31,3,,
"Comercio al por menor (032)",647,60,4,537,7,39,
"Hoteles y restaurantes (033)",72,26,5,33,4,4,
"Trans., almac. y comunicaciones (034)",474,111,49,298,8,8,
"Intermediación financiera (035)",15,13,,1,1,,
"Activid.inmobil., empres. y alquileres (036)",89,51,8,28,2,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",284,194,90,,,,
"Enseñanza (038)",770,730,,34,,6,
"Servicios sociales y de salud (039)",74,54,,20,,,
"Otras activ. serv.comun.soc y personales (040)",221,82,63,64,2,10,
"Hogares privados con servicio doméstico (041)",31,,,,,,31
"Actividad economica no especificada (043)",341,81,108,120,6,26,
"Mujeres (044)",5722,1304,482,2475,47,727,687
"Agric., ganadería, caza y silvicultura (045)",998,,289,338,12,359,
"Explotación de minas y canteras (047)",1,1,,,,,
"Industrias manufactureras (048)",1108,4,88,915,6,95,
"Suministro de electricidad, gas y agua (049)",4,3,1,,,,
"Construcción (050)",8,1,4,2,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",840,101,,594,7,138,
"Venta, mant.y rep. veh.autom.y motoc. (052)",9,1,,6,,2,
"Comercio al por mayor (053)",21,6,,8,4,3,
"Comercio al por menor (054)",810,94,,580,3,133,
"Hoteles y restaurantes (055)",326,66,6,217,7,30,
"Trans., almac. y comunicaciones (056)",37,27,2,4,3,1,
"Intermediación financiera (057)",2,2,,,,,
"Activid.inmobil., empres. y alquileres (058)",48,35,7,6,,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",85,65,20,,,,
"Enseñanza (060)",838,778,,59,,1,
"Servicios sociales y de salud (061)",95,89,,5,,1,
"Otras activ. serv.comun.soc y personales (062)",141,62,19,55,,5,
"Hogares privados con servicio doméstico (063)",687,,,,,,687
"Actividad economica no especificada (065)",504,70,46,280,12,96,
,,,,,,,
"URBANA (066)",7208,2294,923,3150,84,427,330
"Agric., ganadería, caza y silvicultura (067)",1333,6,262,879,13,173,
"Explotación de minas y canteras (069)",14,5,9,,,,
"Industrias manufactureras (070)",605,7,105,456,12,25,
"Suministro de electricidad, gas y agua (071)",12,6,6,,,,
"Construcción (072)",479,25,341,99,9,5,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1356,140,15,1024,19,158,
"Venta, mant.y rep. veh.autom.y motoc. (074)",102,4,11,77,4,6,
"Comercio al por mayor (075)",45,7,,28,7,3,
"Comercio al por menor (076)",1209,129,4,919,8,149,
"Hoteles y restaurantes (077)",234,73,5,130,7,19,
"Trans., almac. y comunicaciones (078)",427,121,34,253,11,8,
"Intermediación financiera (079)",16,15,,,1,,
"Activid.inmobil., empres. y alquileres (080)",127,81,11,33,2,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",286,223,63,,,,
"Enseñanza (082)",1339,1264,,72,,3,
"Servicios sociales y de salud (083)",130,109,,20,,1,
"Otras activ. serv.comun.soc y personales (084)",243,108,44,81,2,8,
"Hogares privados con servicio doméstico (085)",330,,,,,,330
"Actividad economica no especificada (087)",277,111,28,103,8,27,
"Hombres (088)",4369,1181,822,2056,59,239,12
"Agric., ganadería, caza y silvicultura (089)",1237,6,237,833,10,151,
"Explotación de minas y canteras (091)",13,4,9,,,,
"Industrias manufactureras (092)",298,5,72,195,9,17,
"Suministro de electricidad, gas y agua (093)",9,3,6,,,,
"Construcción (094)",472,24,337,97,9,5,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",630,51,15,515,12,37,
"Venta, mant.y rep. veh.autom.y motoc. (096)",93,3,11,71,4,4,
"Comercio al por mayor (097)",26,2,,21,3,,
"Comercio al por menor (098)",511,46,4,423,5,33,
"Hoteles y restaurantes (099)",56,24,4,22,3,3,
"Trans., almac. y comunicaciones (100)",394,96,33,249,8,8,
"Intermediación financiera (101)",14,13,,,1,,
"Activid.inmobil., empres. y alquileres (102)",81,47,5,27,2,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",210,163,47,,,,
"Enseñanza (104)",620,587,,30,,3,
"Servicios sociales y de salud (105)",58,40,,18,,,
"Otras activ. serv.comun.soc y personales (106)",135,58,33,37,2,5,
"Hogares privados con servicio doméstico (107)",12,,,,,,12
"Actividad economica no especificada (109)",130,60,24,33,3,10,
"Mujeres (110)",2839,1113,101,1094,25,188,318
"Agric., ganadería, caza y silvicultura (111)",96,,25,46,3,22,
"Explotación de minas y canteras (113)",1,1,,,,,
"Industrias manufactureras (114)",307,2,33,261,3,8,
"Suministro de electricidad, gas y agua (115)",3,3,,,,,
"Construcción (116)",7,1,4,2,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",726,89,,509,7,121,
"Venta, mant.y rep. veh.autom.y motoc. (118)",9,1,,6,,2,
"Comercio al por mayor (119)",19,5,,7,4,3,
"Comercio al por menor (120)",698,83,,496,3,116,
"Hoteles y restaurantes (121)",178,49,1,108,4,16,
"Trans., almac. y comunicaciones (122)",33,25,1,4,3,,
"Intermediación financiera (123)",2,2,,,,,
"Activid.inmobil., empres. y alquileres (124)",46,34,6,6,,,
