"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUAMANGA (000)",71283,1208,24633,26613,15785,3044
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",178,,14,81,79,4
"Profes., científicos e intelectuales (002)",10569,,2070,5496,2868,135
"Técnicos de nivel medio y trab. asimilados (003)",3796,2,1482,1499,748,65
"Jefes y empleados de oficina (004)",3039,,1095,1241,689,14
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",12522,170,4502,4431,2819,600
"Agricult. trabaj. calif.agrop. y pesqueros (006)",9176,30,2384,3208,2527,1027
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",5701,111,2372,2005,1004,209
"Obreros construc., conf., papel, fab., instr. (008)",6887,15,2615,2770,1332,155
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",16572,864,7037,4837,3139,695
"Otra (010)",708,,274,310,124,
"Ocupación no especificada (011)",2135,16,788,735,456,140
"Hombres (012)",43379,708,15005,15964,9695,2007
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",122,,7,57,56,2
"Profes., científicos e intelectuales (014)",5501,,949,2730,1720,102
"Técnicos de nivel medio y trab. asimilados (015)",2476,1,971,951,512,41
"Jefes y empleados de oficina (016)",1549,,425,655,457,12
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",4353,82,1738,1441,865,227
"Agricult. trabaj. calif.agrop. y pesqueros (018)",7836,23,2018,2827,2102,866
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",4606,84,1949,1622,788,163
"Obreros construc., conf., papel, fab., instr. (020)",6655,13,2524,2671,1304,143
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",8461,497,3791,2293,1501,379
"Otra (022)",648,,218,307,123,
"Ocupación no especificada (023)",1172,8,415,410,267,72
"Mujeres (024)",27904,500,9628,10649,6090,1037
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",56,,7,24,23,2
"Profes., científicos e intelectuales (026)",5068,,1121,2766,1148,33
"Técnicos de nivel medio y trab. asimilados (027)",1320,1,511,548,236,24
"Jefes y empleados de oficina (028)",1490,,670,586,232,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",8169,88,2764,2990,1954,373
"Agricult. trabaj. calif.agrop. y pesqueros (030)",1340,7,366,381,425,161
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",1095,27,423,383,216,46
