"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia HUAYLAS (000)",13886,13554,45,2519,2485,2171,3145,1952,941,296,332,51529
"De 12 a 14 años (001)",10,6,,5,1,,,,,,4,7
"De 15 a 19 años (002)",350,325,1,275,40,7,2,,,,25,384
"De 20 a 24 años (003)",1313,1195,6,715,347,104,22,1,,,118,1820
"De 25 a 29 años (004)",1630,1557,2,534,508,312,189,12,,,73,3357
"De 30 a 34 años (005)",1624,1586,3,292,456,383,361,79,11,1,38,4517
"De 35 a 39 años (006)",1616,1592,,172,349,344,494,182,48,3,24,5675
"De 40 a 44 años (007)",1353,1341,3,108,219,234,403,243,107,24,12,5732
"De 45 a 49 años (008)",1180,1172,3,88,142,222,313,246,115,43,8,5449
"De 50 y más años (009)",4810,4780,27,330,423,565,1361,1189,660,225,30,24588
"Sin nivel (010)",4972,4911,23,455,571,664,1368,1079,560,191,61,23431
"De 15 a 19 años (012)",50,50,,36,10,2,2,,,,,70
"De 20 a 24 años (013)",225,214,1,94,78,32,8,1,,,11,386
"De 25 a 29 años (014)",338,324,,62,100,82,74,6,,,14,864
"De 30 a 34 años (015)",404,394,2,42,82,89,139,35,5,,10,1346
"De 35 a 39 años (016)",462,457,,26,62,78,175,87,28,1,5,1972
"De 40 a 44 años (017)",445,441,1,18,33,45,144,120,64,16,4,2352
"De 45 a 49 años (018)",430,428,1,16,28,52,111,128,64,28,2,2401
"De 50 y más años (019)",2618,2603,18,161,178,284,715,702,399,146,15,14040
"Educacion Inicial (020)",43,43,,10,8,16,8,,1,,,116
"De 15 a 19 años (022)",3,3,,3,,,,,,,,3
"De 20 a 24 años (023)",8,8,,3,4,1,,,,,,14
