"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia NAZCA (000)",24276,6244,6533,8730,408,902,538,921
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",82,72,,,10,,,
"Profes., científicos e intelectuales (002)",1761,1481,,246,31,3,,
"Técnicos de nivel medio y trab. asimilados (003)",1392,956,,352,68,16,,
"Jefes y empleados de oficina (004)",1083,1076,,3,,4,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",3687,1151,45,2094,84,313,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",1690,5,11,1589,85,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",3311,,1907,1320,59,25,,
"Obreros construc.,conf.,papel, fab., instr. (008)",3134,405,1152,1519,41,17,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",6341,795,3099,1418,19,472,538,
"Otra (010)",167,167,,,,,,
"Ocupaciñn no especificada (011)",707,136,319,189,11,52,,
"Desocupado (012)",921,,,,,,,921
"Hombres (013)",16278,3501,5712,5706,270,421,79,589
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",53,45,,,8,,,
"Profes., científicos e intelectuales (015)",867,687,,155,23,2,,
"Técnicos de nivel medio y trab. asimilados (016)",971,680,,242,39,10,,
"Jefes y empleados de oficina (017)",456,454,,1,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",1461,608,10,742,25,76,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",1399,5,11,1313,70,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",3096,,1870,1151,54,21,,
"Obreros construc.,conf.,papel, fab., instr. (021)",3060,404,1131,1475,37,13,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",3678,383,2432,513,6,265,79,
"Otra (023)",162,162,,,,,,
"Ocupaciñn no especificada (024)",486,73,258,114,8,33,,
"Desocupado (025)",589,,,,,,,589
"Mujeres (026)",7998,2743,821,3024,138,481,459,332
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",29,27,,,2,,,
"Profes., científicos e intelectuales (028)",894,794,,91,8,1,,
"Técnicos de nivel medio y trab. asimilados (029)",421,276,,110,29,6,,
"Jefes y empleados de oficina (030)",627,622,,2,,3,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",2226,543,35,1352,59,237,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",291,,,276,15,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",215,,37,169,5,4,,
"Obreros construc.,conf.,papel, fab., instr. (034)",74,1,21,44,4,4,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",2663,412,667,905,13,207,459,
"Otra (036)",5,5,,,,,,
"Ocupaciñn no especificada (037)",221,63,61,75,3,19,,
"Desocupado (038)",332,,,,,,,332
,,,,,,,,
"URBANA (039)",21383,6030,5159,7796,383,711,507,797
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",77,67,,,10,,,
"Profes., científicos e intelectuales (041)",1704,1432,,242,28,2,,
"Técnicos de nivel medio y trab. asimilados (042)",1363,934,,345,68,16,,
"Jefes y empleados de oficina (043)",1057,1051,,2,,4,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",3556,1101,42,2022,83,308,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",1066,2,11,984,69,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",3119,,1821,1216,57,25,,
"Obreros construc.,conf.,papel, fab., instr. (047)",3002,395,1101,1450,39,17,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",4942,755,1989,1376,19,296,507,
"Otra (049)",166,166,,,,,,
"Ocupaciñn no especificada (050)",534,127,195,159,10,43,,
"Desocupado (051)",797,,,,,,,797
"Hombres (052)",14109,3372,4650,4959,248,312,74,494
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",51,43,,,8,,,
"Profes., científicos e intelectuales (054)",838,663,,153,21,1,,
"Técnicos de nivel medio y trab. asimilados (055)",953,667,,237,39,10,,
"Jefes y empleados de oficina (056)",440,439,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",1408,579,9,722,24,74,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",867,2,11,798,56,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",2912,,1787,1052,52,21,,
"Obreros construc.,conf.,papel, fab., instr. (060)",2931,394,1080,1409,35,13,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",2700,358,1601,495,6,166,74,
"Otra (062)",161,161,,,,,,
"Ocupaciñn no especificada (063)",354,66,162,93,7,26,,
"Desocupado (064)",494,,,,,,,494
"Mujeres (065)",7274,2658,509,2837,135,399,433,303
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",26,24,,,2,,,
"Profes., científicos e intelectuales (067)",866,769,,89,7,1,,
"Técnicos de nivel medio y trab. asimilados (068)",410,267,,108,29,6,,
"Jefes y empleados de oficina (069)",617,612,,2,,3,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",2148,522,33,1300,59,234,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",199,,,186,13,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",207,,34,164,5,4,,
"Obreros construc.,conf.,papel, fab., instr. (073)",71,1,21,41,4,4,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",2242,397,388,881,13,130,433,
"Otra (075)",5,5,,,,,,
"Ocupaciñn no especificada (076)",180,61,33,66,3,17,,
"Desocupado (077)",303,,,,,,,303
,,,,,,,,
"RURAL (078)",2893,214,1374,934,25,191,31,124
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",5,5,,,,,,
"Profes., científicos e intelectuales (080)",57,49,,4,3,1,,
"Técnicos de nivel medio y trab. asimilados (081)",29,22,,7,,,,
"Jefes y empleados de oficina (082)",26,25,,1,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",131,50,3,72,1,5,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",624,3,,605,16,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",192,,86,104,2,,,
"Obreros construc.,conf.,papel, fab., instr. (086)",132,10,51,69,2,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",1399,40,1110,42,,176,31,
"Otra (088)",1,1,,,,,,
"Ocupaciñn no especificada (089)",173,9,124,30,1,9,,
"Desocupado (090)",124,,,,,,,124
"Hombres (091)",2169,129,1062,747,22,109,5,95
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",2,2,,,,,,
"Profes., científicos e intelectuales (093)",29,24,,2,2,1,,
"Técnicos de nivel medio y trab. asimilados (094)",18,13,,5,,,,
"Jefes y empleados de oficina (095)",16,15,,1,,,,
