"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia PUNO (000)",92832,260,12425,3862,3832,9902,17712,8087,7407,26693,1358,1294
"Agric., ganadería, caza y silvicultura (001)",33624,2,44,42,2,,17370,2,35,16127,,
"Pesca (002)",766,,12,4,2,,342,,,406,,
"Explotación de minas y canteras (003)",501,3,45,17,7,,,284,26,119,,
"Industrias manufactureras (004)",7638,6,58,158,37,8,,6690,632,49,,
"Suministro de electricidad, gas y agua (005)",228,1,48,51,47,,,41,17,23,,
"Construcción (006)",4686,6,221,143,13,,,191,2903,1209,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",11581,5,132,332,53,7476,,744,74,2765,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",860,1,16,45,18,172,,528,45,35,,
"Comercio al por mayor (009)",425,,13,53,12,316,,,7,24,,
"Comercio al por menor (010)",10296,4,103,234,23,6988,,216,22,2706,,
"Hoteles y restaurantes (011)",3384,11,71,210,198,1328,,,2,1564,,
"Trans., almac. y comunicaciones (012)",6162,13,123,379,215,332,,25,3409,1666,,
"Intermediación financiera (013)",486,10,80,97,276,,,,,23,,
"Activid.inmobil., empres. y alquileres (014)",2967,5,1234,626,416,307,,39,55,285,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",5800,106,1267,530,1724,88,,31,191,505,1358,
"Enseñanza (016)",8218,82,7557,100,356,,,,23,100,,
"Servicios sociales y de salud (017)",2388,,1233,639,230,123,,27,24,112,,
"Otras activ. serv.comun.soc y personales (018)",1963,10,291,527,128,239,,13,15,740,,
"Hogares privados con servicio doméstico (019)",1000,,,,,1,,,,999,,
"Organiz. y organos extraterritoriales (020)",10,,2,1,7,,,,,,,
"Actividad economica no especificada (021)",1430,,7,6,121,,,,1,1,,1294
"Hombres (022)",51930,194,7184,2564,2021,3359,12964,3916,7044,10829,1274,581
"Agric., ganadería, caza y silvicultura (023)",18670,1,42,34,2,,12678,2,35,5876,,
"Pesca (024)",566,,9,3,1,,286,,,267,,
"Explotación de minas y canteras (025)",480,3,42,17,4,,,272,26,116,,
"Industrias manufactureras (026)",3134,6,43,110,19,2,,2574,345,35,,
"Suministro de electricidad, gas y agua (027)",190,1,34,46,30,,,41,17,21,,
"Construcción (028)",4582,5,200,135,9,,,185,2877,1171,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",3951,2,83,222,20,2114,,724,71,715,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",756,1,12,37,9,108,,517,43,29,,
"Comercio al por mayor (031)",210,,7,29,5,144,,,7,18,,
"Comercio al por menor (032)",2985,1,64,156,6,1862,,207,21,668,,
"Hoteles y restaurantes (033)",1231,9,35,112,90,566,,,2,417,,
"Trans., almac. y comunicaciones (034)",5256,6,82,222,102,191,,24,3374,1255,,
"Intermediación financiera (035)",272,8,44,54,147,,,,,19,,
"Activid.inmobil., empres. y alquileres (036)",2139,4,862,481,206,303,,37,51,195,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",4308,82,924,379,985,78,,30,184,372,1274,
"Enseñanza (038)",4508,60,4086,72,186,,,,23,81,,
"Servicios sociales y de salud (039)",934,,482,236,108,33,,19,24,32,,
"Otras activ. serv.comun.soc y personales (040)",1003,7,209,435,61,72,,8,14,197,,
"Hogares privados con servicio doméstico (041)",60,,,,,,,,,60,,
"Organiz. y organos extraterritoriales (042)",6,,,1,5,,,,,,,
"Actividad economica no especificada (043)",640,,7,5,46,,,,1,,,581
"Mujeres (044)",40902,66,5241,1298,1811,6543,4748,4171,363,15864,84,713
"Agric., ganadería, caza y silvicultura (045)",14954,1,2,8,,,4692,,,10251,,
"Pesca (046)",200,,3,1,1,,56,,,139,,
"Explotación de minas y canteras (047)",21,,3,,3,,,12,,3,,
"Industrias manufactureras (048)",4504,,15,48,18,6,,4116,287,14,,
"Suministro de electricidad, gas y agua (049)",38,,14,5,17,,,,,2,,
"Construcción (050)",104,1,21,8,4,,,6,26,38,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",7630,3,49,110,33,5362,,20,3,2050,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",104,,4,8,9,64,,11,2,6,,
"Comercio al por mayor (053)",215,,6,24,7,172,,,,6,,
"Comercio al por menor (054)",7311,3,39,78,17,5126,,9,1,2038,,
"Hoteles y restaurantes (055)",2153,2,36,98,108,762,,,,1147,,
"Trans., almac. y comunicaciones (056)",906,7,41,157,113,141,,1,35,411,,
"Intermediación financiera (057)",214,2,36,43,129,,,,,4,,
"Activid.inmobil., empres. y alquileres (058)",828,1,372,145,210,4,,2,4,90,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",1492,24,343,151,739,10,,1,7,133,84,
"Enseñanza (060)",3710,22,3471,28,170,,,,,19,,
"Servicios sociales y de salud (061)",1454,,751,403,122,90,,8,,80,,
"Otras activ. serv.comun.soc y personales (062)",960,3,82,92,67,167,,5,1,543,,
"Hogares privados con servicio doméstico (063)",940,,,,,1,,,,939,,
"Organiz. y organos extraterritoriales (064)",4,,2,,2,,,,,,,
"Actividad economica no especificada (065)",790,,,1,75,,,,,1,,713
,,,,,,,,,,,,
"URBANA (066)",53359,207,11886,3605,3532,8974,1743,4860,5642,10705,1338,867
"Agric., ganadería, caza y silvicultura (067)",3757,2,42,27,2,,1699,2,9,1974,,
"Pesca (068)",88,,11,2,2,,44,,,29,,
"Explotación de minas y canteras (069)",255,3,43,16,6,,,137,14,36,,
"Industrias manufactureras (070)",4359,6,56,148,37,8,,3730,332,42,,
"Suministro de electricidad, gas y agua (071)",219,1,47,50,47,,,39,15,20,,
"Construcción (072)",3497,6,214,137,12,,,175,2166,787,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",10458,5,131,319,53,6743,,648,58,2501,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",757,1,16,43,18,158,,455,31,35,,
"Comercio al por mayor (075)",369,,13,53,12,261,,,7,23,,
"Comercio al por menor (076)",9332,4,102,223,23,6324,,193,20,2443,,
"Hoteles y restaurantes (077)",3160,10,70,191,187,1232,,,2,1468,,
"Trans., almac. y comunicaciones (078)",5325,13,118,372,208,312,,25,2801,1476,,
"Intermediación financiera (079)",483,10,80,97,275,,,,,21,,
"Activid.inmobil., empres. y alquileres (080)",2835,5,1212,603,400,269,,39,49,258,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",5225,58,1237,508,1498,77,,27,150,332,1338,
"Enseñanza (082)",7729,78,7121,97,335,,,,13,85,,
"Servicios sociales y de salud (083)",2295,,1216,597,222,108,,25,22,105,,
"Otras activ. serv.comun.soc y personales (084)",1779,10,279,434,124,224,,13,10,685,,
"Hogares privados con servicio doméstico (085)",886,,,,,1,,,,885,,
"Organiz. y organos extraterritoriales (086)",10,,2,1,7,,,,,,,
"Actividad economica no especificada (087)",999,,7,6,117,,,,1,1,,867
"Hombres (088)",29910,150,6773,2346,1808,2985,1191,2922,5412,4649,1254,420
"Agric., ganadería, caza y silvicultura (089)",2194,1,40,20,2,,1161,2,9,959,,
"Pesca (090)",55,,8,1,1,,30,,,15,,
"Explotación de minas y canteras (091)",242,3,41,16,3,,,131,14,34,,
"Industrias manufactureras (092)",2203,6,41,103,19,2,,1838,165,29,,
"Suministro de electricidad, gas y agua (093)",181,1,33,45,30,,,39,15,18,,
"Construcción (094)",3412,5,193,129,8,,,169,2146,762,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",3493,2,82,213,20,1858,,631,56,631,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",661,1,12,35,9,100,,445,30,29,,
"Comercio al por mayor (097)",179,,7,29,5,114,,,7,17,,
"Comercio al por menor (098)",2653,1,63,149,6,1644,,186,19,585,,
"Hoteles y restaurantes (099)",1148,8,34,100,86,526,,,2,392,,
"Trans., almac. y comunicaciones (100)",4453,6,78,216,96,176,,24,2770,1087,,
"Intermediación financiera (101)",269,8,44,54,146,,,,,17,,
"Activid.inmobil., empres. y alquileres (102)",2025,4,845,460,196,265,,37,46,172,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",3838,43,897,360,823,67,,26,144,224,1254,
"Enseñanza (104)",4126,56,3754,69,168,,,,13,66,,
"Servicios sociales y de salud (105)",880,,476,206,102,28,,17,22,29,,
"Otras activ. serv.comun.soc y personales (106)",858,7,200,348,58,63,,8,9,165,,
"Hogares privados con servicio doméstico (107)",49,,,,,,,,,49,,
"Organiz. y organos extraterritoriales (108)",6,,,1,5,,,,,,,
"Actividad economica no especificada (109)",478,,7,5,45,,,,1,,,420
"Mujeres (110)",23449,57,5113,1259,1724,5989,552,1938,230,6056,84,447
"Agric., ganadería, caza y silvicultura (111)",1563,1,2,7,,,538,,,1015,,
"Pesca (112)",33,,3,1,1,,14,,,14,,
"Explotación de minas y canteras (113)",13,,2,,3,,,6,,2,,
"Industrias manufactureras (114)",2156,,15,45,18,6,,1892,167,13,,
"Suministro de electricidad, gas y agua (115)",38,,14,5,17,,,,,2,,
"Construcción (116)",85,1,21,8,4,,,6,20,25,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",6965,3,49,106,33,4885,,17,2,1870,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",96,,4,8,9,58,,10,1,6,,
"Comercio al por mayor (119)",190,,6,24,7,147,,,,6,,
"Comercio al por menor (120)",6679,3,39,74,17,4680,,7,1,1858,,
"Hoteles y restaurantes (121)",2012,2,36,91,101,706,,,,1076,,
"Trans., almac. y comunicaciones (122)",872,7,40,156,112,136,,1,31,389,,
"Intermediación financiera (123)",214,2,36,43,129,,,,,4,,
"Activid.inmobil., empres. y alquileres (124)",810,1,367,143,204,4,,2,3,86,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",1387,15,340,148,675,10,,1,6,108,84,
"Enseñanza (126)",3603,22,3367,28,167,,,,,19,,
"Servicios sociales y de salud (127)",1415,,740,391,120,80,,8,,76,,
"Otras activ. serv.comun.soc y personales (128)",921,3,79,86,66,161,,5,1,520,,
"Hogares privados con servicio doméstico (129)",837,,,,,1,,,,836,,
"Organiz. y organos extraterritoriales (130)",4,,2,,2,,,,,,,
"Actividad economica no especificada (131)",521,,,1,72,,,,,1,,447
,,,,,,,,,,,,
"RURAL (132)",39473,53,539,257,300,928,15969,3227,1765,15988,20,427
"Agric., ganadería, caza y silvicultura (133)",29867,,2,15,,,15671,,26,14153,,
"Pesca (134)",678,,1,2,,,298,,,377,,
"Explotación de minas y canteras (135)",246,,2,1,1,,,147,12,83,,
"Industrias manufactureras (136)",3279,,2,10,,,,2960,300,7,,
"Suministro de electricidad, gas y agua (137)",9,,1,1,,,,2,2,3,,
"Construcción (138)",1189,,7,6,1,,,16,737,422,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",1123,,1,13,,733,,96,16,264,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",103,,,2,,14,,73,14,,,
"Comercio al por mayor (141)",56,,,,,55,,,,1,,
"Comercio al por menor (142)",964,,1,11,,664,,23,2,263,,
"Hoteles y restaurantes (143)",224,1,1,19,11,96,,,,96,,
"Trans., almac. y comunicaciones (144)",837,,5,7,7,20,,,608,190,,
"Intermediación financiera (145)",3,,,,1,,,,,2,,
"Activid.inmobil., empres. y alquileres (146)",132,,22,23,16,38,,,6,27,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",575,48,30,22,226,11,,4,41,173,20,
"Enseñanza (148)",489,4,436,3,21,,,,10,15,,
"Servicios sociales y de salud (149)",93,,17,42,8,15,,2,2,7,,
"Otras activ. serv.comun.soc y personales (150)",184,,12,93,4,15,,,5,55,,
"Hogares privados con servicio doméstico (151)",114,,,,,,,,,114,,
"Actividad economica no especificada (153)",431,,,,4,,,,,,,427
"Hombres (154)",22020,44,411,218,213,374,11773,994,1632,6180,20,161
"Agric., ganadería, caza y silvicultura (155)",16476,,2,14,,,11517,,26,4917,,
"Pesca (156)",511,,1,2,,,256,,,252,,
"Explotación de minas y canteras (157)",238,,1,1,1,,,141,12,82,,
"Industrias manufactureras (158)",931,,2,7,,,,736,180,6,,
"Suministro de electricidad, gas y agua (159)",9,,1,1,,,,2,2,3,,
"Construcción (160)",1170,,7,6,1,,,16,731,409,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",458,,1,9,,256,,93,15,84,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",95,,,2,,8,,72,13,,,
"Comercio al por mayor (163)",31,,,,,30,,,,1,,
"Comercio al por menor (164)",332,,1,7,,218,,21,2,83,,
"Hoteles y restaurantes (165)",83,1,1,12,4,40,,,,25,,
"Trans., almac. y comunicaciones (166)",803,,4,6,6,15,,,604,168,,
"Intermediación financiera (167)",3,,,,1,,,,,2,,
"Activid.inmobil., empres. y alquileres (168)",114,,17,21,10,38,,,5,23,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",470,39,27,19,162,11,,4,40,148,20,
"Enseñanza (170)",382,4,332,3,18,,,,10,15,,
"Servicios sociales y de salud (171)",54,,6,30,6,5,,2,2,3,,
"Otras activ. serv.comun.soc y personales (172)",145,,9,87,3,9,,,5,32,,
"Hogares privados con servicio doméstico (173)",11,,,,,,,,,11,,
"Actividad economica no especificada (175)",162,,,,1,,,,,,,161
"Mujeres (176)",17453,9,128,39,87,554,4196,2233,133,9808,,266
"Agric., ganadería, caza y silvicultura (177)",13391,,,1,,,4154,,,9236,,
"Pesca (178)",167,,,,,,42,,,125,,
"Explotación de minas y canteras (179)",8,,1,,,,,6,,1,,
"Industrias manufactureras (180)",2348,,,3,,,,2224,120,1,,
"Construcción (182)",19,,,,,,,,6,13,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",665,,,4,,477,,3,1,180,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",8,,,,,6,,1,1,,,
"Comercio al por mayor (185)",25,,,,,25,,,,,,
"Comercio al por menor (186)",632,,,4,,446,,2,,180,,
"Hoteles y restaurantes (187)",141,,,7,7,56,,,,71,,
"Trans., almac. y comunicaciones (188)",34,,1,1,1,5,,,4,22,,
"Activid.inmobil., empres. y alquileres (190)",18,,5,2,6,,,,1,4,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",105,9,3,3,64,,,,1,25,,
"Enseñanza (192)",107,,104,,3,,,,,,,
"Servicios sociales y de salud (193)",39,,11,12,2,10,,,,4,,
"Otras activ. serv.comun.soc y personales (194)",39,,3,6,1,6,,,,23,,
"Hogares privados con servicio doméstico (195)",103,,,,,,,,,103,,
"Actividad economica no especificada (197)",269,,,,3,,,,,,,266
