"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia PALLASCA (000)",7867,48,743,157,216,526,2425,672,457,2390,18,215
"Agric., ganadería, caza y silvicultura (001)",3879,,3,5,2,,2417,,2,1450,,
"Pesca (002)",11,,1,1,,,8,,,1,,
"Explotación de minas y canteras (003)",573,1,23,27,14,,,381,23,104,,
"Industrias manufactureras (004)",268,,,4,3,5,,240,10,6,,
"Suministro de electricidad, gas y agua (005)",43,,,3,3,,,6,3,28,,
"Construcción (006)",560,,17,5,4,,,10,287,237,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",520,,3,14,1,388,,26,4,84,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",20,,,1,,1,,15,,3,,
"Comercio al por mayor (009)",15,,,1,,12,,,1,1,,
"Comercio al por menor (010)",485,,3,12,1,375,,11,3,80,,
"Hoteles y restaurantes (011)",169,,1,3,,120,,,,45,,
"Trans., almac. y comunicaciones (012)",120,,1,5,6,,,2,77,29,,
"Intermediación financiera (013)",2,,,1,1,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",100,,13,23,21,8,,,2,33,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",391,37,19,21,125,1,,4,42,124,18,
"Enseñanza (016)",642,10,603,1,21,,,,,7,,
"Servicios sociales y de salud (017)",73,,38,31,1,,,,3,,,
"Otras activ. serv.comun.soc y personales (018)",211,,21,13,14,4,,3,4,152,,
"Hogares privados con servicio doméstico (019)",90,,,,,,,,,90,,
"Actividad economica no especificada (021)",215,,,,,,,,,,,215
"Hombres (022)",6248,37,394,113,143,195,2289,624,448,1927,18,60
"Agric., ganadería, caza y silvicultura (023)",3527,,3,4,2,,2282,,2,1234,,
"Pesca (024)",10,,1,1,,,7,,,1,,
"Explotación de minas y canteras (025)",556,1,22,27,14,,,369,22,101,,
"Industrias manufactureras (026)",224,,,2,2,2,,204,8,6,,
"Suministro de electricidad, gas y agua (027)",40,,,3,,,,6,3,28,,
"Construcción (028)",551,,17,5,4,,,10,283,232,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",255,,2,7,1,169,,26,4,46,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",20,,,1,,1,,15,,3,,
"Comercio al por mayor (031)",11,,,,,9,,,1,1,,
"Comercio al por menor (032)",224,,2,6,1,159,,11,3,42,,
"Hoteles y restaurantes (033)",23,,,2,,15,,,,6,,
"Trans., almac. y comunicaciones (034)",111,,1,4,3,,,2,76,25,,
"Intermediación financiera (035)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (036)",81,,10,20,14,8,,,2,27,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",286,27,13,12,77,1,,4,41,93,18,
"Enseñanza (038)",324,9,295,,14,,,,,6,,
"Servicios sociales y de salud (039)",31,,12,16,,,,,3,,,
"Otras activ. serv.comun.soc y personales (040)",166,,18,10,11,,,3,4,120,,
"Hogares privados con servicio doméstico (041)",2,,,,,,,,,2,,
"Actividad economica no especificada (043)",60,,,,,,,,,,,60
"Mujeres (044)",1619,11,349,44,73,331,136,48,9,463,,155
"Agric., ganadería, caza y silvicultura (045)",352,,,1,,,135,,,216,,
"Pesca (046)",1,,,,,,1,,,,,
"Explotación de minas y canteras (047)",17,,1,,,,,12,1,3,,
"Industrias manufactureras (048)",44,,,2,1,3,,36,2,,,
"Suministro de electricidad, gas y agua (049)",3,,,,3,,,,,,,
"Construcción (050)",9,,,,,,,,4,5,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",265,,1,7,,219,,,,38,,
"Comercio al por mayor (053)",4,,,1,,3,,,,,,
"Comercio al por menor (054)",261,,1,6,,216,,,,38,,
"Hoteles y restaurantes (055)",146,,1,1,,105,,,,39,,
"Trans., almac. y comunicaciones (056)",9,,,1,3,,,,1,4,,
"Intermediación financiera (057)",1,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (058)",19,,3,3,7,,,,,6,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",105,10,6,9,48,,,,1,31,,
"Enseñanza (060)",318,1,308,1,7,,,,,1,,
"Servicios sociales y de salud (061)",42,,26,15,1,,,,,,,
"Otras activ. serv.comun.soc y personales (062)",45,,3,3,3,4,,,,32,,
"Hogares privados con servicio doméstico (063)",88,,,,,,,,,88,,
"Actividad economica no especificada (065)",155,,,,,,,,,,,155
,,,,,,,,,,,,
"URBANA (066)",4331,40,524,119,185,404,913,387,309,1287,15,148
"Agric., ganadería, caza y silvicultura (067)",1550,,3,4,2,,911,,1,629,,
"Pesca (068)",5,,1,1,,,2,,,1,,
