"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia HUALGAYOC (000)",66438,11017,13599,13263,10414,7176,10969
"Conviviente (001)",25197,336,4811,7376,5425,3467,3782
"Separado(a) (002)",2138,20,312,592,514,333,367
"Casado(a) (003)",13759,36,806,2701,3337,2633,4246
"Viudo(a) (004)",2827,1,24,108,197,344,2153
"Divorciado(a) (005)",173,,24,35,43,34,37
"Soltero(a) (006)",22344,10624,7622,2451,898,365,384
"Hombres (008)",31796,5539,6351,6270,4972,3485,5179
"Conviviente (009)",12372,82,1959,3659,2780,1800,2092
"Separado(a) (010)",269,2,24,52,56,46,89
"Casado(a) (011)",6919,12,284,1275,1685,1385,2278
"Viudo(a) (012)",702,1,6,24,37,79,555
"Divorciado(a) (013)",41,,4,2,8,13,14
"Soltero(a) (014)",11493,5442,4074,1258,406,162,151
"Mujeres (016)",34642,5478,7248,6993,5442,3691,5790
"Conviviente (017)",12825,254,2852,3717,2645,1667,1690
"Separado(a) (018)",1869,18,288,540,458,287,278
"Casado(a) (019)",6840,24,522,1426,1652,1248,1968
"Viudo(a) (020)",2125,,18,84,160,265,1598
"Divorciado(a) (021)",132,,20,33,35,21,23
"Soltero(a) (022)",10851,5182,3548,1193,492,203,233
,,,,,,,
"URBANA (024)",15840,2218,3170,3536,2808,1916,2192
"Conviviente (025)",4936,63,885,1632,1132,680,544
"Separado(a) (026)",481,7,49,142,125,83,75
"Casado(a) (027)",4359,9,186,873,1257,956,1078
"Viudo(a) (028)",498,,4,10,28,77,379
"Divorciado(a) (029)",64,,7,9,19,17,12
"Soltero(a) (030)",5502,2139,2039,870,247,103,104
"Hombres (032)",8133,1134,1559,1822,1507,1031,1080
"Conviviente (033)",2571,20,341,859,647,392,312
"Separado(a) (034)",88,1,4,23,27,14,19
"Casado(a) (035)",2318,3,54,434,690,544,593
"Viudo(a) (036)",136,,2,3,4,20,107
"Divorciado(a) (037)",23,,1,,7,8,7
"Soltero(a) (038)",2997,1110,1157,503,132,53,42
"Mujeres (040)",7707,1084,1611,1714,1301,885,1112
"Conviviente (041)",2365,43,544,773,485,288,232
"Separado(a) (042)",393,6,45,119,98,69,56
"Casado(a) (043)",2041,6,132,439,567,412,485
"Viudo(a) (044)",362,,2,7,24,57,272
"Divorciado(a) (045)",41,,6,9,12,9,5
"Soltero(a) (046)",2505,1029,882,367,115,50,62
,,,,,,,
"RURAL (048)",50598,8799,10429,9727,7606,5260,8777
"Conviviente (049)",20261,273,3926,5744,4293,2787,3238
"Separado(a) (050)",1657,13,263,450,389,250,292
"Casado(a) (051)",9400,27,620,1828,2080,1677,3168
"Viudo(a) (052)",2329,1,20,98,169,267,1774
"Divorciado(a) (053)",109,,17,26,24,17,25
"Soltero(a) (054)",16842,8485,5583,1581,651,262,280
"Hombres (056)",23663,4405,4792,4448,3465,2454,4099
"Conviviente (057)",9801,62,1618,2800,2133,1408,1780
"Separado(a) (058)",181,1,20,29,29,32,70
"Casado(a) (059)",4601,9,230,841,995,841,1685
"Viudo(a) (060)",566,1,4,21,33,59,448
"Divorciado(a) (061)",18,,3,2,1,5,7
"Soltero(a) (062)",8496,4332,2917,755,274,109,109
"Mujeres (064)",26935,4394,5637,5279,4141,2806,4678
"Conviviente (065)",10460,211,2308,2944,2160,1379,1458
"Separado(a) (066)",1476,12,243,421,360,218,222
"Casado(a) (067)",4799,18,390,987,1085,836,1483
"Viudo(a) (068)",1763,,16,77,136,208,1326
"Divorciado(a) (069)",91,,14,24,23,12,18
"Soltero(a) (070)",8346,4153,2666,826,377,153,171
