"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia MOYOBAMBA (000)",28218,27077,111,5997,5609,4624,5651,3001,1510,574,1141,94080
"De 12 a 14 años (001)",91,34,1,32,1,,,,,,57,34
"De 15 a 19 años (002)",1531,1375,16,1149,173,23,14,,,,156,1620
"De 20 a 24 años (003)",3789,3415,23,1929,1043,330,79,11,,,374,5408
"De 25 a 29 años (004)",4270,3996,14,1287,1388,799,459,48,1,,274,8711
"De 30 a 34 años (005)",3922,3809,9,643,1133,981,833,185,22,3,113,10871
"De 35 a 39 años (006)",3460,3413,10,355,741,814,1015,367,91,20,47,12006
"De 40 a 44 años (007)",2853,2820,10,181,425,610,890,481,166,57,33,11870
"De 45 a 49 años (008)",2198,2184,7,128,254,396,663,434,227,75,14,10282
"De 50 y más años (009)",6104,6031,21,293,451,671,1698,1475,1003,419,73,33278
"Sin nivel (010)",3823,3746,16,260,325,426,969,855,648,247,77,20171
"De 12 a 14 años (011)",2,1,,1,,,,,,,1,1
"De 15 a 19 años (012)",71,64,1,42,16,3,2,,,,7,91
"De 20 a 24 años (013)",150,137,,42,49,34,12,,,,13,291
"De 25 a 29 años (014)",204,196,2,28,59,58,40,8,1,,8,546
"De 30 a 34 años (015)",265,260,,26,40,69,89,26,7,3,5,961
"De 35 a 39 años (016)",330,323,1,23,26,59,116,66,26,6,7,1485
"De 40 a 44 años (017)",357,354,1,7,22,41,128,91,46,18,3,1906
"De 45 a 49 años (018)",369,366,1,22,10,36,80,105,86,26,3,2182
"De 50 y más años (019)",2075,2045,10,69,103,126,502,559,482,194,30,12708
"Educacion Inicial (020)",67,64,1,12,17,15,18,,1,,3,175
"De 15 a 19 años (022)",4,3,,2,1,,,,,,1,4
