"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia SAN MARTIN (000)",42994,274,1012,2582,4985,9156,14145,10840
"De 12 a 14 años (001)",74,,,,,,10,64
"De 15 a 19 años (002)",1616,,,,,,937,679
"De 20 a 24 años (003)",4848,,,,,15,2794,2039
"De 25 a 29 años (004)",5481,,,,,381,3269,1831
"De 30 a 34 años (005)",5529,,,,4,1064,3127,1334
"De 35 a 39 años (006)",5615,,,,119,1982,2448,1066
"De 40 a 44 años (007)",4913,,,3,479,2370,1180,881
"De 45 a 49 años (008)",3868,,,35,1013,1877,335,608
"De 50 y más años (009)",11050,274,1012,2544,3370,1467,45,2338
"Conviviente (010)",16214,18,57,240,906,3009,7985,3999
"De 12 a 14 años (011)",43,,,,,,4,39
"De 15 a 19 años (012)",1130,,,,,,640,490
"De 20 a 24 años (013)",2853,,,,,9,1922,922
"De 25 a 29 años (014)",3036,,,,,209,2060,767
"De 30 a 34 años (015)",2665,,,,1,489,1616,559
"De 35 a 39 años (016)",2265,,,,37,708,1116,404
"De 40 a 44 años (017)",1582,,,,112,730,473,267
"De 45 a 49 años (018)",1041,,,7,223,493,134,184
"De 50 y más años (019)",1599,18,57,233,533,371,20,367
"Separado(a) (020)",1932,6,38,138,312,541,467,430
"De 12 a 14 años (021)",4,,,,,,1,3
"De 15 a 19 años (022)",58,,,,,,29,29
"De 20 a 24 años (023)",136,,,,,,93,43
"De 25 a 29 años (024)",185,,,,,23,95,67
"De 30 a 34 años (025)",231,,,,1,67,106,57
"De 35 a 39 años (026)",263,,,,8,127,84,44
"De 40 a 44 años (027)",285,,,,38,145,50,52
"De 45 a 49 años (028)",212,,,,74,100,8,30
"De 50 y más años (029)",558,6,38,138,191,79,1,105
"Casado(a) (030)",16720,57,403,1422,2901,4617,4294,3026
"De 12 a 14 años (031)",5,,,,,,,5
"De 15 a 19 años (032)",121,,,,,,72,49
"De 20 a 24 años (033)",528,,,,,3,362,163
"De 25 a 29 años (034)",1173,,,,,71,796,306
"De 30 a 34 años (035)",1918,,,,2,359,1179,378
"De 35 a 39 años (036)",2480,,,,50,947,1098,385
"De 40 a 44 años (037)",2498,,,,263,1260,590,385
"De 45 a 49 años (038)",2159,,,21,564,1122,175,277
"De 50 y más años (039)",5838,57,403,1401,2022,855,22,1078
"Viudo(a) (040)",2775,164,435,645,524,268,100,639
"De 12 a 14 años (041)",1,,,,,,,1
"De 15 a 19 años (042)",6,,,,,,,6
"De 20 a 24 años (043)",12,,,,,,9,3
"De 25 a 29 años (044)",22,,,,,3,14,5
"De 30 a 34 años (045)",44,,,,,8,27,9
"De 35 a 39 años (046)",73,,,,5,32,22,14
