"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia CUTERVO (000)",138213,135867,1505,841
"Hombres (001)",69481,68530,528,423
"Mujeres (002)",68732,67337,977,418
"Menores de 1 año (003)",2598,2170,277,151
"Hombres (004)",1288,1081,141,66
"Mujeres (005)",1310,1089,136,85
"De 1 a 5 años (006)",16495,15564,318,613
"Hombres (007)",8638,8147,164,327
"Mujeres (008)",7857,7417,154,286
"De 6 a 14 años (009)",33662,33614,28,20
"Hombres (010)",17145,17126,10,9
"Mujeres (011)",16517,16488,18,11
"De 15 a 29 años (012)",34526,34473,45,8
"Hombres (013)",17367,17345,20,2
"Mujeres (014)",17159,17128,25,6
"De 30 a 44 años (015)",24322,24211,101,10
"Hombres (016)",11905,11867,33,5
"Mujeres (017)",12417,12344,68,5
"De 45 a 64 años (018)",18081,17846,224,11
"Hombres (019)",8841,8776,59,6
"Mujeres (020)",9240,9070,165,5
"De 65 a más años (021)",8529,7989,512,28
"Hombres (022)",4297,4188,101,8
"Mujeres (023)",4232,3801,411,20
,,,,
"URBANA (024)",26870,26563,183,124
"Hombres (025)",13210,13076,62,72
"Mujeres (026)",13660,13487,121,52
"Menores de 1 año (027)",469,400,46,23
"Hombres (028)",224,185,25,14
"Mujeres (029)",245,215,21,9
"De 1 a 5 años (030)",2469,2328,49,92
"Hombres (031)",1285,1206,26,53
"Mujeres (032)",1184,1122,23,39
"De 6 a 14 años (033)",5511,5503,5,3
"Hombres (034)",2794,2791,1,2
"Mujeres (035)",2717,2712,4,1
"De 15 a 29 años (036)",7308,7304,2,2
"Hombres (037)",3532,3531,,1
"Mujeres (038)",3776,3773,2,1
"De 30 a 44 años (039)",5643,5635,7,1
"Hombres (040)",2687,2686,1,
"Mujeres (041)",2956,2949,6,1
"De 45 a 64 años (042)",3806,3792,14,
"Hombres (043)",1883,1879,4,
"Mujeres (044)",1923,1913,10,
"De 65 a más años (045)",1664,1601,60,3
"Hombres (046)",805,798,5,2
"Mujeres (047)",859,803,55,1
,,,,
"RURAL (048)",111343,109304,1322,717
"Hombres (049)",56271,55454,466,351
"Mujeres (050)",55072,53850,856,366
"Menores de 1 año (051)",2129,1770,231,128
"Hombres (052)",1064,896,116,52
"Mujeres (053)",1065,874,115,76
"De 1 a 5 años (054)",14026,13236,269,521
"Hombres (055)",7353,6941,138,274
"Mujeres (056)",6673,6295,131,247
"De 6 a 14 años (057)",28151,28111,23,17
"Hombres (058)",14351,14335,9,7
"Mujeres (059)",13800,13776,14,10
"De 15 a 29 años (060)",27218,27169,43,6
"Hombres (061)",13835,13814,20,1
"Mujeres (062)",13383,13355,23,5
"De 30 a 44 años (063)",18679,18576,94,9
"Hombres (064)",9218,9181,32,5
"Mujeres (065)",9461,9395,62,4
"De 45 a 64 años (066)",14275,14054,210,11
"Hombres (067)",6958,6897,55,6
"Mujeres (068)",7317,7157,155,5
"De 65 a más años (069)",6865,6388,452,25
"Hombres (070)",3492,3390,96,6
"Mujeres (071)",3373,2998,356,19
