"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia HUARAL (000)",65436,109,4647,2726,2323,10837,7463,4282,7835,23598,286,1330
"Agric., ganadería, caza y silvicultura (001)",20674,4,76,153,61,1,7039,20,102,13218,,
"Pesca (002)",700,,8,12,12,,424,4,29,211,,
"Explotación de minas y canteras (003)",261,1,14,13,11,4,,117,29,72,,
"Industrias manufactureras (004)",4274,1,74,172,137,44,,2736,695,415,,
"Suministro de electricidad, gas y agua (005)",258,,17,39,32,,,76,52,42,,
"Construcción (006)",3017,1,35,79,8,,,194,1957,743,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",12536,4,109,438,181,8096,,1035,171,2502,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",1198,1,16,45,21,212,,774,81,48,,
"Comercio al por mayor (009)",951,2,25,91,65,591,,4,28,145,,
"Comercio al por menor (010)",10387,1,68,302,95,7293,,257,62,2309,,
"Hoteles y restaurantes (011)",3033,,37,79,85,1683,,,,1149,,
"Trans., almac. y comunicaciones (012)",6194,6,39,135,174,18,,20,4637,1165,,
"Intermediación financiera (013)",234,3,16,45,157,,,,,13,,
"Activid.inmobil., empres. y alquileres (014)",2756,5,460,541,536,545,,40,80,549,,
