"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Obreros construc., conf., papel, fab., instr. (034)",64,2,24,22,16,
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (035)",1160,85,538,329,178,30
"Otra (036)",1,,1,,,
"Ocupación no especificada (037)",191,1,84,49,50,7
"Desocupado (038)",150,10,97,33,10,
,,,,,,
"URBANA (039)",18970,513,7775,6060,3845,777
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",33,,2,15,15,1
"Profes., científicos e intelectuales (041)",906,,327,393,180,6
"Técnicos de nivel medio y trab.asimilados (042)",584,,258,204,109,13
"Jefes y empleados de oficina (043)",570,,311,184,73,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",2832,72,934,997,703,126
"Agricult.trabaj. calif. agrop. y pesqueros (045)",4655,63,1703,1395,1098,396
"Obreros y oper.minas, cant.,ind.manuf. y otros (046)",1552,59,681,510,256,46
"Obreros construc., conf., papel, fab., instr. (047)",2279,18,935,813,477,36
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (048)",4322,261,2040,1203,704,114
"Otra (049)",55,,13,30,12,
"Ocupación no especificada (050)",256,1,105,69,67,14
"Desocupado (051)",926,39,466,247,151,23
"Hombres (052)",13792,352,5535,4349,2913,643
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",28,,2,13,12,1
"Profes., científicos e intelectuales (054)",454,,118,210,120,6
"Técnicos de nivel medio y trab.asimilados (055)",345,,135,119,80,11
"Jefes y empleados de oficina (056)",204,,78,75,49,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",924,38,315,306,221,44
"Agricult.trabaj. calif. agrop. y pesqueros (058)",4557,63,1670,1372,1065,387
"Obreros y oper.minas, cant.,ind.manuf. y otros (059)",890,18,351,299,183,39
"Obreros construc., conf., papel, fab., instr. (060)",2245,18,923,800,468,36
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (061)",3241,185,1535,890,544,87
"Otra (062)",54,,12,30,12,
"Ocupación no especificada (063)",70,,24,21,18,7
"Desocupado (064)",780,30,372,214,141,23
"Mujeres (065)",5178,161,2240,1711,932,134
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",5,,,2,3,
"Profes., científicos e intelectuales (067)",452,,209,183,60,
"Técnicos de nivel medio y trab.asimilados (068)",239,,123,85,29,2
"Jefes y empleados de oficina (069)",366,,233,109,24,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",1908,34,619,691,482,82
"Agricult.trabaj. calif. agrop. y pesqueros (071)",98,,33,23,33,9
"Obreros y oper.minas, cant.,ind.manuf. y otros (072)",662,41,330,211,73,7
"Obreros construc., conf., papel, fab., instr. (073)",34,,12,13,9,
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (074)",1081,76,505,313,160,27
"Otra (075)",1,,1,,,
"Ocupación no especificada (076)",186,1,81,48,49,7
"Desocupado (077)",146,9,94,33,10,
,,,,,,
"RURAL (078)",1454,56,628,370,311,89
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",1,,1,,,
"Profes., científicos e intelectuales (080)",21,,9,8,4,
"Técnicos de nivel medio y trab.asimilados (081)",7,1,4,2,,
"Jefes y empleados de oficina (082)",4,,2,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",157,8,71,47,26,5
"Agricult.trabaj. calif. agrop. y pesqueros (084)",502,1,121,131,187,62
"Obreros y oper.minas, cant.,ind.manuf. y otros (085)",27,,13,10,4,
"Obreros construc., conf., papel, fab., instr. (086)",88,2,38,28,19,1
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (087)",587,42,335,128,63,19
"Otra (088)",1,,,1,,
"Ocupación no especificada (089)",6,,3,1,2,
"Desocupado (090)",53,2,31,14,4,2
"Hombres (091)",1201,41,519,307,255,79
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",1,,1,,,
"Profes., científicos e intelectuales (093)",3,,1,,2,
"Técnicos de nivel medio y trab.asimilados (094)",4,1,2,1,,
"Jefes y empleados de oficina (095)",1,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",72,5,31,26,8,2
"Agricult.trabaj. calif. agrop. y pesqueros (097)",482,1,117,127,179,58
"Obreros y oper.minas, cant.,ind.manuf. y otros (098)",21,,11,7,3,
"Obreros construc., conf., papel, fab., instr. (099)",58,,26,19,12,1
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (100)",508,33,302,112,45,16
"Otra (101)",1,,,1,,
"Ocupación no especificada (102)",1,,,,1,
"Desocupado (103)",49,1,28,14,4,2
"Mujeres (104)",253,15,109,63,56,10
"Profes., científicos e intelectuales (106)",18,,8,8,2,
"Técnicos de nivel medio y trab.asimilados (107)",3,,2,1,,
"Jefes y empleados de oficina (108)",3,,2,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (109)",85,3,40,21,18,3
"Agricult.trabaj. calif. agrop. y pesqueros (110)",20,,4,4,8,4
"Obreros y oper.minas, cant.,ind.manuf. y otros (111)",6,,2,3,1,
"Obreros construc., conf., papel, fab., instr. (112)",30,2,12,9,7,
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (113)",79,9,33,16,18,3
"Ocupación no especificada (115)",5,,3,1,1,
"Desocupado (116)",4,1,3,,,
