"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Agric., ganadería, caza y silvicultura (023)",9420,,19,22,9,,2220,,36,7114,,
"Pesca (024)",36,,1,,,,5,,,30,,
"Explotación de minas y canteras (025)",22,,1,2,2,,,9,5,3,,
"Industrias manufactureras (026)",890,,12,35,23,48,,669,49,54,,
"Suministro de electricidad, gas y agua (027)",45,,2,11,6,,,16,7,3,,
"Construcción (028)",1181,1,19,24,2,,,47,798,290,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",2708,1,18,91,18,1483,,356,39,702,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",384,,1,15,2,66,,266,27,7,,
"Comercio al por mayor (031)",166,1,3,13,3,133,,,4,9,,
"Comercio al por menor (032)",2158,,14,63,13,1284,,90,8,686,,
"Hoteles y restaurantes (033)",316,,7,33,15,149,,,2,110,,
"Trans., almac. y comunicaciones (034)",2128,2,8,29,27,1,,9,1824,228,,
"Intermediación financiera (035)",71,,8,10,48,,,,,5,,
"Activid.inmobil., empres. y alquileres (036)",474,,82,127,52,111,,6,22,74,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",318,11,27,21,93,10,,5,12,68,71,
"Enseñanza (038)",562,19,506,6,17,,,,,14,,
"Servicios sociales y de salud (039)",148,,51,51,27,2,,3,5,9,,
"Otras activ. serv.comun.soc y personales (040)",315,,41,113,14,52,,4,3,88,,
"Hogares privados con servicio doméstico (041)",16,,,1,,,,,,15,,
"Actividad economica no especificada (043)",139,,,1,2,,,,,2,,134
"Mujeres (044)",7578,17,1030,311,402,1899,135,187,49,3276,2,270
"Agric., ganadería, caza y silvicultura (045)",1710,,2,2,2,,135,,,1569,,
"Pesca (046)",2,,1,1,,,,,,,,
"Explotación de minas y canteras (047)",1,,1,,,,,,,,,
"Industrias manufactureras (048)",236,,4,8,10,15,,174,19,6,,
"Suministro de electricidad, gas y agua (049)",7,,,,4,,,1,,2,,
"Construcción (050)",34,,,,,,,,17,17,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",2216,1,12,49,26,1532,,6,,590,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",34,,1,2,5,23,,3,,,,
"Comercio al por mayor (053)",87,1,2,6,3,75,,,,,,
"Comercio al por menor (054)",2095,,9,41,18,1434,,3,,590,,
"Hoteles y restaurantes (055)",661,,2,23,14,293,,1,,328,,
"Trans., almac. y comunicaciones (056)",110,,3,18,40,,,2,7,40,,
"Intermediación financiera (057)",49,,2,11,35,,,,1,,,
"Activid.inmobil., empres. y alquileres (058)",172,,25,47,77,3,,1,2,17,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",161,4,19,10,96,,,1,3,26,2,
"Enseñanza (060)",933,12,873,5,34,,,,,9,,
"Servicios sociales y de salud (061)",218,,75,109,26,6,,,,2,,
"Otras activ. serv.comun.soc y personales (062)",203,,11,28,30,50,,1,,83,,
"Hogares privados con servicio doméstico (063)",586,,,,,,,,,586,,
"Actividad economica no especificada (065)",279,,,,8,,,,,1,,270
,,,,,,,,,,,,
"URBANA (066)",22075,51,1772,851,736,3641,1501,1248,2637,9194,73,371
"Agric., ganadería, caza y silvicultura (067)",7577,,19,18,10,,1496,,32,6002,,
"Pesca (068)",34,,2,1,,,5,,,26,,
"Explotación de minas y canteras (069)",22,,2,2,2,,,9,4,3,,
"Industrias manufactureras (070)",1066,,15,40,32,61,,804,62,52,,
"Suministro de electricidad, gas y agua (071)",51,,2,11,9,,,17,7,5,,
"Construcción (072)",1094,1,19,23,2,,,44,767,238,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",4770,2,30,133,42,2937,,344,39,1243,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",398,,2,15,7,88,,252,27,7,,
"Comercio al por mayor (075)",246,2,5,19,5,202,,,4,9,,
"Comercio al por menor (076)",4126,,23,99,30,2647,,92,8,1227,,
"Hoteles y restaurantes (077)",951,,9,55,29,425,,1,2,430,,
"Trans., almac. y comunicaciones (078)",2070,2,11,47,66,1,,10,1678,255,,
"Intermediación financiera (079)",119,,10,21,82,,,,1,5,,
"Activid.inmobil., empres. y alquileres (080)",610,,104,171,124,99,,7,22,83,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",466,15,45,28,183,10,,6,15,91,73,
"Enseñanza (082)",1444,31,1331,11,48,,,,,23,,
"Servicios sociales y de salud (083)",353,,123,150,53,8,,3,5,11,,
"Otras activ. serv.comun.soc y personales (084)",498,,50,138,44,100,,3,3,160,,
"Hogares privados con servicio doméstico (085)",567,,,1,,,,,,566,,
"Actividad economica no especificada (087)",383,,,1,10,,,,,1,,371
"Hombres (088)",15185,34,776,555,342,1793,1416,1069,2590,6419,71,120
"Agric., ganadería, caza y silvicultura (089)",6340,,17,16,8,,1411,,32,4856,,
"Pesca (090)",32,,1,,,,5,,,26,,
"Explotación de minas y canteras (091)",21,,1,2,2,,,9,4,3,,
"Industrias manufactureras (092)",838,,11,32,22,47,,636,44,46,,
"Suministro de electricidad, gas y agua (093)",44,,2,11,5,,,16,7,3,,
"Construcción (094)",1071,1,19,23,2,,,44,751,231,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",2620,1,18,87,18,1442,,339,39,676,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",365,,1,14,2,65,,249,27,7,,
"Comercio al por mayor (097)",161,1,3,13,3,128,,,4,9,,
"Comercio al por menor (098)",2094,,14,60,13,1249,,90,8,660,,
"Hoteles y restaurantes (099)",307,,7,32,15,144,,,2,107,,
"Trans., almac. y comunicaciones (100)",1963,2,8,29,26,1,,8,1671,218,,
"Intermediación financiera (101)",71,,8,10,48,,,,,5,,
"Activid.inmobil., empres. y alquileres (102)",443,,80,125,50,96,,6,20,66,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",310,11,27,21,88,10,,5,12,65,71,
"Enseñanza (104)",542,19,488,6,15,,,,,14,,
"Servicios sociales y de salud (105)",143,,50,47,27,2,,3,5,9,,
"Otras activ. serv.comun.soc y personales (106)",300,,39,112,14,51,,3,3,78,,
"Hogares privados con servicio doméstico (107)",16,,,1,,,,,,15,,
"Actividad economica no especificada (109)",124,,,1,2,,,,,1,,120
"Mujeres (110)",6890,17,996,296,394,1848,85,179,47,2775,2,251
"Agric., ganadería, caza y silvicultura (111)",1237,,2,2,2,,85,,,1146,,
"Pesca (112)",2,,1,1,,,,,,,,
"Explotación de minas y canteras (113)",1,,1,,,,,,,,,
"Industrias manufactureras (114)",228,,4,8,10,14,,168,18,6,,
"Suministro de electricidad, gas y agua (115)",7,,,,4,,,1,,2,,
"Construcción (116)",23,,,,,,,,16,7,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",2150,1,12,46,24,1495,,5,,567,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",33,,1,1,5,23,,3,,,,
"Comercio al por mayor (119)",85,1,2,6,2,74,,,,,,
"Comercio al por menor (120)",2032,,9,39,17,1398,,2,,567,,
"Hoteles y restaurantes (121)",644,,2,23,14,281,,1,,323,,
"Trans., almac. y comunicaciones (122)",107,,3,18,40,,,2,7,37,,
"Intermediación financiera (123)",48,,2,11,34,,,,1,,,
"Activid.inmobil., empres. y alquileres (124)",167,,24,46,74,3,,1,2,17,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",156,4,18,7,95,,,1,3,26,2,
"Enseñanza (126)",902,12,843,5,33,,,,,9,,
"Servicios sociales y de salud (127)",210,,73,103,26,6,,,,2,,
"Otras activ. serv.comun.soc y personales (128)",198,,11,26,30,49,,,,82,,
"Hogares privados con servicio doméstico (129)",551,,,,,,,,,551,,
"Actividad economica no especificada (131)",259,,,,8,,,,,,,251
,,,,,,,,,,,,
"RURAL (132)",4292,,60,37,21,114,859,63,214,2891,,33
"Agric., ganadería, caza y silvicultura (133)",3553,,2,6,1,,859,,4,2681,,
"Pesca (134)",4,,,,,,,,,4,,
"Explotación de minas y canteras (135)",1,,,,,,,,1,,,
"Industrias manufactureras (136)",60,,1,3,1,2,,39,6,8,,
"Suministro de electricidad, gas y agua (137)",1,,,,1,,,,,,,
"Construcción (138)",121,,,1,,,,3,48,69,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",154,,,7,2,78,,18,,49,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",20,,,2,,1,,17,,,,
"Comercio al por mayor (141)",7,,,,1,6,,,,,,
"Comercio al por menor (142)",127,,,5,1,71,,1,,49,,
"Hoteles y restaurantes (143)",26,,,1,,17,,,,8,,
"Trans., almac. y comunicaciones (144)",168,,,,1,,,1,153,13,,
"Intermediación financiera (145)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (146)",36,,3,3,5,15,,,2,8,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",13,,1,3,6,,,,,3,,
"Enseñanza (148)",51,,48,,3,,,,,,,
"Servicios sociales y de salud (149)",13,,3,10,,,,,,,,
"Otras activ. serv.comun.soc y personales (150)",20,,2,3,,2,,2,,11,,
"Hogares privados con servicio doméstico (151)",35,,,,,,,,,35,,
"Actividad economica no especificada (153)",35,,,,,,,,,2,,33
"Hombres (154)",3604,,26,22,13,63,809,55,212,2390,,14
"Agric., ganadería, caza y silvicultura (155)",3080,,2,6,1,,809,,4,2258,,
"Pesca (156)",4,,,,,,,,,4,,
"Explotación de minas y canteras (157)",1,,,,,,,,1,,,
"Industrias manufactureras (158)",52,,1,3,1,1,,33,5,8,,
"Suministro de electricidad, gas y agua (159)",1,,,,1,,,,,,,
"Construcción (160)",110,,,1,,,,3,47,59,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",88,,,4,,41,,17,,26,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",19,,,1,,1,,17,,,,
"Comercio al por mayor (163)",5,,,,,5,,,,,,
"Comercio al por menor (164)",64,,,3,,35,,,,26,,
"Hoteles y restaurantes (165)",9,,,1,,5,,,,3,,
"Trans., almac. y comunicaciones (166)",165,,,,1,,,1,153,10,,
"Activid.inmobil., empres. y alquileres (168)",31,,2,2,2,15,,,2,8,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",8,,,,5,,,,,3,,
"Enseñanza (170)",20,,18,,2,,,,,,,
"Servicios sociales y de salud (171)",5,,1,4,,,,,,,,
"Otras activ. serv.comun.soc y personales (172)",15,,2,1,,1,,1,,10,,
"Actividad economica no especificada (175)",15,,,,,,,,,1,,14
"Mujeres (176)",688,,34,15,8,51,50,8,2,501,,19
"Agric., ganadería, caza y silvicultura (177)",473,,,,,,50,,,423,,
"Industrias manufactureras (180)",8,,,,,1,,6,1,,,
"Construcción (182)",11,,,,,,,,1,10,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",66,,,3,2,37,,1,,23,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",1,,,1,,,,,,,,
"Comercio al por mayor (185)",2,,,,1,1,,,,,,
"Comercio al por menor (186)",63,,,2,1,36,,1,,23,,
"Hoteles y restaurantes (187)",17,,,,,12,,,,5,,
"Trans., almac. y comunicaciones (188)",3,,,,,,,,,3,,
"Intermediación financiera (189)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (190)",5,,1,1,3,,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",5,,1,3,1,,,,,,,
"Enseñanza (192)",31,,30,,1,,,,,,,
"Servicios sociales y de salud (193)",8,,2,6,,,,,,,,
"Otras activ. serv.comun.soc y personales (194)",5,,,2,,1,,1,,1,,
"Hogares privados con servicio doméstico (195)",35,,,,,,,,,35,,
"Actividad economica no especificada (197)",20,,,,,,,,,1,,19
