"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia SAN MARCOS (000)",37787,6365,6846,7101,6091,4326,7058
"Conviviente (001)",15027,265,2543,4412,3419,2130,2258
"Separado(a) (002)",1019,10,164,247,209,153,236
"Casado(a) (003)",7468,10,241,1133,1770,1516,2798
"Viudo(a) (004)",1647,3,10,34,98,175,1327
"Divorciado(a) (005)",186,,20,32,38,31,65
"Soltero(a) (006)",12440,6077,3868,1243,557,321,374
"Hombres (008)",18832,3272,3455,3506,3060,2179,3360
"Conviviente (009)",7425,66,988,2219,1778,1107,1267
"Separado(a) (010)",242,3,17,48,49,51,74
"Casado(a) (011)",3745,3,81,487,884,806,1484
"Viudo(a) (012)",435,1,1,9,20,41,363
"Divorciado(a) (013)",48,,3,4,13,8,20
"Soltero(a) (014)",6937,3199,2365,739,316,166,152
"Mujeres (016)",18955,3093,3391,3595,3031,2147,3698
"Conviviente (017)",7602,199,1555,2193,1641,1023,991
"Separado(a) (018)",777,7,147,199,160,102,162
"Casado(a) (019)",3723,7,160,646,886,710,1314
"Viudo(a) (020)",1212,2,9,25,78,134,964
"Divorciado(a) (021)",138,,17,28,25,23,45
"Soltero(a) (022)",5503,2878,1503,504,241,155,222
,,,,,,,
"URBANA (024)",9246,1357,1570,1798,1728,1087,1706
"Conviviente (025)",2863,43,376,892,771,395,386
"Separado(a) (026)",272,1,26,66,65,50,64
"Casado(a) (027)",2322,2,65,318,658,469,810
"Viudo(a) (028)",379,1,1,9,27,35,306
"Divorciado(a) (029)",54,,1,6,12,10,25
"Soltero(a) (030)",3356,1310,1101,507,195,128,115
"Hombres (032)",4640,707,802,875,903,555,798
"Conviviente (033)",1452,18,129,435,434,217,219
"Separado(a) (034)",78,1,5,17,20,16,19
"Casado(a) (035)",1190,1,22,133,341,258,435
"Viudo(a) (036)",91,,,4,5,3,79
"Divorciado(a) (037)",17,,,3,3,3,8
"Soltero(a) (038)",1812,687,646,283,100,58,38
"Mujeres (040)",4606,650,768,923,825,532,908
"Conviviente (041)",1411,25,247,457,337,178,167
"Separado(a) (042)",194,,21,49,45,34,45
"Casado(a) (043)",1132,1,43,185,317,211,375
"Viudo(a) (044)",288,1,1,5,22,32,227
"Divorciado(a) (045)",37,,1,3,9,7,17
"Soltero(a) (046)",1544,623,455,224,95,70,77
,,,,,,,
"RURAL (048)",28541,5008,5276,5303,4363,3239,5352
"Conviviente (049)",12164,222,2167,3520,2648,1735,1872
"Separado(a) (050)",747,9,138,181,144,103,172
"Casado(a) (051)",5146,8,176,815,1112,1047,1988
"Viudo(a) (052)",1268,2,9,25,71,140,1021
"Divorciado(a) (053)",132,,19,26,26,21,40
"Soltero(a) (054)",9084,4767,2767,736,362,193,259
"Hombres (056)",14192,2565,2653,2631,2157,1624,2562
"Conviviente (057)",5973,48,859,1784,1344,890,1048
"Separado(a) (058)",164,2,12,31,29,35,55
"Casado(a) (059)",2555,2,59,354,543,548,1049
"Viudo(a) (060)",344,1,1,5,15,38,284
"Divorciado(a) (061)",31,,3,1,10,5,12
"Soltero(a) (062)",5125,2512,1719,456,216,108,114
"Mujeres (064)",14349,2443,2623,2672,2206,1615,2790
"Conviviente (065)",6191,174,1308,1736,1304,845,824
"Separado(a) (066)",583,7,126,150,115,68,117
"Casado(a) (067)",2591,6,117,461,569,499,939
"Viudo(a) (068)",924,1,8,20,56,102,737
"Divorciado(a) (069)",101,,16,25,16,16,28
"Soltero(a) (070)",3959,2255,1048,280,146,85,145
