"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia SANTA CRUZ (000)",43856,43049,600,207
"Hombres (001)",22012,21724,198,90
"Mujeres (002)",21844,21325,402,117
"Menores de 1 año (003)",715,598,73,44
"Hombres (004)",361,301,40,20
"Mujeres (005)",354,297,33,24
"De 1 a 5 años (006)",4473,4225,108,140
"Hombres (007)",2310,2189,58,63
"Mujeres (008)",2163,2036,50,77
"De 6 a 14 años (009)",10003,9995,6,2
"Hombres (010)",5120,5117,2,1
"Mujeres (011)",4883,4878,4,1
"De 15 a 29 años (012)",9858,9836,19,3
"Hombres (013)",5137,5129,7,1
"Mujeres (014)",4721,4707,12,2
"De 30 a 44 años (015)",7981,7953,27,1
"Hombres (016)",3855,3847,8,
"Mujeres (017)",4126,4106,19,1
"De 45 a 64 años (018)",6699,6619,73,7
"Hombres (019)",3190,3165,23,2
"Mujeres (020)",3509,3454,50,5
"De 65 a más años (021)",4127,3823,294,10
"Hombres (022)",2039,1976,60,3
"Mujeres (023)",2088,1847,234,7
,,,,
"URBANA (024)",9192,9083,61,48
"Hombres (025)",4565,4523,23,19
"Mujeres (026)",4627,4560,38,29
"Menores de 1 año (027)",147,127,12,8
"Hombres (028)",75,67,5,3
"Mujeres (029)",72,60,7,5
"De 1 a 5 años (030)",854,800,16,38
"Hombres (031)",435,409,11,15
"Mujeres (032)",419,391,5,23
"De 6 a 14 años (033)",1878,1878,,
"Hombres (034)",952,952,,
"Mujeres (035)",926,926,,
"De 15 a 29 años (036)",2097,2095,2,
"Hombres (037)",1009,1009,,
"Mujeres (038)",1088,1086,2,
"De 30 a 44 años (039)",2031,2029,2,
"Hombres (040)",993,992,1,
"Mujeres (041)",1038,1037,1,
"De 45 a 64 años (042)",1430,1425,5,
"Hombres (043)",731,729,2,
"Mujeres (044)",699,696,3,
"De 65 a más años (045)",755,729,24,2
"Hombres (046)",370,365,4,1
"Mujeres (047)",385,364,20,1
,,,,
"RURAL (048)",34664,33966,539,159
"Hombres (049)",17447,17201,175,71
"Mujeres (050)",17217,16765,364,88
"Menores de 1 año (051)",568,471,61,36
"Hombres (052)",286,234,35,17
"Mujeres (053)",282,237,26,19
"De 1 a 5 años (054)",3619,3425,92,102
"Hombres (055)",1875,1780,47,48
"Mujeres (056)",1744,1645,45,54
"De 6 a 14 años (057)",8125,8117,6,2
"Hombres (058)",4168,4165,2,1
"Mujeres (059)",3957,3952,4,1
"De 15 a 29 años (060)",7761,7741,17,3
"Hombres (061)",4128,4120,7,1
"Mujeres (062)",3633,3621,10,2
"De 30 a 44 años (063)",5950,5924,25,1
"Hombres (064)",2862,2855,7,
"Mujeres (065)",3088,3069,18,1
"De 45 a 64 años (066)",5269,5194,68,7
"Hombres (067)",2459,2436,21,2
"Mujeres (068)",2810,2758,47,5
"De 65 a más años (069)",3372,3094,270,8
"Hombres (070)",1669,1611,56,2
"Mujeres (071)",1703,1483,214,6
