"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. incompleto (035)",1761,,,,343,922,276,212,8
"Superior no univ. completo (036)",2431,,,,,862,838,696,35
"Superior univ. incompleto (037)",1271,,,,307,697,124,141,2
"Superior univ. completo (038)",1461,,,,,432,442,548,39
"Hombres (040)",17505,761,2152,2463,2178,3114,2304,3565,968
"Sin nivel (041)",1398,761,163,9,13,23,29,144,256
"Educación inicial (042)",475,,466,1,1,4,3,,
"Primaria (043)",5353,,1523,1421,92,204,363,1217,533
"Secundaria (044)",6054,,,1032,1730,1267,912,1006,107
"Superior no univ. incompleto (045)",998,,,,161,517,157,157,6
"Superior no univ. completo (046)",1453,,,,,443,480,498,32
"Superior univ. incompleto (047)",811,,,,181,438,77,113,2
"Superior univ. completo (048)",963,,,,,218,283,430,32
"Mujeres (050)",17790,775,2118,2342,2096,3319,2693,3359,1088
"Sin nivel (051)",2628,775,172,7,10,40,88,722,814
"Educación inicial (052)",432,,420,1,2,6,3,,
"Primaria (053)",6400,,1526,1278,136,574,1044,1608,234
"Secundaria (054)",5631,,,1056,1640,1402,875,630,28
"Superior no univ. incompleto (055)",763,,,,182,405,119,55,2
"Superior no univ. completo (056)",978,,,,,419,358,198,3
"Superior univ. incompleto (057)",460,,,,126,259,47,28,
"Superior univ. completo (058)",498,,,,,214,159,118,7
,,,,,,,,,
"RURAL (060)",93610,4612,11790,13189,10044,14161,10672,19784,9358
"Sin nivel (061)",18755,4612,1567,61,62,293,691,5553,5916
"Educación inicial (062)",2295,,2235,11,5,26,18,,
"Primaria (063)",41844,,7988,9121,1578,4005,5236,10737,3179
"Secundaria (064)",26760,,,3996,8035,7797,3921,2816,195
"Superior no univ. incompleto (065)",1612,,,,247,967,238,144,16
"Superior no univ. completo (066)",1057,,,,,459,311,260,27
"Superior univ. incompleto (067)",718,,,,117,454,76,69,2
"Superior univ. completo (068)",569,,,,,160,181,205,23
"Hombres (070)",44979,2283,5941,6735,5022,6723,4937,9002,4336
"Sin nivel (071)",5712,2283,813,32,17,78,156,806,1527
"Educación inicial (072)",1140,,1121,5,1,9,4,,
"Primaria (073)",19863,,4007,4574,526,1100,1688,5389,2579
"Secundaria (074)",15448,,,2124,4260,4229,2478,2189,168
"Superior no univ. incompleto (075)",1069,,,,141,602,180,131,15
"Superior no univ. completo (076)",790,,,,,296,231,240,23
"Superior univ. incompleto (077)",499,,,,77,297,59,64,2
"Superior univ. completo (078)",458,,,,,112,141,183,22
"Mujeres (080)",48631,2329,5849,6454,5022,7438,5735,10782,5022
"Sin nivel (081)",13043,2329,754,29,45,215,535,4747,4389
"Educación inicial (082)",1155,,1114,6,4,17,14,,
"Primaria (083)",21981,,3981,4547,1052,2905,3548,5348,600
"Secundaria (084)",11312,,,1872,3775,3568,1443,627,27
"Superior no univ. incompleto (085)",543,,,,106,365,58,13,1
"Superior no univ. completo (086)",267,,,,,163,80,20,4
"Superior univ. incompleto (087)",219,,,,40,157,17,5,
"Superior univ. completo (088)",111,,,,,48,40,22,1
