"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia UCAYALI (000)",18885,60788,53996,,1776,88.8,2.9
"De 12 a 14 años (001)",2609,32,30,,8,93.8,25
"De 15 a 19 años (002)",3310,1359,1313,314,96.6,23.1,
"De 20 a 24 años (003)",2354,3716,3549,414,95.5,11.1,
"De 25 a 29 años (004)",2118,5544,5304,349,95.7,6.3,
"De 30 a 34 años (005)",1790,6911,6493,353,94,5.1,
"De 35 a 39 años (006)",1601,8070,7468,245,92.5,3,
"De 40 a 44 años (007)",1336,7690,6925,79,90.1,1,
"De 45 a 49 años (008)",1043,6750,5870,14,87,0.2,
"De 50 y más años (009)",2724,20716,17044,,82.3,,
"Sin nivel (010)",785,4808,3821,47,79.5,1,
"De 12 a 14 años (011)",21,,,,,,
"De 15 a 19 años (012)",37,18,18,4,100,22.2,
"De 20 a 24 años (013)",26,50,50,7,100,14,
"De 25 a 29 años (014)",34,100,89,9,89,9,
"De 30 a 34 años (015)",41,191,180,9,94.2,4.7,
"De 35 a 39 años (016)",49,273,250,11,91.6,4,
"De 40 a 44 años (017)",68,412,347,6,84.2,1.5,
"De 45 a 49 años (018)",67,426,328,1,77,0.2,
"De 50 y más años (019)",442,3338,2559,,76.7,,
"Educacion Inicial (020)",18,50,50,5,100,10,
"De 12 a 14 años (021)",4,,,,,,
"De 15 a 19 años (022)",1,,,,,,
"De 20 a 24 años (023)",3,3,3,,100,,
"De 25 a 29 años (024)",4,13,13,2,100,15.4,
"De 30 a 34 años (025)",4,20,20,1,100,5,
"De 35 a 39 años (026)",2,14,14,2,100,14.3,
"Primaria (030)",8838,39323,34362,885,87.4,2.3,
"De 12 a 14 años (031)",1419,14,12,5,85.7,35.7,
"De 15 a 19 años (032)",849,648,620,156,95.7,24.1,
"De 20 a 24 años (033)",744,1678,1581,171,94.2,10.2,
"De 25 a 29 años (034)",782,2690,2551,156,94.8,5.8,
"De 30 a 34 años (035)",811,3860,3572,179,92.5,4.6,
"De 35 a 39 años (036)",867,5061,4623,153,91.3,3,
"De 40 a 44 años (037)",788,5161,4577,54,88.7,1,
"De 45 a 49 años (038)",654,4701,4051,11,86.2,0.2,
"De 50 y más años (039)",1924,15510,12775,,82.4,,
"Secundaria (040)",7508,13329,12612,715,94.6,5.4,
