"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia SAN ROMAN (000)",90010,69701,7115,6027,7167
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",125,10,30,35,50
"Profes., científicos e intelectuales (002)",10071,2461,1797,3185,2628
"Técnicos de nivel medio y trab. asimilados (003)",3495,2037,498,370,590
"Jefes y empleados de oficina (004)",2573,637,339,391,1206
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",19919,18484,905,301,229
"Agricult.trabaj.calif.agrop.y pesqueros (006)",5066,4895,169,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",14071,11798,1310,486,477
"Obreros construc.,conf.,papel, fab., instr. (008)",10151,8276,838,575,462
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",21578,19273,1090,567,648
"Otra (010)",780,,,,780
"Ocupación no especificada (011)",2181,1830,139,115,97
"Hombres (012)",52209,38455,4710,4032,5012
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",100,7,22,33,38
"Profes., científicos e intelectuales (014)",6090,1466,1090,1912,1622
"Técnicos de nivel medio y trab. asimilados (015)",2231,1342,334,240,315
"Jefes y empleados de oficina (016)",1264,243,139,209,673
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",7323,6469,464,198,192
"Agricult.trabaj.calif.agrop.y pesqueros (018)",3276,3154,121,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",9627,7861,971,384,411
"Obreros construc.,conf.,papel, fab., instr. (020)",9682,7899,802,546,435
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",10852,9233,691,430,498
"Otra (022)",757,,,,757
"Ocupación no especificada (023)",1007,781,76,79,71
"Mujeres (024)",37801,31246,2405,1995,2155
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",25,3,8,2,12
"Profes., científicos e intelectuales (026)",3981,995,707,1273,1006
"Técnicos de nivel medio y trab. asimilados (027)",1264,695,164,130,275
"Jefes y empleados de oficina (028)",1309,394,200,182,533
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",12596,12015,441,103,37
"Agricult.trabaj.calif.agrop.y pesqueros (030)",1790,1741,48,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",4444,3937,339,102,66
