"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Obreros construc.,conf.,papel, fab., instr. (032)",469,377,36,29,27
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",10726,10040,399,137,150
"Otra (034)",23,,,,23
"Ocupación no especificada (035)",1174,1049,63,36,26
,,,,,
"URBANA (036)",81535,61816,6819,5920,6980
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",115,10,30,35,40
"Profes., científicos e intelectuales (038)",9956,2429,1780,3163,2584
"Técnicos de nivel medio y trab. asimilados (039)",3451,2012,490,365,584
"Jefes y empleados de oficina (040)",2524,625,330,387,1182
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",19635,18215,897,298,225
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1985,1875,109,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",12142,9974,1253,472,443
"Obreros construc.,conf.,papel, fab., instr. (044)",9728,7936,795,554,443
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",19078,16949,997,530,602
"Otra (046)",780,,,,780
"Ocupación no especificada (047)",2141,1791,138,115,97
"Hombres (048)",47389,34095,4496,3944,4854
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",93,7,22,33,31
"Profes., científicos e intelectuales (050)",6020,1451,1080,1898,1591
"Técnicos de nivel medio y trab. asimilados (051)",2197,1323,328,235,311
"Jefes y empleados de oficina (052)",1239,238,135,208,658
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",7188,6347,458,195,188
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1350,1277,72,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",8497,6827,923,370,377
"Obreros construc.,conf.,papel, fab., instr. (056)",9263,7563,759,525,416
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",9791,8293,644,400,454
"Otra (058)",757,,,,757
"Ocupación no especificada (059)",994,769,75,79,71
"Mujeres (060)",34146,27721,2323,1976,2126
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",22,3,8,2,9
"Profes., científicos e intelectuales (062)",3936,978,700,1265,993
"Técnicos de nivel medio y trab. asimilados (063)",1254,689,162,130,273
"Jefes y empleados de oficina (064)",1285,387,195,179,524
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",12447,11868,439,103,37
"Agricult.trabaj.calif.agrop.y pesqueros (066)",635,598,37,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",3645,3147,330,102,66
"Obreros construc.,conf.,papel, fab., instr. (068)",465,373,36,29,27
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",9287,8656,353,130,148
"Otra (070)",23,,,,23
"Ocupación no especificada (071)",1147,1022,63,36,26
,,,,,
"RURAL (072)",8475,7885,296,107,187
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",10,,,,10
"Profes., científicos e intelectuales (074)",115,32,17,22,44
"Técnicos de nivel medio y trab. asimilados (075)",44,25,8,5,6
"Jefes y empleados de oficina (076)",49,12,9,4,24
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",284,269,8,3,4
"Agricult.trabaj.calif.agrop.y pesqueros (078)",3081,3020,60,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",1929,1824,57,14,34
"Obreros construc.,conf.,papel, fab., instr. (080)",423,340,43,21,19
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",2500,2324,93,37,46
"Ocupación no especificada (083)",40,39,1,,
"Hombres (084)",4820,4360,214,88,158
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",7,,,,7
"Profes., científicos e intelectuales (086)",70,15,10,14,31
"Técnicos de nivel medio y trab. asimilados (087)",34,19,6,5,4
"Jefes y empleados de oficina (088)",25,5,4,1,15
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",135,122,6,3,4
"Agricult.trabaj.calif.agrop.y pesqueros (090)",1926,1877,49,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",1130,1034,48,14,34
"Obreros construc.,conf.,papel, fab., instr. (092)",419,336,43,21,19
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",1061,940,47,30,44
"Ocupación no especificada (095)",13,12,1,,
"Mujeres (096)",3655,3525,82,19,29
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",3,,,,3
"Profes., científicos e intelectuales (098)",45,17,7,8,13
"Técnicos de nivel medio y trab. asimilados (099)",10,6,2,,2
"Jefes y empleados de oficina (100)",24,7,5,3,9
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",149,147,2,,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",1155,1143,11,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",799,790,9,,
"Obreros construc.,conf.,papel, fab., instr. (104)",4,4,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",1439,1384,46,7,2
"Ocupación no especificada (107)",27,27,,,
