"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia HUAMALIES (000)",22419,21943,6670,2471,2353,1894,3149,2404,1733,1269,476,71189
"De 12 a 14 años (001)",2844,2819,2808,9,2,,,,,,25,13
"De 15 a 19 años (002)",3080,3029,2482,466,69,9,3,,,,51,643
"De 20 a 24 años (003)",2442,2275,620,919,560,139,31,6,,,167,2631
"De 25 a 29 años (004)",2139,2048,209,462,627,448,273,26,3,,91,4409
"De 30 a 34 años (005)",1950,1908,148,198,397,384,575,180,21,5,42,6029
"De 35 a 39 años (006)",1991,1967,89,106,261,336,622,416,120,17,24,8252
"De 40 a 44 años (007)",1775,1756,66,66,132,188,485,438,270,111,19,9335
"De 45 a 49 años (008)",1376,1368,49,45,60,118,295,334,289,178,8,8443
"De 50 y más años (009)",4822,4773,199,200,245,272,865,1004,1030,958,49,31434
"Conviviente (010)",6667,6550,417,1446,1351,986,1225,680,303,142,117,20974
"De 12 a 14 años (011)",40,18,13,4,1,,,,,,22,6
"De 15 a 19 años (012)",557,515,150,308,49,7,1,,,,42,431
"De 20 a 24 años (013)",1350,1322,118,642,432,107,20,3,,,28,1932
"De 25 a 29 años (014)",1288,1274,53,281,433,320,173,12,2,,14,2942
"De 30 a 34 años (015)",989,985,25,103,215,212,317,97,14,2,4,3310
"De 35 a 39 años (016)",868,865,11,40,114,171,286,195,42,6,3,3714
"De 40 a 44 años (017)",627,627,8,22,53,84,188,161,85,26,,3239
"De 45 a 49 años (018)",361,361,9,10,19,46,98,88,54,37,,2064
"De 50 y más años (019)",587,583,30,36,35,39,142,124,106,71,4,3336
"Separado(a) (020)",1015,1002,49,226,212,144,187,88,65,31,13,3379
"De 12 a 14 años (021)",1,1,,1,,,,,,,,1
"De 15 a 19 años (022)",48,46,2,42,2,,,,,,2,46
