"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia HUAROCHIRI (000)",26404,66976,60896,,1116,90.9,1.7
"De 12 a 14 años (001)",2173,15,15,,2,100,13.3
"De 15 a 19 años (002)",3153,454,431,120,94.9,26.4,
"De 20 a 24 años (003)",3115,2490,2415,332,97,13.3,
"De 25 a 29 años (004)",2757,3842,3758,281,97.8,7.3,
"De 30 a 34 años (005)",2632,5286,5139,216,97.2,4.1,
"De 35 a 39 años (006)",2396,6484,6265,122,96.6,1.9,
"De 40 a 44 años (007)",1945,6716,6359,39,94.7,0.6,
"De 45 a 49 años (008)",1632,6511,6057,4,93,0.1,
"De 50 y más años (009)",6601,35178,30457,,86.6,,
"Sin nivel (010)",1644,8518,7175,23,84.2,0.3,
"De 12 a 14 años (011)",32,,,,,,
"De 15 a 19 años (012)",27,6,5,1,83.3,16.7,
"De 20 a 24 años (013)",32,24,23,3,95.8,12.5,
"De 25 a 29 años (014)",28,46,43,5,93.5,10.9,
"De 30 a 34 años (015)",117,285,278,5,97.5,1.8,
"De 35 a 39 años (016)",116,396,381,7,96.2,1.8,
"De 40 a 44 años (017)",118,506,470,2,92.9,0.4,
"De 45 a 49 años (018)",104,535,478,,89.3,,
"De 50 y más años (019)",1070,6720,5497,,81.8,,
"Educacion Inicial (020)",24,42,41,2,97.6,4.8,
"De 12 a 14 años (021)",2,,,,,,
"De 15 a 19 años (022)",4,,,,,,
"De 20 a 24 años (023)",4,5,5,1,100,20,
"De 25 a 29 años (024)",3,3,3,,100,,
"De 30 a 34 años (025)",7,16,15,,93.8,,
"De 35 a 39 años (026)",4,18,18,1,100,5.6,
"Primaria (030)",7887,31078,27617,260,88.9,0.8,
"De 12 a 14 años (031)",817,10,10,1,100,10,
"De 15 a 19 años (032)",311,99,96,24,97,24.2,
"De 20 a 24 años (033)",426,558,535,68,95.9,12.2,
"De 25 a 29 años (034)",412,879,850,53,96.7,6,
"De 30 a 34 años (035)",569,1529,1477,58,96.6,3.8,
"De 35 a 39 años (036)",631,2234,2138,37,95.7,1.7,
"De 40 a 44 años (037)",629,2696,2513,16,93.2,0.6,
"De 45 a 49 años (038)",586,2929,2687,3,91.7,0.1,
"De 50 y más años (039)",3506,20144,17311,,85.9,,
