"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Profes., científicos e intelectuales (038)",407,,,,20,34,69,27,257
"Técnicos de nivel medio ytrab.asimilados (039)",733,3,,32,239,121,197,42,99
"Jefes y empleados de oficina (040)",516,,,36,216,55,106,32,71
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",2313,183,3,777,843,154,159,76,118
"Agricult.trabaj. calif.agrop. y pesquros (042)",3122,235,8,1445,1045,121,136,51,81
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",3382,136,3,1064,1528,224,229,92,106
"Obreros. construc., conf., papel, fab., instr (044)",1717,58,4,577,778,97,105,44,54
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",11133,888,38,4795,4074,528,374,226,210
"Otra (046)",20,,,,9,2,6,,3
"Ocupación no especificada (047)",724,48,1,253,282,57,30,29,24
"Hombres (048)",16538,726,40,6188,6590,945,909,448,692
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",13,,,2,2,,1,1,7
"Profes., científicos e intelectuales (050)",204,,,,6,11,21,15,151
"Técnicos de nivel medio ytrab.asimilados (051)",532,1,,18,188,90,125,35,75
"Jefes y empleados de oficina (052)",333,,,28,161,36,52,17,39
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",889,28,1,286,359,66,56,36,57
"Agricult.trabaj. calif.agrop. y pesquros (054)",2660,168,6,1235,909,110,113,44,75
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",2146,65,1,626,1015,144,157,60,78
"Obreros. construc., conf., papel, fab., instr (056)",1678,55,4,569,759,94,102,44,51
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",7647,396,28,3284,3005,358,260,175,141
"Otra (058)",20,,,,9,2,6,,3
"Ocupación no especificada (059)",416,13,,140,177,34,16,21,15
"Mujeres (060)",7546,825,17,2793,2447,448,503,172,341
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",4,,,,1,,,,3
"Profes., científicos e intelectuales (062)",203,,,,14,23,48,12,106
"Técnicos de nivel medio ytrab.asimilados (063)",201,2,,14,51,31,72,7,24
"Jefes y empleados de oficina (064)",183,,,8,55,19,54,15,32
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",1424,155,2,491,484,88,103,40,61
"Agricult.trabaj. calif.agrop. y pesquros (066)",462,67,2,210,136,11,23,7,6
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",1236,71,2,438,513,80,72,32,28
"Obreros. construc., conf., papel, fab., instr (068)",39,3,,8,19,3,3,,3
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",3486,492,10,1511,1069,170,114,51,69
"Ocupación no especificada (071)",308,35,1,113,105,23,14,8,9
,,,,,,,,,
"RURAL (072)",6600,824,16,3123,1864,221,258,95,199
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",4,1,,,,1,,,2
"Profes., científicos e intelectuales (074)",99,,,,4,9,18,5,63
"Técnicos de nivel medio ytrab.asimilados (075)",72,,,2,13,14,29,5,9
"Jefes y empleados de oficina (076)",42,,,,21,5,11,2,3
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",235,24,,80,86,9,18,11,7
"Agricult.trabaj. calif.agrop. y pesquros (078)",1746,214,,934,424,39,48,36,51
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",209,9,,72,82,19,18,1,8
"Obreros. construc., conf., papel, fab., instr (080)",263,22,1,97,115,8,15,1,4
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",3726,513,14,1836,1084,107,96,27,49
"Otra (082)",1,,,,1,,,,
"Ocupación no especificada (083)",203,41,1,102,34,10,5,7,3
"Hombres (084)",5348,557,9,2637,1575,156,201,72,141
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",3,1,,,,,,,2
"Profes., científicos e intelectuales (086)",40,,,,1,2,5,3,29
"Técnicos de nivel medio ytrab.asimilados (087)",47,,,2,10,8,17,4,6
"Jefes y empleados de oficina (088)",21,,,,13,2,6,,
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",98,5,,31,46,1,5,6,4
"Agricult.trabaj. calif.agrop. y pesquros (090)",1643,185,,888,407,34,47,34,48
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",158,5,,53,62,15,16,1,6
"Obreros. construc., conf., papel, fab., instr (092)",247,16,,94,109,8,15,1,4
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",2966,331,8,1501,898,80,88,20,40
"Otra (094)",1,,,,1,,,,
"Ocupación no especificada (095)",124,14,1,68,28,6,2,3,2
"Mujeres (096)",1252,267,7,486,289,65,57,23,58
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",1,,,,,1,,,
"Profes., científicos e intelectuales (098)",59,,,,3,7,13,2,34
"Técnicos de nivel medio ytrab.asimilados (099)",25,,,,3,6,12,1,3
"Jefes y empleados de oficina (100)",21,,,,8,3,5,2,3
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",137,19,,49,40,8,13,5,3
"Agricult.trabaj. calif.agrop. y pesquros (102)",103,29,,46,17,5,1,2,3
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",51,4,,19,20,4,2,,2
"Obreros. construc., conf., papel, fab., instr (104)",16,6,1,3,6,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",760,182,6,335,186,27,8,7,9
"Ocupación no especificada (107)",79,27,,34,6,4,3,4,1
