"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CARHUAZ (000)",12769,1602,2054,7067,145,1591,310
"Sin nivel (001)",2203,36,277,1350,14,409,117
"Educación inicial (002)",46,4,8,24,1,5,4
"Primaria (003)",5072,132,905,3322,41,575,97
"Secundaria (004)",3256,364,662,1638,43,475,74
"Superior no univ. incompleta (005)",416,100,51,194,14,45,12
"Superior no univ. completa (006)",861,463,78,268,10,38,4
"Superior univ. incompleta (007)",262,106,47,87,2,18,2
"Superior univ. completa (008)",653,397,26,184,20,26,
"Hombres (010)",9458,1009,1811,5695,104,833,6
"Sin nivel (011)",1169,14,185,891,6,72,1
"Educación inicial (012)",25,1,6,15,1,2,
"Primaria (013)",4135,89,817,2879,31,317,2
"Secundaria (014)",2686,271,614,1402,30,367,2
"Superior no univ. incompleta (015)",294,68,45,145,11,24,1
"Superior no univ. completa (016)",535,261,74,170,8,22,
"Superior univ. incompleta (017)",186,68,44,61,2,11,
"Superior univ. completa (018)",428,237,26,132,15,18,
"Mujeres (020)",3311,593,243,1372,41,758,304
"Sin nivel (021)",1034,22,92,459,8,337,116
"Educación inicial (022)",21,3,2,9,,3,4
"Primaria (023)",937,43,88,443,10,258,95
"Secundaria (024)",570,93,48,236,13,108,72
"Superior no univ. incompleta (025)",122,32,6,49,3,21,11
"Superior no univ. completa (026)",326,202,4,98,2,16,4
"Superior univ. incompleta (027)",76,38,3,26,,7,2
"Superior univ. completa (028)",225,160,,52,5,8,
,,,,,,,
"URBANA (030)",5200,1130,779,2495,102,546,148
"Sin nivel (031)",606,18,72,341,8,130,37
"Educación inicial (032)",21,1,3,11,,3,3
"Primaria (033)",1469,67,289,898,23,144,48
"Secundaria (034)",1436,216,277,690,30,177,46
"Superior no univ. incompleta (035)",289,70,32,137,13,28,9
"Superior no univ. completa (036)",631,341,55,197,9,25,4
"Superior univ. incompleta (037)",199,83,32,66,2,15,1
"Superior univ. completa (038)",549,334,19,155,17,24,
"Hombres (040)",3409,678,674,1731,71,250,5
"Sin nivel (041)",219,4,38,156,2,18,1
"Educación inicial (042)",8,,1,6,,1,
"Primaria (043)",1053,46,256,668,18,64,1
"Secundaria (044)",1065,148,250,529,19,117,2
"Superior no univ. incompleta (045)",188,43,28,94,10,12,1
"Superior no univ. completa (046)",390,195,52,124,7,12,
"Superior univ. incompleta (047)",134,49,30,44,2,9,
"Superior univ. completa (048)",352,193,19,110,13,17,
"Mujeres (050)",1791,452,105,764,31,296,143
"Sin nivel (051)",387,14,34,185,6,112,36
"Educación inicial (052)",13,1,2,5,,2,3
"Primaria (053)",416,21,33,230,5,80,47
"Secundaria (054)",371,68,27,161,11,60,44
"Superior no univ. incompleta (055)",101,27,4,43,3,16,8
"Superior no univ. completa (056)",241,146,3,73,2,13,4
"Superior univ. incompleta (057)",65,34,2,22,,6,1
"Superior univ. completa (058)",197,141,,45,4,7,
,,,,,,,
"RURAL (060)",7569,472,1275,4572,43,1045,162
"Sin nivel (061)",1597,18,205,1009,6,279,80
"Educación inicial (062)",25,3,5,13,1,2,1
"Primaria (063)",3603,65,616,2424,18,431,49
"Secundaria (064)",1820,148,385,948,13,298,28
"Superior no univ. incompleta (065)",127,30,19,57,1,17,3
"Superior no univ. completa (066)",230,122,23,71,1,13,
"Superior univ. incompleta (067)",63,23,15,21,,3,1
"Superior univ. completa (068)",104,63,7,29,3,2,
"Hombres (070)",6049,331,1137,3964,33,583,1
"Sin nivel (071)",950,10,147,735,4,54,
"Educación inicial (072)",17,1,5,9,1,1,
"Primaria (073)",3082,43,561,2211,13,253,1
"Secundaria (074)",1621,123,364,873,11,250,
"Superior no univ. incompleta (075)",106,25,17,51,1,12,
"Superior no univ. completa (076)",145,66,22,46,1,10,
"Superior univ. incompleta (077)",52,19,14,17,,2,
"Superior univ. completa (078)",76,44,7,22,2,1,
"Mujeres (080)",1520,141,138,608,10,462,161
"Sin nivel (081)",647,8,58,274,2,225,80
"Educación inicial (082)",8,2,,4,,1,1
"Primaria (083)",521,22,55,213,5,178,48
"Secundaria (084)",199,25,21,75,2,48,28
"Superior no univ. incompleta (085)",21,5,2,6,,5,3
"Superior no univ. completa (086)",85,56,1,25,,3,
"Superior univ. incompleta (087)",11,4,1,4,,1,1
"Superior univ. completa (088)",28,19,,7,1,1,
