"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 25 a 29 años (024)",6,5,,1,3,1,,,,,1,10
"De 30 a 34 años (025)",1,1,,1,,,,,,,,1
"De 35 a 39 años (026)",4,4,,1,1,,2,,,,,12
"Primaria (030)",6955,6822,25,928,1096,1037,1859,1173,535,169,133,28309
"De 12 a 14 años (031)",19,6,,5,1,,,,,,13,7
"De 15 a 19 años (032)",224,207,2,171,28,5,1,,,,17,246
"De 20 a 24 años (033)",721,685,3,324,243,81,34,,,,36,1193
"De 25 a 29 años (034)",833,808,1,162,282,192,161,10,,,25,2052
"De 30 a 34 años (035)",794,784,1,65,168,208,263,70,7,2,10,2684
"De 35 a 39 años (036)",817,814,4,31,102,168,324,140,41,4,3,3440
"De 40 a 44 años (037)",730,723,2,29,62,95,232,199,87,17,7,3680
"De 45 a 49 años (038)",642,640,2,25,47,63,198,182,89,34,2,3462
"De 50 y más años (039)",2175,2155,10,116,163,225,646,572,311,112,20,11545
"Secundaria (040)",1843,1760,8,599,467,303,277,86,15,5,83,4381
"De 12 a 14 años (041)",3,1,,,1,,,,,,2,2
"De 15 a 19 años (042)",163,148,5,134,9,,,,,,15,152
"De 20 a 24 años (043)",402,367,3,255,86,21,2,,,,35,498
"De 25 a 29 años (044)",387,375,,114,171,71,18,1,,,12,749
"De 30 a 34 años (045)",269,260,,41,74,82,55,7,1,,9,723
"De 35 a 39 años (046)",220,216,,23,58,50,69,14,1,1,4,700
"De 40 a 44 años (047)",173,169,,8,33,39,61,25,2,1,4,647
"De 45 a 49 años (048)",97,96,,8,17,16,36,15,4,,1,380
"De 50 y más años (049)",129,128,,16,18,24,36,24,7,3,1,530
"Sup. no Univ. incompleta (050)",166,157,2,73,41,25,11,5,,,9,309
"De 15 a 19 años (052)",5,4,,4,,,,,,,1,4
"De 20 a 24 años (053)",25,22,1,21,,,,,,,3,21
"De 25 a 29 años (054)",28,27,,17,8,2,,,,,1,39
"De 30 a 34 años (055)",34,33,,12,10,7,4,,,,1,70
"De 35 a 39 años (056)",32,31,,6,13,11,,1,,,1,71
"De 40 a 44 años (057)",15,15,,4,6,3,1,1,,,,36
"De 45 a 49 años (058)",11,11,,4,3,,3,1,,,,28
"De 50 y más años (059)",16,14,1,5,1,2,3,2,,,2,40
"Sup. no Univ. completa (060)",433,402,,154,140,68,33,6,1,,31,824
"De 20 a 24 años (063)",23,17,,16,1,,,,,,6,18
"De 25 a 29 años (064)",107,90,,63,22,5,,,,,17,122
"De 30 a 34 años (065)",88,83,,40,35,8,,,,,5,134
"De 35 a 39 años (066)",81,81,,16,37,19,8,1,,,,185
"De 40 a 44 años (067)",67,64,,10,28,21,5,,,,3,150
"De 45 a 49 años (068)",33,33,,3,9,10,10,1,,,,101
"De 50 y más años (069)",34,34,,6,8,5,10,4,1,,,114
"Sup. Univ. incompleta (070)",56,49,,20,16,7,5,1,,,7,101
"De 20 a 24 años (073)",10,8,,8,,,,,,,2,8
"De 25 a 29 años (074)",9,7,,5,1,1,,,,,2,10
"De 30 a 34 años (075)",8,8,,3,3,1,1,,,,,16
"De 35 a 39 años (076)",16,15,,4,8,2,1,,,,1,30
"De 40 a 44 años (077)",5,4,,,1,1,2,,,,1,14
"De 45 a 49 años (078)",3,3,,,2,1,,,,,,7
"De 50 y más años (079)",5,4,,,1,1,1,1,,,1,16
"Sup. Univ. completa (080)",159,149,,61,48,25,14,1,,,10,297
"De 20 a 24 años (083)",7,4,,3,,,1,,,,3,8
"De 25 a 29 años (084)",19,17,,16,1,,,,,,2,18
"De 30 a 34 años (085)",35,33,,14,18,1,,,,,2,53
"De 35 a 39 años (086)",38,36,,9,16,8,3,,,,2,78
"De 40 a 44 años (087)",20,20,,5,4,8,3,,,,,49
"De 45 a 49 años (088)",18,18,,9,1,5,2,1,,,,40
"De 50 y más años (089)",22,21,,5,8,3,5,,,,1,51
,,,,,,,,,,,,
"URBANA (100)",5341,5157,32,983,1062,830,1261,676,243,70,184,18250
"De 12 a 14 años (101)",9,3,,2,1,,,,,,6,4
"De 15 a 19 años (102)",131,116,3,104,8,1,,,,,15,123
"De 20 a 24 años (103)",454,415,2,278,99,29,7,,,,39,593
"De 25 a 29 años (104)",611,581,1,186,236,96,56,6,,,30,1219
"De 30 a 34 años (105)",569,547,,112,170,136,111,16,,2,22,1454
"De 35 a 39 años (106)",612,603,3,57,167,146,176,45,8,1,9,1957
"De 40 a 44 años (107)",525,509,,41,94,102,166,82,20,4,16,2008
"De 45 a 49 años (108)",442,438,1,34,65,56,143,91,38,10,4,1961
"De 50 y más años (109)",1988,1945,22,169,222,264,602,436,177,53,43,8931
"Sin nivel (110)",932,896,15,92,113,129,265,194,67,21,36,3911
"De 15 a 19 años (112)",4,4,,3,1,,,,,,,5
"De 20 a 24 años (113)",12,9,,7,2,,,,,,3,11
"De 25 a 29 años (114)",21,20,,5,6,4,4,1,,,1,53
"De 30 a 34 años (115)",21,19,,2,4,6,5,2,,,2,63
"De 35 a 39 años (116)",27,26,,2,3,6,9,5,1,,1,105
"De 40 a 44 años (117)",41,36,,4,1,3,14,9,5,,5,178
"De 45 a 49 años (118)",52,50,,4,3,5,12,13,8,5,2,278
"De 50 y más años (119)",754,732,15,65,93,105,221,164,53,16,22,3218
"Educacion Inicial (120)",12,10,,4,4,,2,,,,2,21
"De 12 a 14 años (121)",1,1,,1,,,,,,,,1
"De 20 a 24 años (123)",3,2,,1,1,,,,,,1,3
"De 25 a 29 años (124)",3,2,,,2,,,,,,1,4
"De 30 a 34 años (125)",1,1,,1,,,,,,,,1
"De 35 a 39 años (126)",4,4,,1,1,,2,,,,,12
"Primaria (130)",2677,2619,11,344,460,413,760,419,167,45,58,10404
"De 12 a 14 años (131)",7,1,,1,,,,,,,6,1
"De 15 a 19 años (132)",63,56,,50,5,1,,,,,7,63
"De 20 a 24 años (133)",195,187,,101,62,19,5,,,,8,303
"De 25 a 29 años (134)",264,255,1,49,107,51,43,4,,,9,622
"De 30 a 34 años (135)",256,250,,29,67,72,70,10,,2,6,760
"De 35 a 39 años (136)",304,303,3,14,58,72,118,32,6,,1,1114
"De 40 a 44 años (137)",269,266,,16,32,46,98,58,13,3,3,1166
"De 45 a 49 años (138)",256,255,1,10,31,24,91,64,29,5,1,1251
"De 50 y más años (139)",1063,1046,6,74,98,128,335,251,119,35,17,5124
"Secundaria (140)",1084,1039,4,310,285,191,185,52,8,4,45,2704
"De 12 a 14 años (141)",1,1,,,1,,,,,,,2
"De 15 a 19 años (142)",60,53,3,48,2,,,,,,7,52
"De 20 a 24 años (143)",193,176,1,131,33,10,1,,,,17,231
"De 25 a 29 años (144)",210,205,,66,95,34,9,1,,,5,401
"De 30 a 34 años (145)",167,160,,27,49,47,33,4,,,7,431
"De 35 a 39 años (146)",147,144,,13,47,38,38,6,1,1,3,444
"De 40 a 44 años (147)",126,122,,5,27,27,45,15,2,1,4,464
"De 45 a 49 años (148)",77,76,,5,16,14,29,11,1,,1,284
"De 50 y más años (149)",103,102,,15,15,21,30,15,4,2,1,395
"Sup. no Univ. incompleta (150)",132,126,2,57,36,19,8,4,,,6,246
"De 15 a 19 años (152)",4,3,,3,,,,,,,1,3
"De 20 a 24 años (153)",19,17,1,16,,,,,,,2,16
"De 25 a 29 años (154)",24,23,,13,8,2,,,,,1,35
"De 30 a 34 años (155)",25,25,,10,8,4,3,,,,,51
"De 35 a 39 años (156)",26,25,,5,10,9,,1,,,1,58
"De 40 a 44 años (157)",12,12,,3,6,3,,,,,,24
"De 45 a 49 años (158)",10,10,,3,3,,3,1,,,,27
"De 50 y más años (159)",12,11,1,4,1,1,2,2,,,1,32
"Sup. no Univ. completa (160)",323,300,,107,109,52,25,6,1,,23,633
"De 20 a 24 años (163)",16,12,,11,1,,,,,,4,13
"De 25 a 29 años (164)",71,60,,39,17,4,,,,,11,85
"De 30 a 34 años (165)",63,58,,29,23,6,,,,,5,93
"De 35 a 39 años (166)",57,57,,11,27,12,6,1,,,,131
"De 40 a 44 años (167)",57,54,,8,25,17,4,,,,3,126
"De 45 a 49 años (168)",27,27,,3,9,8,6,1,,,,77
"De 50 y más años (169)",32,32,,6,7,5,9,4,1,,,108
"Sup. Univ. incompleta (170)",42,36,,15,13,5,3,,,,6,69
"De 20 a 24 años (173)",10,8,,8,,,,,,,2,8
"De 25 a 29 años (174)",5,4,,2,1,1,,,,,1,7
"De 30 a 34 años (175)",4,4,,2,2,,,,,,,6
"De 35 a 39 años (176)",14,13,,3,7,2,1,,,,1,27
"De 40 a 44 años (177)",3,2,,,,,2,,,,1,9
"De 45 a 49 años (178)",3,3,,,2,1,,,,,,7
"De 50 y más años (179)",3,2,,,1,1,,,,,1,5
"Sup. Univ. completa (180)",139,131,,54,42,21,13,1,,,8,262
"De 20 a 24 años (183)",6,4,,3,,,1,,,,2,8
"De 25 a 29 años (184)",13,12,,12,,,,,,,1,12
"De 30 a 34 años (185)",32,30,,12,17,1,,,,,2,49
"De 35 a 39 años (186)",33,31,,8,14,7,2,,,,2,66
"De 40 a 44 años (187)",17,17,,5,3,6,3,,,,,41
"De 45 a 49 años (188)",17,17,,9,1,4,2,1,,,,37
"De 50 y más años (189)",21,20,,5,7,3,5,,,,1,49
,,,,,,,,,,,,
"RURAL (200)",6741,6567,30,1094,1032,951,1604,1126,543,187,174,26974
"De 12 a 14 años (201)",14,5,,4,1,,,,,,9,6
"De 15 a 19 años (202)",280,262,4,221,32,4,1,,,,18,301
"De 20 a 24 años (203)",805,749,6,379,252,78,33,1,,,56,1259
"De 25 a 29 años (204)",853,815,,208,269,194,138,6,,,38,1956
"De 30 a 34 años (205)",748,739,1,71,155,186,247,71,8,,9,2531
"De 35 a 39 años (206)",718,710,4,47,82,129,265,140,38,5,8,3033
"De 40 a 44 años (207)",632,624,3,29,51,77,179,178,92,15,8,3255
"De 45 a 49 años (208)",536,529,1,29,29,56,137,148,87,42,7,3004
"De 50 y más años (209)",2155,2134,11,106,161,227,604,582,318,125,21,11629
"Sin nivel (210)",1522,1475,12,144,168,186,399,336,168,62,47,7064
"De 15 a 19 años (212)",14,14,,12,2,,,,,,,16
"De 20 a 24 años (213)",56,50,1,22,18,5,3,1,,,6,92
"De 25 a 29 años (214)",54,47,,11,11,14,11,,,,7,122
"De 30 a 34 años (215)",67,65,,5,13,9,30,8,,,2,241
"De 35 a 39 años (216)",95,90,3,12,11,11,25,24,3,1,5,369
"De 40 a 44 años (217)",106,102,1,10,10,9,27,26,18,1,4,509
"De 45 a 49 años (218)",122,116,,10,12,12,19,26,24,13,6,669
"De 50 y más años (219)",1008,991,7,62,91,126,284,251,123,47,17,5046
"Educacion Inicial (220)",4,4,,2,1,1,,,,,,7
"De 15 a 19 años (222)",1,1,,1,,,,,,,,1
"De 25 a 29 años (224)",3,3,,1,1,1,,,,,,6
"Primaria (230)",4278,4203,14,584,636,624,1099,754,368,124,75,17905
"De 12 a 14 años (231)",12,5,,4,1,,,,,,7,6
"De 15 a 19 años (232)",161,151,2,121,23,4,1,,,,10,183
"De 20 a 24 años (233)",526,498,3,223,181,62,29,,,,28,890
"De 25 a 29 años (234)",569,553,,113,175,141,118,6,,,16,1430
"De 30 a 34 años (235)",538,534,1,36,101,136,193,60,7,,4,1924
"De 35 a 39 años (236)",513,511,1,17,44,96,206,108,35,4,2,2326
"De 40 a 44 años (237)",461,457,2,13,30,49,134,141,74,14,4,2514
"De 45 a 49 años (238)",386,385,1,15,16,39,107,118,60,29,1,2211
"De 50 y más años (239)",1112,1109,4,42,65,97,311,321,192,77,3,6421
"Secundaria (240)",759,721,4,289,182,112,92,34,7,1,38,1677
"De 12 a 14 años (241)",2,,,,,,,,,,2,
"De 15 a 19 años (242)",103,95,2,86,7,,,,,,8,100
"De 20 a 24 años (243)",209,191,2,124,53,11,1,,,,18,267
"De 25 a 29 años (244)",177,170,,48,76,37,9,,,,7,348
"De 30 a 34 años (245)",102,100,,14,25,35,22,3,1,,2,292
"De 35 a 39 años (246)",73,72,,10,11,12,31,8,,,1,256
"De 40 a 44 años (247)",47,47,,3,6,12,16,10,,,,183
"De 45 a 49 años (248)",20,20,,3,1,2,7,4,3,,,96
"De 50 y más años (249)",26,26,,1,3,3,6,9,3,1,,135
"Sup. no Univ. incompleta (250)",34,31,,16,5,6,3,1,,,3,63
"De 15 a 19 años (252)",1,1,,1,,,,,,,,1
"De 20 a 24 años (253)",6,5,,5,,,,,,,1,5
"De 25 a 29 años (254)",4,4,,4,,,,,,,,4
"De 30 a 34 años (255)",9,8,,2,2,3,1,,,,1,19
"De 35 a 39 años (256)",6,6,,1,3,2,,,,,,13
"De 40 a 44 años (257)",3,3,,1,,,1,1,,,,12
"De 45 a 49 años (258)",1,1,,1,,,,,,,,1
"De 50 y más años (259)",4,3,,1,,1,1,,,,1,8
"Sup. no Univ. completa (260)",110,102,,47,31,16,8,,,,8,191
"De 20 a 24 años (263)",7,5,,5,,,,,,,2,5
"De 25 a 29 años (264)",36,30,,24,5,1,,,,,6,37
"De 30 a 34 años (265)",25,25,,11,12,2,,,,,,41
"De 35 a 39 años (266)",24,24,,5,10,7,2,,,,,54
"De 40 a 44 años (267)",10,10,,2,3,4,1,,,,,24
"De 45 a 49 años (268)",6,6,,,,2,4,,,,,24
"De 50 y más años (269)",2,2,,,1,,1,,,,,6
"Sup. Univ. incompleta (270)",14,13,,5,3,2,2,1,,,1,32
"De 25 a 29 años (274)",4,3,,3,,,,,,,1,3
"De 30 a 34 años (275)",4,4,,1,1,1,1,,,,,10
"De 35 a 39 años (276)",2,2,,1,1,,,,,,,3
"De 40 a 44 años (277)",2,2,,,1,1,,,,,,5
"De 50 y más años (279)",2,2,,,,,1,1,,,,11
"Sup. Univ. completa (280)",20,18,,7,6,4,1,,,,2,35
"De 20 a 24 años (283)",1,,,,,,,,,,1,
"De 25 a 29 años (284)",6,5,,4,1,,,,,,1,6
"De 30 a 34 años (285)",3,3,,2,1,,,,,,,4
"De 35 a 39 años (286)",5,5,,1,2,1,1,,,,,12
"De 40 a 44 años (287)",3,3,,,1,2,,,,,,8
"De 45 a 49 años (288)",1,1,,,,1,,,,,,3
"De 50 y más años (289)",1,1,,,1,,,,,,,2
