"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia FERREÑAFE (000)",30094,4407,9750,9838,759,2527,674,2139
"Agric., ganadería, caza y silvicultura (001)",14384,40,7642,4062,572,2068,,
"Pesca (002)",10,1,3,5,,1,,
"Explotación de minas y canteras (003)",73,5,66,2,,,,
"Industrias manufactureras (004)",1182,49,411,657,23,42,,
"Suministro de electricidad, gas y agua (005)",63,21,39,2,,1,,
"Construcción (006)",1152,46,763,317,20,6,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",3229,470,110,2372,62,215,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",330,49,65,199,11,6,,
"Comercio al por mayor (009)",168,49,10,94,7,8,,
"Comercio al por menor (010)",2731,372,35,2079,44,201,,
"Hoteles y restaurantes (011)",546,129,33,338,17,29,,
"Trans., almac. y comunicaciones (012)",1811,360,262,1142,29,18,,
"Intermediación financiera (013)",52,49,,3,,,,
"Activid.inmobil., empres. y alquileres (014)",529,327,48,136,11,7,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",739,629,110,,,,,
"Enseñanza (016)",1716,1482,4,220,6,4,,
"Servicios sociales y de salud (017)",464,399,3,57,4,1,,
"Otras activ. serv.comun.soc y personales (018)",541,201,61,260,3,16,,
"Hogares privados con servicio doméstico (019)",674,,,,,,674,
"Actividad economica no especificada (021)",790,199,195,265,12,119,,
"Desocupado (022)",2139,,,,,,,2139
"Hombres (023)",22230,2497,8744,7279,706,1350,27,1627
"Agric., ganadería, caza y silvicultura (024)",12293,34,6843,3653,565,1198,,
"Pesca (025)",8,,3,5,,,,
"Explotación de minas y canteras (026)",72,5,65,2,,,,
"Industrias manufactureras (027)",790,30,372,350,21,17,,
"Suministro de electricidad, gas y agua (028)",59,18,39,2,,,,
"Construcción (029)",1134,43,752,313,20,6,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",1720,268,106,1241,41,64,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",314,36,65,197,11,5,,
"Comercio al por mayor (032)",106,23,10,62,7,4,,
"Comercio al por menor (033)",1300,209,31,982,23,55,,
"Hoteles y restaurantes (034)",133,47,11,64,6,5,,
"Trans., almac. y comunicaciones (035)",1704,291,248,1125,29,11,,
"Intermediación financiera (036)",32,31,,1,,,,
"Activid.inmobil., empres. y alquileres (037)",397,222,42,120,9,4,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",552,473,79,,,,,
"Enseñanza (039)",804,690,4,106,2,2,,
"Servicios sociales y de salud (040)",155,111,2,38,3,1,,
"Otras activ. serv.comun.soc y personales (041)",333,148,50,123,2,10,,
"Hogares privados con servicio doméstico (042)",27,,,,,,27,
"Actividad economica no especificada (044)",390,86,128,136,8,32,,
"Desocupado (045)",1627,,,,,,,1627
"Mujeres (046)",7864,1910,1006,2559,53,1177,647,512
"Agric., ganadería, caza y silvicultura (047)",2091,6,799,409,7,870,,
"Pesca (048)",2,1,,,,1,,
"Explotación de minas y canteras (049)",1,,1,,,,,
"Industrias manufactureras (050)",392,19,39,307,2,25,,
"Suministro de electricidad, gas y agua (051)",4,3,,,,1,,
"Construcción (052)",18,3,11,4,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",1509,202,4,1131,21,151,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",16,13,,2,,1,,
"Comercio al por mayor (055)",62,26,,32,,4,,
"Comercio al por menor (056)",1431,163,4,1097,21,146,,
"Hoteles y restaurantes (057)",413,82,22,274,11,24,,
"Trans., almac. y comunicaciones (058)",107,69,14,17,,7,,
"Intermediación financiera (059)",20,18,,2,,,,
"Activid.inmobil., empres. y alquileres (060)",132,105,6,16,2,3,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",187,156,31,,,,,
"Enseñanza (062)",912,792,,114,4,2,,
"Servicios sociales y de salud (063)",309,288,1,19,1,,,
"Otras activ. serv.comun.soc y personales (064)",208,53,11,137,1,6,,
"Hogares privados con servicio doméstico (065)",647,,,,,,647,
"Actividad economica no especificada (067)",400,113,67,129,4,87,,
"Desocupado (068)",512,,,,,,,512
,,,,,,,,
"URBANA (069)",17598,3945,4972,5739,317,597,563,1465
"Agric., ganadería, caza y silvicultura (070)",4525,34,3221,881,138,251,,
"Pesca (071)",5,1,2,2,,,,
"Explotación de minas y canteras (072)",17,4,12,1,,,,
"Industrias manufactureras (073)",932,46,376,469,22,19,,
"Suministro de electricidad, gas y agua (074)",59,21,37,,,1,,
"Construcción (075)",1018,42,674,279,20,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",2904,439,104,2102,62,197,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",301,43,60,182,11,5,,
"Comercio al por mayor (078)",152,43,10,84,7,8,,
"Comercio al por menor (079)",2451,353,34,1836,44,184,,
"Hoteles y restaurantes (080)",512,120,32,317,17,26,,
"Trans., almac. y comunicaciones (081)",1599,331,225,1002,27,14,,
"Intermediación financiera (082)",52,49,,3,,,,
"Activid.inmobil., empres. y alquileres (083)",494,306,38,132,11,7,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",697,590,107,,,,,
"Enseñanza (085)",1424,1267,4,145,5,3,,
"Servicios sociales y de salud (086)",418,360,3,50,4,1,,
"Otras activ. serv.comun.soc y personales (087)",465,164,44,241,3,13,,
"Hogares privados con servicio doméstico (088)",563,,,,,,563,
"Actividad economica no especificada (090)",449,171,93,115,8,62,,
"Desocupado (091)",1465,,,,,,,1465
"Hombres (092)",12407,2201,4666,3940,269,270,17,1044
"Agric., ganadería, caza y silvicultura (093)",4221,30,3076,829,135,151,,
"Pesca (094)",4,,2,2,,,,
"Explotación de minas y canteras (095)",17,4,12,1,,,,
"Industrias manufactureras (096)",710,29,343,303,20,15,,
"Suministro de electricidad, gas y agua (097)",55,18,37,,,,,
"Construcción (098)",1004,39,666,276,20,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",1556,252,100,1106,41,57,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",285,30,60,180,11,4,,
"Comercio al por mayor (101)",96,20,10,55,7,4,,
"Comercio al por menor (102)",1175,202,30,871,23,49,,
"Hoteles y restaurantes (103)",120,41,10,60,6,3,,
"Trans., almac. y comunicaciones (104)",1507,268,211,991,27,10,,
"Intermediación financiera (105)",32,31,,1,,,,
"Activid.inmobil., empres. y alquileres (106)",368,207,32,116,9,4,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",521,445,76,,,,,
"Enseñanza (108)",616,561,4,48,2,1,,
"Servicios sociales y de salud (109)",131,93,2,32,3,1,,
"Otras activ. serv.comun.soc y personales (110)",275,115,34,117,2,7,,
"Hogares privados con servicio doméstico (111)",17,,,,,,17,
"Actividad economica no especificada (113)",209,68,61,58,4,18,,
"Desocupado (114)",1044,,,,,,,1044
