"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia LA CONVENCION (000)",41392,39278,130,8411,8304,6436,8949,4810,1840,398,2114,134376
"De 12 a 14 años (001)",100,40,3,32,5,,,,,,60,42
"De 15 a 19 años (002)",1793,1531,17,1260,215,24,15,,,,262,1822
"De 20 a 24 años (003)",5185,4512,16,2613,1359,385,121,18,,,673,7113
"De 25 a 29 años (004)",5875,5343,17,1688,1935,1017,612,60,14,,532,11718
"De 30 a 34 años (005)",5258,5070,8,1003,1508,1153,1081,268,46,3,188,14295
"De 35 a 39 años (006)",5229,5105,6,606,1156,1099,1500,587,135,16,124,17834
"De 40 a 44 años (007)",4434,4375,5,309,658,879,1439,798,239,48,59,18210
"De 45 a 49 años (008)",3674,3639,7,237,497,554,1213,764,303,64,35,16452
"De 50 y más años (009)",9844,9663,51,663,971,1325,2968,2315,1103,267,181,46890
"Conviviente (010)",21190,20545,67,5468,5214,3474,3991,1664,542,125,645,60370
"De 12 a 14 años (011)",71,22,2,18,2,,,,,,49,22
"De 15 a 19 años (012)",1365,1150,13,930,179,16,12,,,,215,1384
"De 20 a 24 años (013)",3778,3582,12,2000,1139,319,96,16,,,196,5744
"De 25 a 29 años (014)",4136,4044,8,1227,1507,770,472,49,11,,92,8966
"De 30 a 34 años (015)",3439,3413,5,616,1058,784,715,194,38,3,26,9769
"De 35 a 39 años (016)",3002,2976,4,305,665,671,895,343,82,11,26,10571
"De 40 a 44 años (017)",2162,2148,1,140,303,448,727,378,122,29,14,9056
"De 45 a 49 años (018)",1375,1367,2,93,182,207,473,277,108,25,8,6159
"De 50 y más años (019)",1862,1843,20,139,179,259,601,407,181,57,19,8699
"Separado(a) (020)",2084,2039,6,714,484,305,324,168,32,6,45,5437
