"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia PALLASCA (000)",27147,1433,3463,3891,2762,3860,3415,5677,2646
"Sabe leer y escribir (001)",22092,,2535,3853,2701,3683,3193,4677,1450
"No sabe leer y escribir (002)",5055,1433,928,38,61,177,222,1000,1196
"Hombres (004)",13740,749,1772,1954,1380,2053,1753,2901,1178
"Sabe leer y escribir (005)",11935,,1293,1934,1361,1997,1701,2707,942
"No sabe leer y escribir (006)",1805,749,479,20,19,56,52,194,236
"Mujeres (008)",13407,684,1691,1937,1382,1807,1662,2776,1468
"Sabe leer y escribir (009)",10157,,1242,1919,1340,1686,1492,1970,508
"No sabe leer y escribir (010)",3250,684,449,18,42,121,170,806,960
,,,,,,,,,
"URBANA (012)",14162,673,1642,1978,1448,1970,1820,3130,1501
"Sabe leer y escribir (013)",11849,,1262,1958,1426,1911,1736,2666,890
"No sabe leer y escribir (014)",2313,673,380,20,22,59,84,464,611
"Hombres (016)",7093,367,851,975,726,1052,920,1562,640
"Sabe leer y escribir (017)",6302,,652,964,717,1028,900,1499,542
"No sabe leer y escribir (018)",791,367,199,11,9,24,20,63,98
"Mujeres (020)",7069,306,791,1003,722,918,900,1568,861
"Sabe leer y escribir (021)",5547,,610,994,709,883,836,1167,348
"No sabe leer y escribir (022)",1522,306,181,9,13,35,64,401,513
,,,,,,,,,
"RURAL (024)",12985,760,1821,1913,1314,1890,1595,2547,1145
"Sabe leer y escribir (025)",10243,,1273,1895,1275,1772,1457,2011,560
"No sabe leer y escribir (026)",2742,760,548,18,39,118,138,536,585
"Hombres (028)",6647,382,921,979,654,1001,833,1339,538
"Sabe leer y escribir (029)",5633,,641,970,644,969,801,1208,400
"No sabe leer y escribir (030)",1014,382,280,9,10,32,32,131,138
"Mujeres (032)",6338,378,900,934,660,889,762,1208,607
"Sabe leer y escribir (033)",4610,,632,925,631,803,656,803,160
"No sabe leer y escribir (034)",1728,378,268,9,29,86,106,405,447
