"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia ASCOPE (000)",116229,115020,948,261
"Hombres (001)",58299,57740,422,137
"Mujeres (002)",57930,57280,526,124
"Menores de 1 año (003)",2001,1645,298,58
"Hombres (004)",1015,846,137,32
"Mujeres (005)",986,799,161,26
"De 1 a 5 años (006)",10206,9535,492,179
"Hombres (007)",5257,4921,243,93
"Mujeres (008)",4949,4614,249,86
"De 6 a 14 años (009)",19716,19688,20,8
"Hombres (010)",10020,10008,8,4
"Mujeres (011)",9696,9680,12,4
"De 15 a 29 años (012)",29029,29004,18,7
"Hombres (013)",14674,14663,7,4
"Mujeres (014)",14355,14341,11,3
"De 30 a 44 años (015)",24073,24059,11,3
"Hombres (016)",11826,11819,5,2
"Mujeres (017)",12247,12240,6,1
"De 45 a 64 años (018)",20889,20855,32,2
"Hombres (019)",10172,10164,7,1
"Mujeres (020)",10717,10691,25,1
"De 65 a más años (021)",10315,10234,77,4
"Hombres (022)",5335,5319,15,1
"Mujeres (023)",4980,4915,62,3
,,,,
"URBANA (024)",102230,101186,823,221
"Hombres (025)",50971,50492,364,115
"Mujeres (026)",51259,50694,459,106
"Menores de 1 año (027)",1770,1462,256,52
"Hombres (028)",883,742,113,28
"Mujeres (029)",887,720,143,24
"De 1 a 5 años (030)",8877,8290,435,152
"Hombres (031)",4571,4281,213,77
"Mujeres (032)",4306,4009,222,75
"De 6 a 14 años (033)",17371,17345,19,7
"Hombres (034)",8821,8810,8,3
"Mujeres (035)",8550,8535,11,4
"De 15 a 29 años (036)",25241,25221,16,4
"Hombres (037)",12700,12689,7,4
"Mujeres (038)",12541,12532,9,
"De 30 a 44 años (039)",21429,21418,9,2
"Hombres (040)",10439,10433,4,2
"Mujeres (041)",10990,10985,5,
"De 45 a 64 años (042)",18381,18357,23,1
"Hombres (043)",8854,8847,6,1
"Mujeres (044)",9527,9510,17,
"De 65 a más años (045)",9161,9093,65,3
"Hombres (046)",4703,4690,13,
"Mujeres (047)",4458,4403,52,3
,,,,
"RURAL (048)",13999,13834,125,40
"Hombres (049)",7328,7248,58,22
"Mujeres (050)",6671,6586,67,18
"Menores de 1 año (051)",231,183,42,6
"Hombres (052)",132,104,24,4
"Mujeres (053)",99,79,18,2
"De 1 a 5 años (054)",1329,1245,57,27
"Hombres (055)",686,640,30,16
"Mujeres (056)",643,605,27,11
"De 6 a 14 años (057)",2345,2343,1,1
"Hombres (058)",1199,1198,,1
"Mujeres (059)",1146,1145,1,
"De 15 a 29 años (060)",3788,3783,2,3
"Hombres (061)",1974,1974,,
"Mujeres (062)",1814,1809,2,3
"De 30 a 44 años (063)",2644,2641,2,1
"Hombres (064)",1387,1386,1,
"Mujeres (065)",1257,1255,1,1
"De 45 a 64 años (066)",2508,2498,9,1
"Hombres (067)",1318,1317,1,
"Mujeres (068)",1190,1181,8,1
"De 65 a más años (069)",1154,1141,12,1
"Hombres (070)",632,629,2,1
"Mujeres (071)",522,512,10,
