"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia LAURICOCHA (000)",11609,36375,32381,,680,89,1.9
"De 12 a 14 años (001)",1461,4,4,,1,100,25
"De 15 a 19 años (002)",1604,252,246,80,97.6,31.7,
"De 20 a 24 años (003)",1219,1158,1126,166,97.2,14.3,
"De 25 a 29 años (004)",1154,2171,2098,131,96.6,6,
"De 30 a 34 años (005)",1055,3136,3002,134,95.7,4.3,
"De 35 a 39 años (006)",976,4019,3772,96,93.9,2.4,
"De 40 a 44 años (007)",860,4586,4251,54,92.7,1.2,
"De 45 a 49 años (008)",759,4559,4101,18,90,0.4,
"De 50 y más años (009)",2521,16490,13781,,83.6,,
"Sin nivel (010)",1431,7489,6290,70,84,0.9,
"De 12 a 14 años (011)",45,1,1,1,100,100,
"De 15 a 19 años (012)",75,16,16,2,100,12.5,
"De 20 a 24 años (013)",58,70,62,7,88.6,10,
"De 25 a 29 años (014)",84,164,161,10,98.2,6.1,
"De 30 a 34 años (015)",85,264,250,13,94.7,4.9,
"De 35 a 39 años (016)",102,464,433,19,93.3,4.1,
"De 40 a 44 años (017)",102,602,548,12,91,2,
"De 45 a 49 años (018)",104,631,561,6,88.9,1,
"De 50 y más años (019)",776,5277,4258,,80.7,,
"Educacion Inicial (020)",14,34,32,2,94.1,5.9,
"De 12 a 14 años (021)",2,,,,,,
"De 15 a 19 años (022)",3,,,,,,
"De 25 a 29 años (024)",3,9,9,1,100,11.1,
"De 30 a 34 años (025)",3,9,9,1,100,11.1,
"De 35 a 39 años (026)",3,16,14,,87.5,,
"Primaria (030)",5039,20999,18645,298,88.8,1.4,
"De 12 a 14 años (031)",728,,,,,,
"De 15 a 19 años (032)",312,99,96,26,97,26.3,
"De 20 a 24 años (033)",333,497,489,64,98.4,12.9,
"De 25 a 29 años (034)",379,1003,960,60,95.7,6,
"De 30 a 34 años (035)",420,1551,1482,62,95.6,4,
"De 35 a 39 años (036)",471,2250,2101,46,93.4,2,
"De 40 a 44 años (037)",522,2997,2772,33,92.5,1.1,
"De 45 a 49 años (038)",430,2846,2545,7,89.4,0.2,
"De 50 y más años (039)",1444,9756,8200,,84.1,,
"Secundaria (040)",4095,6435,6059,255,94.2,4,
"De 12 a 14 años (041)",686,3,3,,100,,
